shared_buffers,work_mem,random_page_cost,effective_io_concurrency,max_wal_size,max_parallel_workers_per_gather,max_parallel_workers,max_worker_processes,checkpoint_timeout,checkpoint_completion_target,effective_cache_size,temp_buffers,wal_buffers,bgwriter_lru_maxpages,bgwriter_delay,default_statistics_target,deadlock_timeout,cost,time,status,seed
7168,21504,8.0,1,24,2,8,10,10,0.9,3145728,8704,1536,1500,200,115,8000,-289.2331756588317,0.1,SUCCESS,1
3072,15360,8.0,100,20,2,8,4,5,0.9,2016383,15872,6656,1500,150,115,8000,-263.65728112874814,0.1,SUCCESS,1
7680,17408,8.0,1,20,2,4,10,10,0.9,4194304,2560,8192,1500,200,95,8000,-412.6112561886107,0.1,SUCCESS,1
6656,21504,8.0,100,24,4,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-489.7653615744539,0.1,SUCCESS,1
7680,21504,8.0,1,24,2,8,10,10,0.9,4194304,2560,6656,2000,200,95,8000,-364.131523434925,0.1,SUCCESS,1
1536,25600,6.0,200,24,8,4,4,10,0.9,1572864,1024,4608,1500,150,95,6000,-213.34945161911747,0.1,SUCCESS,1
6656,29696,8.0,100,24,1,8,10,10,0.9,4194304,512,4608,1500,200,100,8000,-398.3910938670843,0.1,SUCCESS,1
7680,23552,8.0,100,20,2,8,4,10,0.9,4194304,7680,5632,1500,300,95,8000,-527.7563720783373,0.1,SUCCESS,1
8192,23552,8.0,100,20,2,8,4,10,0.9,4194304,7680,5632,1500,300,95,8000,-0.0,0.1,SUCCESS,1
7680,27648,8.0,1,64,1,8,4,10,0.9,3145728,7680,5632,2000,300,115,8000,-342.33631790948715,0.1,SUCCESS,1
7680,23552,8.0,100,20,2,8,4,10,0.9,4194304,8704,5632,1500,300,95,8000,-270.1613923819488,0.1,SUCCESS,1
2048,23552,8.0,100,20,4,8,4,10,0.9,4194304,3584,6656,1500,500,85,8000,-387.8348331069146,0.1,SUCCESS,1
7680,21504,8.0,100,20,2,8,4,10,0.9,4194304,7680,3584,1500,300,95,8000,-489.5580729259713,0.1,SUCCESS,1
7680,21504,8.0,100,20,2,8,4,10,0.9,4194304,7680,5632,1500,300,95,6000,-414.4793226059715,0.1,SUCCESS,1
3072,17408,8.0,100,20,1,8,4,5,0.9,2016383,7680,3584,1500,200,100,8000,-177.4681109965514,0.1,SUCCESS,1
7680,23552,8.0,100,20,4,8,4,10,0.9,8388608,7680,3584,100,300,95,8000,-379.1530732557098,0.1,SUCCESS,1
6656,21504,8.0,200,24,8,8,10,10,0.9,4194304,4608,4608,2000,200,95,8000,-461.6499924127824,0.1,SUCCESS,1
7168,21504,8.0,100,24,8,8,4,5,0.9,4194304,4608,5632,2000,200,95,8000,-424.65241189753016,0.1,SUCCESS,1
6656,21504,8.0,200,20,2,8,10,10,0.9,4194304,5632,4608,2000,150,95,8000,-223.80144529757007,0.1,SUCCESS,1
6656,21504,8.0,100,24,16,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-339.8085702585336,0.1,SUCCESS,1
6656,23552,8.0,100,20,8,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-503.3439243819097,0.1,SUCCESS,1
5632,4096,2.0,400,24,2,4,10,10,0.9,6291456,7680,1536,1500,300,75,8000,-519.0199839983275,0.1,SUCCESS,1
5632,4096,2.0,1,24,2,4,10,10,0.9,6291456,7680,1536,1500,300,75,8000,-272.4930990896364,0.1,SUCCESS,1
1792,4096,1.1,400,8,2,4,10,10,0.9,3145728,3584,5632,1500,300,75,8000,-83.3061387119602,0.1,SUCCESS,1
6656,23552,8.0,100,20,8,8,10,10,0.9,4194304,4608,2560,2000,200,95,8000,-190.2663366251304,0.1,SUCCESS,1
1280,23552,8.0,400,20,8,8,4,5,0.9,3145728,3584,4608,1500,200,95,8000,-209.06153766248943,0.1,SUCCESS,1
7168,25600,8.0,100,24,2,4,4,10,0.9,4194304,5632,5632,2000,300,95,8000,-225.1880341041093,0.1,SUCCESS,1
6144,4096,0.1,300,8,1,4,10,10,0.9,6291456,11776,1536,1500,300,95,8000,-307.07995298708283,0.1,SUCCESS,1
6656,23552,8.0,100,16,8,8,10,10,0.9,4194304,2560,3584,2000,250,95,8000,-213.7041386736745,0.1,SUCCESS,1
7680,23552,8.0,200,20,8,8,10,10,0.9,4194304,2560,6656,2000,200,95,8000,-288.3562114116664,0.1,SUCCESS,1
7680,25600,8.0,100,20,2,8,4,10,0.9,4194304,7680,3584,1500,300,95,8000,-249.70549564575649,0.1,SUCCESS,1
6656,25600,8.0,100,24,4,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-352.3148379740586,0.1,SUCCESS,1
7680,21504,8.0,100,24,8,8,10,10,0.9,4194304,7680,4608,1500,300,95,8000,-304.4265407665044,0.1,SUCCESS,1
2560,4096,2.0,200,64,1,4,10,10,0.9,6291456,15872,2560,1500,300,75,8000,-286.3183284263144,0.1,SUCCESS,1
4608,4096,2.0,400,24,2,4,10,10,0.9,6291456,7680,1536,1500,300,75,8000,-182.6332258841188,0.1,SUCCESS,1
1792,46080,2.0,1,32,16,8,4,10,0.9,1048576,3584,4608,50,200,85,3000,-291.2479330982482,0.1,SUCCESS,1
5632,5120,2.0,400,24,2,4,10,10,0.9,6291456,7680,1536,1500,300,75,8000,-330.8647841239629,0.1,SUCCESS,1
3584,19456,8.0,200,24,1,8,4,5,0.9,3145728,2560,4608,1500,200,95,6000,-160.39323193326675,0.1,SUCCESS,1
5120,23552,8.0,300,64,8,8,4,10,0.9,3145728,13824,8704,2000,200,125,8000,-250.13652718511943,0.1,SUCCESS,1
7680,21504,8.0,100,20,2,8,4,10,0.9,4194304,7680,3584,1500,250,95,8000,-340.77741577891624,0.1,SUCCESS,1
7680,23552,8.0,100,20,2,8,4,10,0.9,4194304,7680,4608,2000,300,95,8000,-284.98170540313214,0.1,SUCCESS,1
6656,21504,8.0,100,4,4,8,10,10,0.9,4194304,2560,4608,2000,200,100,8000,-288.77160333568503,0.1,SUCCESS,1
7680,23552,8.0,1,20,2,8,4,10,0.9,4194304,7680,5632,1500,300,95,8000,-267.65318906692613,0.1,SUCCESS,1
6656,23552,8.0,100,20,16,8,10,10,0.9,3145728,2560,4608,2000,250,95,8000,-315.19843249274226,0.1,SUCCESS,1
6656,23552,8.0,100,20,1,8,10,10,0.9,4194304,4608,4608,1500,200,95,8000,-320.19307537138315,0.1,SUCCESS,1
6144,17408,8.0,300,20,8,4,10,10,0.9,4194304,2560,9728,1500,200,95,8000,-230.47163108991333,0.1,SUCCESS,1
7680,23552,8.0,100,20,2,8,4,10,0.9,4194304,7680,7680,1500,300,95,8000,-205.32613382762705,0.1,SUCCESS,1
7680,14336,8.0,300,20,4,4,10,10,0.9,4194304,2560,8704,1500,200,95,8000,-257.0115239288916,0.1,SUCCESS,1
2048,21504,8.0,100,20,4,8,4,10,0.9,4194304,11776,14848,2000,500,100,8000,-255.2114595485134,0.1,SUCCESS,1
2560,9216,3.5,100,4,4,4,4,10,0.9,1572864,11776,15872,100,250,95,500,-251.17803781986007,0.1,SUCCESS,1
6656,23552,8.0,100,16,8,8,10,10,0.9,4194304,2560,4608,2000,200,75,8000,-313.00345583147526,0.1,SUCCESS,1
6144,4096,2.0,400,24,2,4,10,10,0.9,6291456,7680,1536,1500,300,75,8000,-287.7206357827555,0.1,SUCCESS,1
6656,23552,8.0,100,24,8,8,10,10,0.9,4194304,1024,4608,2000,200,95,8000,-255.55733873548243,0.1,SUCCESS,1
1792,21504,8.0,100,24,4,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-205.25638804850607,0.1,SUCCESS,1
7680,21504,8.0,300,20,2,4,4,5,0.9,4194304,7680,3584,2000,300,95,6000,-227.37605975072444,0.1,SUCCESS,1
5632,4096,1.1,400,16,2,4,10,10,0.9,6291456,7680,1536,1500,300,75,8000,-302.86183530221746,0.1,SUCCESS,1
7680,23552,8.0,100,20,2,8,4,10,0.9,6291456,7680,5632,1500,300,95,8000,-249.29826361001045,0.1,SUCCESS,1
7680,21504,8.0,200,20,2,8,4,10,0.9,4194304,8704,3584,1500,300,100,8000,-278.2562473779508,0.1,SUCCESS,1
7680,23552,8.0,100,20,1,8,4,10,0.9,4194304,7680,5632,1500,300,95,8000,-301.50086419179627,0.1,SUCCESS,1
2560,15360,0.5,400,32,2,4,4,10,0.9,1048576,7680,3584,1000,500,85,8000,-312.01133469752693,0.1,SUCCESS,1
6144,21504,8.0,100,20,1,8,4,10,0.9,4194304,7680,3584,1500,300,95,8000,-281.009827596724,0.1,SUCCESS,1
6656,19456,8.0,200,24,8,8,10,10,0.9,4194304,1536,3584,2000,200,95,8000,-248.3727090721388,0.1,SUCCESS,1
3072,19456,8.0,200,32,2,8,4,10,0.9,3145728,8704,9728,1500,250,125,8000,-362.8139408130296,0.1,SUCCESS,1
6656,21504,8.0,200,24,8,8,10,10,0.9,4194304,4608,4608,2000,200,115,8000,-278.1782835659499,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,8,4,10,0.9,3145728,3584,9728,1500,200,115,8000,-282.54268838604355,0.1,SUCCESS,1
1024,23552,0.5,400,64,16,4,10,5,0.9,6291456,11776,14848,1000,500,85,8000,-136.08983141733276,0.1,SUCCESS,1
7680,23552,8.0,100,20,2,8,10,10,0.9,4194304,7680,5632,1500,300,95,8000,-327.8996282842374,0.1,SUCCESS,1
6656,27648,8.0,100,20,8,8,10,10,0.9,4194304,3584,4608,2000,200,95,8000,-287.53320949278003,0.1,SUCCESS,1
7680,21504,8.0,200,24,2,8,10,5,0.9,3145728,2560,14848,1500,250,85,8000,-0.0,0.1,SUCCESS,1
7680,23552,8.0,100,20,2,8,4,10,0.9,3145728,7680,5632,1500,300,95,8000,-283.9284595874853,0.1,SUCCESS,1
7680,17408,8.0,300,20,1,8,10,10,0.9,3145728,2560,9728,1500,250,115,8000,-373.5593442588562,0.1,SUCCESS,1
896,23552,7.5,100,8,1,8,4,5,0.9,524288,5632,512,500,500,125,6000,-136.4449272114069,0.1,SUCCESS,1
6656,17408,8.0,200,24,4,8,4,10,0.9,4194304,2560,4608,2000,200,95,8000,-285.10325177255504,0.1,SUCCESS,1
6656,21504,8.0,100,24,4,8,10,10,0.9,4194304,2560,4608,100,200,95,8000,-239.3544662606832,0.1,SUCCESS,1
3584,51200,8.0,100,24,4,8,10,5,0.9,3145728,15872,8192,1500,250,100,8000,-353.2368000453746,0.1,SUCCESS,1
7680,17408,8.0,300,8,2,8,10,10,0.9,4194304,2560,8192,1500,200,115,8000,-199.12463180611425,0.1,SUCCESS,1
7680,17408,8.0,100,20,2,4,10,10,0.9,2016383,2560,8192,2000,200,95,8000,-301.6029237163492,0.1,SUCCESS,1
7680,17408,8.0,300,20,2,4,10,5,0.9,4194304,2560,8192,1500,200,95,8000,-244.93655250786296,0.1,SUCCESS,1
5632,4096,3.0,400,24,2,4,10,10,0.9,6291456,7680,1536,1500,300,75,8000,-262.990088948082,0.1,SUCCESS,1
6144,21504,8.0,100,20,4,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-263.3028127936369,0.1,SUCCESS,1
6656,23552,8.0,1,20,8,8,10,10,0.9,4194304,2560,4608,2000,200,95,8000,-209.47650412930847,0.1,SUCCESS,1
2560,35840,8.0,300,20,16,4,10,5,0.9,3145728,3584,13824,2000,200,85,8000,-252.39638141837224,0.1,SUCCESS,1
7680,23552,8.0,100,8,2,8,4,5,0.9,4194304,7680,5632,1500,300,95,8000,-336.2429527437546,0.1,SUCCESS,1
5632,4096,2.0,400,24,2,4,10,10,0.9,4194304,7680,512,1500,300,75,8000,-321.0753770183496,0.1,SUCCESS,1
