block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,write_buffer_size,Throughput,Timestamp
8192,false,0,snappy,128,16,1024,16,3,5,268435456,-83630,28779883.0
8192,false,200000,lz4,16,1024,256,2,2,4,268435456,-84958,29761977.0
8192,false,40000,lz4,4,64,1,16,2,5,536870912,-86607,30744910.0
8192,false,80000,lz4,4,128,8,64,1,3,33554432,-77168,31726589.0
4096,false,80000,zstd,2,512,512,8,5,0,1073741824,-84639,32721916.0
32,false,0,zstd,16,64,512,32,7,6,1073741824,-78211,33714236.0
8192,false,240000,snappy,4,64,64,16,2,2,536870912,-87289,34695301.0
8192,false,200000,lz4,4,1024,64,1,2,4,536870912,-87379,35677285.0
32768,false,0,snappy,4,1,64,256,2,3,536870912,-80558,36659852.0
1024,false,0,snappy,1,8,128,64,3,0,1073741824,-88931,37643047.0
32,true,360000,zstd,32,1,32,32,6,6,8,-440,38761826.0
4,false,360000,snappy,1,64,2,4,4,0,1073741824,-86690,39748965.0
1024,false,360000,lz4,32,128,128,32,4,5,1073741824,-87387,40732033.0
16,false,0,lz4,2,256,1,64,2,0,16777216,-62677,41715630.0
8,false,0,zstd,4,8,16,64,3,0,1073741824,-77215,42708449.0
2048,false,0,snappy,1,0,128,64,7,3,536870912,-87961,43691241.0
16384,false,320000,snappy,1,64,64,64,2,2,536870912,-85627,44674605.0
2048,false,400000,snappy,1,128,128,32,7,2,536870912,-89082,45656894.0
128,false,120000,lz4,2,2,512,16,10,9,33554432,-38854,46642701.0
16,false,40000,snappy,4,64,1024,256,7,3,536870912,-81404,47626764.0
2048,false,160000,zstd,1,1,512,64,8,1,536870912,-82712,48610694.0
256,false,200000,snappy,1,32,128,4,3,2,1073741824,-88255,49593786.0
512,false,400000,snappy,1,128,32,8,7,2,536870912,-88107,50577098.0
2048,false,320000,snappy,1,4,64,8,0,6,1073741824,-90426,51559471.0
256,false,80000,snappy,1,2,1024,32,0,7,134217728,-78485,52542846.0
256,false,40000,snappy,2,1,128,256,10,0,536870912,-87140,53526246.0
8192,false,400000,lz4,2,0,128,16,4,11,1073741824,-89375,54508087.0
2048,false,200000,snappy,1,128,16,1,1,4,536870912,-89298,55491393.0
512,false,400000,snappy,1,0,128,128,10,10,268435456,-84664,56474330.0
2048,false,320000,lz4,1,4,128,32,0,6,134217728,-84776,57457330.0
4096,false,280000,zstd,8,4,1024,16,1,6,1073741824,-83016,58449995.0
8,false,160000,zstd,64,256,32,1,9,0,1024,-2964,59474113.0
8192,false,80000,snappy,256,0,64,2,5,8,16384,-18987,60463985.0
16,false,240000,snappy,1,64,16,1,6,6,1073741824,-84114,61467716.0
8,false,240000,snappy,8,64,128,1,1,0,1073741824,-84662,62467498.0
1024,false,200000,snappy,2,2,4,2,0,7,536870912,-87363,63449162.0
262144,true,40000,snappy,2,128,128,2,4,0,536870912,-54692,64431561.0
32,false,360000,snappy,16,2,64,1,0,0,1073741824,-82712,65425692.0
2048,false,40000,snappy,256,128,128,8,2,1,1073741824,-84825,66415023.0
32768,false,120000,snappy,8,64,128,128,10,8,16777216,-55274,67397707.0
4096,false,80000,zstd,1,64,64,4,8,9,536870912,-80732,68382194.0
4,false,120000,snappy,64,32,128,2,6,7,1073741824,-82927,69377070.0
1,false,200000,snappy,64,512,128,256,1,7,4194304,-38913,70360561.0
4,false,400000,lz4,8,512,32,8,9,5,536870912,-77938,71346251.0
256,false,40000,snappy,2,64,128,64,10,6,134217728,-79833,72332071.0
8192,false,320000,snappy,2,8,64,8,0,6,1073741824,-86017,73317111.0
2048,false,40000,snappy,1,256,8,2,10,3,536870912,-86858,74300438.0
16384,false,240000,zstd,16,0,16,1,3,0,536870912,-73259,75284314.0
128,false,160000,snappy,1,64,32,8,1,8,1073741824,-83924,76290827.0
256,false,160000,lz4,1,8,128,8,10,15,1073741824,-84484,77289685.0
8192,false,200000,lz4,64,2,64,8,1,15,134217728,-79362,78275098.0
1024,false,200000,snappy,32,128,512,1,2,2,16777216,-59295,79258183.0
64,false,200000,snappy,1,4,128,4,1,0,1073741824,-82868,80243684.0
4096,false,0,lz4,64,1,128,16,4,3,1073741824,-83577,81236065.0
4,false,40000,snappy,2,512,2,8,0,0,1073741824,-83734,82235715.0
1024,true,400000,snappy,256,512,32,16,1,8,4,-8087,83230764.0
1,false,120000,snappy,32,1024,64,2,7,1,1073741824,-82809,84224065.0
8,false,40000,zstd,2,64,1024,4,10,5,1073741824,-76234,85218706.0
2048,false,360000,zstd,256,256,2,4,4,7,1073741824,-82943,86213705.0
2048,false,400000,snappy,8,0,64,32,4,8,536870912,-86300,87196651.0
16384,false,400000,snappy,1,0,128,16,4,11,1073741824,-85544,88183171.0
2048,false,80000,snappy,16,2,64,1,10,4,1073741824,-86355,89167887.0
2048,false,40000,snappy,1,4,64,2,0,8,1073741824,-87427,90151742.0
4096,false,200000,lz4,2,16,512,8,4,10,536870912,-87444,91135387.0
1024,false,400000,lz4,32,256,128,32,2,3,1073741824,-85650,92123085.0
4096,false,80000,snappy,1,64,128,32,10,0,1073741824,-87672,93106655.0
8192,false,400000,snappy,8,0,128,16,4,6,1073741824,-85901,94090024.0
512,false,0,lz4,2,1024,16,128,10,10,536870912,-85586,95074969.0
4096,false,200000,lz4,32,4,512,2,3,9,1073741824,-83552,96064236.0
128,false,200000,lz4,1,8,256,8,2,3,1073741824,-82239,97050749.0
2048,false,0,snappy,1,1024,16,1,0,2,1073741824,-86366,98034715.0
8192,false,200000,lz4,1,8,1024,32,3,4,1073741824,-86676,99018732.0
