block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,0,32,1,1,10,67108864,-68717,1621416610830
1,false,160000,zstd,32,1024,16,16,0,5,131072,-1351,1621416610830
128,false,400000,snappy,32,1024,512,2,3,7,32,-10735,1621416610830
65536,false,320000,lz4,128,64,1,2,0,4,131072,-5155,1621416610830
2048,true,280000,lz4,64,512,8,8,3,9,33554432,-7403,1621416610830
524288,true,160000,lz4,1,256,64,8,1,8,134217728,-25347,1621416610830
524288,false,0,snappy,16,128,2,16,5,3,67108864,-8446,1621416610830
16384,true,40000,zstd,16,0,128,32,7,0,1073741824,-10917,1621416610830
4,false,80000,zstd,16,1,256,4,3,3,536870912,-73641,1621416610830
128,false,400000,zstd,32,128,1,8,0,0,256,-7861,1621416610830
2048,true,80000,lz4,256,8,32,1,9,3,1073741824,-8311,1621416610830
64,false,0,snappy,1,16,256,8,1,3,8388608,-48823,1621416610830
1,true,280000,lz4,8,0,1,256,2,10,256,-345,1621417882771
8,false,160000,lz4,8,1,1024,1,5,14,1,-812,1621419009724
512,true,0,lz4,64,256,256,32,3,6,536870912,-3635,1621420086278
32768,false,80000,zstd,16,4,64,2,9,7,1073741824,-50049,1621421161851
1,false,0,zstd,8,2,512,4,8,0,268435456,-73579,1621422243034
128,false,0,snappy,8,0,64,1,4,7,524288,-5129,1621423311586
64,false,120000,zstd,4,2,128,1,3,12,134217728,-67220,1621424371027
16,false,0,zstd,4,1,256,8,1,3,2097152,-4481,1621425465340
4,false,0,lz4,32,2,128,16,2,6,1073741824,-63632,1621426516869
4,false,200000,snappy,4,2,256,2,6,0,8388608,-32609,1621427566998
8,false,40000,snappy,64,0,256,1,7,2,134217728,-69541,1621428616045
64,false,40000,zstd,64,0,32,2,2,5,536870912,-72720,1621429675449
64,false,120000,zstd,32,1,16,4,1,2,268435456,-76113,1621430753122
32,false,0,zstd,8,1,64,2,9,5,268435456,-76460,1621431845651
1,false,0,zstd,8,2,1,2,10,2,268435456,-75414,1621432942327
1024,false,40000,snappy,2,2,64,2,9,5,268435456,-70995,1621433993767
128,false,0,zstd,8,1,16,2,9,5,268435456,-73956,1621435075507
128,false,120000,zstd,8,2,2,16,5,5,268435456,-74967,1621436164111
8,false,120000,zstd,16,2,2,64,4,5,268435456,-73246,1621437255898
512,false,0,zstd,8,1,2,32,6,1,67108864,-58162,1621438316155
32,false,320000,zstd,16,2,32,16,1,1,268435456,-81003,1621439404605
128,false,280000,snappy,16,1,4,4,1,14,268435456,-75974,1621440466768
4,false,360000,snappy,8,16,4,2,1,4,268435456,-76775,1621441527551
4,false,360000,lz4,8,16,4,2,1,0,268435456,-74541,1621442585979
8,false,320000,snappy,8,2,1024,16,1,1,268435456,-74910,1621443646477
