block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,write_buffer_size,Throughput,Timestamp
32,false,400000,zstd,16,8,4,2,0,4,268435456,-81137,1621444732062
131072,false,280000,snappy,64,1024,256,16,3,7,32768,-3243,1621445819219
128,false,400000,zstd,16,1,8,32,0,3,536870912,-73282,1621446892331
1,false,400000,zstd,8,64,16,4,0,4,268435456,-76459,1621447994972
64,false,360000,zstd,128,2,32,8,1,0,268435456,-77016,1621449096384
131072,true,400000,lz4,256,128,16,8,8,6,16777216,-6374,1621450157513
256,false,360000,snappy,128,16,64,16,1,0,268435456,-71335,1621451214424
16,false,280000,zstd,16,128,16,16,1,5,268435456,-75323,1621452303689
32,false,360000,zstd,32,128,32,2,1,4,268435456,-74950,1621453403471
32,false,400000,zstd,16,256,16,2,0,5,268435456,-75987,1621454501448
64,false,320000,snappy,8,512,8,16,0,5,268435456,-72663,1621455561609
32,false,320000,snappy,32,1,8,16,4,9,268435456,-71887,1621456629468
32,false,400000,zstd,16,1024,4,16,0,1,268435456,-77894,1621457739387
32,false,320000,zstd,16,1024,4,2,0,1,268435456,-76095,1621458864986
32,false,400000,lz4,16,8,1,16,1,3,268435456,-74183,1621459916075
32,false,200000,zstd,32,8,4,8,0,2,268435456,-77792,1621460993288
1,false,240000,zstd,8,64,1,16,0,4,268435456,-74290,1621462066291
32,false,80000,lz4,4,4,4,2,1,4,268435456,-67453,1621463115951
64,false,360000,lz4,4,32,128,2,5,8,4194304,-42355,1621464161248
32,false,400000,zstd,8,1024,16,16,1,1,67108864,-54614,1621465221957
32,false,160000,zstd,16,8,32,2,0,1,268435456,-75421,1621466296875
2048,false,320000,zstd,128,8,16,16,2,6,131072,-9662,1621467371536
32,false,320000,zstd,32,32,64,16,6,6,268435456,-75430,1621468455543
32,false,400000,zstd,128,1024,64,16,6,6,268435456,-64123,1621469537641
2048,true,160000,lz4,2,1024,4,32,1,2,8388608,-11232,1621470590467
32,false,0,zstd,8,128,2,16,5,3,134217728,-66201,1621471654526
32,false,400000,zstd,256,8,8,1,1,5,268435456,-73296,1621472736732
128,false,240000,snappy,16,64,4,2,1,9,268435456,-66999,1621473794364
32,false,280000,lz4,16,0,1024,16,1,2,1073741824,-61483,1621474850087
16384,false,360000,zstd,16,1,4,16,0,2,268435456,-46080,1621475900929
32,false,280000,zstd,16,2,256,16,0,4,268435456,-69805,1621476963633
1,false,400000,lz4,16,8,2,1,0,4,268435456,-70202,1621478019862
64,false,360000,zstd,64,0,32,16,1,0,268435456,-72336,1621479093117
8,false,80000,zstd,4,256,4,16,3,2,268435456,-73943,1621480165953
32,false,400000,zstd,16,1,8,8,1,0,268435456,-74819,1621481248193
1,false,320000,snappy,16,64,128,16,1,2,268435456,-75112,1621482302228
32,false,320000,zstd,32,128,4,16,0,1,268435456,-76553,1621483391560
16,false,0,snappy,16,16,256,2,1,5,268435456,-72407,1621484441059
2048,false,400000,lz4,16,1,4,2,1,3,268435456,-65074,1621485490356
512,false,320000,zstd,4,8,4,16,1,1,268435456,-69875,1621486542238
512,false,0,zstd,64,1,512,32,4,4,1024,-3416,1621487637536
128,false,120000,zstd,32,2,128,4,1,2,268435456,-73578,1621488705698
1,false,400000,snappy,16,256,1,256,1,5,268435456,-69545,1621489757934
32,false,400000,zstd,32,1024,4,16,0,1,268435456,-68569,1621490828702
32,false,400000,zstd,2,32,512,16,2,7,268435456,-79892,1621491895178
32,false,240000,zstd,2,512,1024,16,2,14,268435456,-77022,1621492978701
512,false,280000,snappy,1,16,2,2,6,4,268435456,-70053,1621494028825
8,false,120000,lz4,256,8,4,4,2,2,268435456,-71430,1621495083522
2048,false,120000,snappy,64,32,128,256,3,10,1048576,-21623,1621496137608
262144,false,40000,zstd,32,64,512,2,3,9,4096,-1421,1621497229517
32,false,320000,zstd,8,8,64,16,1,8,268435456,-76032,1621498329337
32,false,400000,zstd,1,64,512,128,2,3,536870912,-76941,1621499430782
1024,false,360000,snappy,2,256,1024,128,2,11,536870912,-69316,1621500486639
4,false,360000,zstd,2,16,4,16,1,0,268435456,-80312,1621501576994
16,false,80000,zstd,2,64,64,16,5,0,536870912,-78682,1621502687237
1,false,320000,zstd,2,4,8,8,6,1,536870912,-77178,1621503793536
16,false,160000,zstd,2,0,4,4,8,5,536870912,-77922,1621504919486
32,false,200000,zstd,32,2,1,16,0,2,536870912,-72025,1621505990489
512,false,120000,zstd,256,2,512,256,7,8,268435456,-70007,1621507061997
1,false,40000,zstd,2,1,1,4,8,11,268435456,-51113,1621508214092
16,false,400000,lz4,1,64,16,16,1,0,268435456,-80339,1621509275484
128,false,400000,zstd,128,16,2,8,0,3,268435456,-70432,1621510342512
128,false,400000,zstd,128,16,2,8,0,3,268435456,-70432,1621510342512
