block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,write_buffer_size,Throughput,Timestamp
1024,false,40000,snappy,1,16,128,4,8,1,67108864,-158511,47306040
2048,false,320000,snappy,1,64,512,2,8,1,67108864,-147653,48303809
1024,false,0,snappy,1,32,256,8,9,1,67108864,-155726,49301472
1024,true,80000,snappy,1,16,64,256,7,1,67108864,-3376,50325767
4096,false,40000,snappy,1,16,1024,8,8,1,268435456,-153034,51324295
1024,false,80000,snappy,1,16,128,16,8,1,67108864,-153248,52323747
65536,false,40000,snappy,1,32,8,2,10,1,67108864,-66396,53321296
64,false,40000,snappy,1,16,256,4,8,1,67108864,-131472,54320832
32,false,0,zstd,16,256,128,4,8,0,16384,-16150,55342260
2048,false,320000,snappy,2,16,128,2,8,1,67108864,-136613,56340873
1024,false,320000,snappy,1,16,16,256,7,1,33554432,-146095,57338936
4096,false,320000,snappy,1,8,128,64,8,1,67108864,-147534,58337843
1024,false,40000,snappy,1,32,8,4,10,1,67108864,-157429,59336905
2048,false,40000,snappy,1,16,1,4,9,10,33554432,-140142,60334711
1024,false,40000,snappy,1,32,8,1,10,1,67108864,-154028,61333548
1024,false,40000,snappy,1,16,256,1,9,2,67108864,-155466,62333734
1024,false,40000,snappy,1,32,1,4,3,1,67108864,-154691,63331642
4096,false,200000,snappy,1,16,512,1,1,1,67108864,-148372,64330124
1024,false,40000,snappy,1,32,1,16,8,3,134217728,-162452,65329273
1024,false,40000,snappy,1,32,1,32,8,3,134217728,-162159,66329319
8192,false,200000,zstd,16,1,1,2,3,1,2048,-10141,67340932
128,false,40000,zstd,128,4,1,2,0,0,67108864,-64055,68348723
4096,false,200000,zstd,64,64,128,4,2,3,262144,-11332,69354266
4096,true,320000,zstd,128,1024,2,256,1,0,536870912,-3161,70364018
1024,false,120000,snappy,1,32,8,16,5,5,134217728,-162082,71363663
8192,false,0,snappy,1,256,1024,32,5,3,134217728,-139791,72361585
1024,false,40000,snappy,1,32,1,64,8,5,16777216,-131997,73361874
1024,false,40000,snappy,1,1024,16,32,6,6,134217728,-161329,74361419
1024,false,40000,snappy,1,256,64,16,0,4,134217728,-164159,75359086
1024,false,120000,snappy,1,16,8,256,1,7,134217728,-161202,76358685
1024,false,360000,snappy,1,64,64,16,0,7,134217728,-162434,77359563
512,false,360000,snappy,2,16,1024,8,8,5,134217728,-147133,78358239
1024,false,360000,snappy,2,64,64,16,0,7,134217728,-148037,79356999
16384,false,0,snappy,128,32,4,256,9,9,65536,-15135,80366477
8192,false,280000,snappy,1,128,64,16,7,5,134217728,-140435,81364556
512,false,40000,snappy,1,1024,64,16,6,6,134217728,-156600,82364276
1024,false,120000,snappy,1,256,4,16,9,9,268435456,-163350,83364044
1024,false,40000,zstd,1,256,32,16,0,4,268435456,-133304,84364978
1024,false,280000,snappy,1,32,16,16,8,13,268435456,-166829,85367503
8192,false,280000,snappy,2,16,8,256,6,9,134217728,-122468,86367519
16384,false,400000,snappy,4,1024,2,32,3,1,2048,-50095,87372176
1024,false,360000,snappy,1,32,16,64,8,13,268435456,-168837,88370887
1024,false,240000,snappy,1,0,1,16,7,7,268435456,-163748,89369363
256,false,120000,snappy,2,8,2,1,6,10,268435456,-156371,90368163
1024,false,120000,snappy,1,1,16,64,8,13,268435456,-167311,91370216
4096,false,160000,snappy,1,4,4,2,5,13,134217728,-152264,92367936
1024,false,280000,snappy,1,1,512,64,10,12,268435456,-166344,93366653
1024,false,280000,snappy,1,0,512,64,10,12,268435456,-166552,94364136
256,false,360000,snappy,1,32,16,16,8,13,268435456,-161845,95362543
8192,false,40000,snappy,2,4,2,4,4,14,268435456,-127474,96360510
4,true,40000,zstd,1,1,1024,8,9,4,268435456,-172,97561200
128,false,40000,snappy,1,16,512,256,10,14,268435456,-155183,98561594
16,false,360000,snappy,1,1024,512,16,3,14,268435456,-155674,99561974
4,false,200000,snappy,1,512,512,256,7,5,268435456,-155810,100563061
4096,false,160000,snappy,1,0,512,16,5,11,33554432,-139492,101560932
