block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,0,32,1,1,10,67108864,-80391,983971
1,false,80000,zstd,256,1024,1,8,5,8,1048576,-14384,1980349
8,true,80000,snappy,4,4,16,4,5,3,16,-328,3163345
8,true,360000,zstd,1,1,1024,8,2,7,1,-216,4299724
4096,true,80000,lz4,2,16,64,128,9,0,67108864,-38145,5281910
512,false,280000,lz4,256,4,8,8,4,6,4096,-15113,6274683
8,false,320000,zstd,4,64,512,2,6,5,128,-7561,7299026
131072,true,0,zstd,32,256,1024,64,1,0,33554432,-13511,8284627
4,true,360000,snappy,64,16,256,256,0,8,4096,-1591,9298774
1,true,0,zstd,256,2,4,32,6,1,134217728,-2918,10312412
65536,true,0,snappy,16,128,64,16,5,7,8,-21660,11302197
512,true,320000,snappy,16,1,512,2,6,8,131072,-2728,12297622
16,true,80000,snappy,8,0,512,2,6,9,32768,-509,13379964
1,true,80000,snappy,2,16,1,1,8,15,131072,-828,14429742
4096,false,40000,snappy,2,16,16,16,3,10,67108864,-82543,15412313
2048,false,200000,snappy,1,1024,32,8,2,12,1073741824,-89146,16395286
2048,false,120000,snappy,2,64,32,4,7,13,65536,-40582,17385106
1024,true,80000,snappy,2,16,16,16,3,10,67108864,-14430,18369865
2048,false,40000,snappy,64,512,16,1,9,15,16777216,-57947,19350709
32768,false,40000,snappy,128,256,1,16,3,10,536870912,-79998,20334951
2048,false,160000,snappy,64,256,1,8,3,11,33554432,-69345,21318491
8192,false,200000,zstd,1,16,16,4,3,9,1073741824,-82034,22303217
2048,false,200000,snappy,1,1024,32,8,2,8,1073741824,-87680,23286389
16,false,160000,zstd,1,1024,4,4,2,12,268435456,-72878,24294182
2048,false,360000,zstd,1,1024,8,1,4,5,1073741824,-84955,25292350
2048,false,200000,snappy,1,1024,256,8,2,12,1073741824,-88772,26275534
1024,false,360000,snappy,1,1024,32,1,3,5,67108864,-78542,27259157
8,false,240000,snappy,4,1,8,8,2,11,1073741824,-84158,28262990
1024,false,320000,snappy,1,128,1024,32,5,7,1073741824,-88607,29247435
262144,false,240000,snappy,1,128,512,256,10,15,1073741824,-63696,30230746
32768,false,120000,snappy,1,64,1024,128,4,3,1073741824,-83902,31217223
1024,false,320000,snappy,1,128,1024,32,5,2,1073741824,-88121,32200050
256,false,80000,snappy,2,512,64,64,5,1,1073741824,-86260,33186378
8192,false,200000,zstd,2,256,32,16,4,11,1073741824,-81567,34170797
8,false,240000,lz4,1,128,256,8,3,7,1073741824,-84539,35177339
8192,true,200000,zstd,2,32,16,8,0,8,2048,-21508,36167332
2048,false,200000,snappy,256,128,128,64,3,6,1073741824,-85737,37151311
512,false,200000,snappy,1,64,256,8,2,12,1073741824,-87858,38135704
2048,false,320000,snappy,256,256,16,8,2,5,1073741824,-86665,39118958
64,false,0,lz4,256,2,8,1,2,12,1073741824,-79232,40103486
1,false,320000,snappy,1,128,32,8,2,9,1073741824,-82599,41099535
1024,false,320000,snappy,1,32,1024,32,5,7,1073741824,-85374,42086871
1,false,240000,zstd,256,32,8,32,5,14,1073741824,-74303,43082944
2048,false,200000,snappy,1,1024,8,8,2,8,1073741824,-85165,44070769
512,false,280000,lz4,4,1024,512,16,1,2,67108864,-78310,45056380
131072,false,280000,snappy,16,16,32,64,4,12,1073741824,-69071,46042120
16384,true,0,lz4,16,256,256,64,5,0,1073741824,-40877,47025490
256,false,120000,snappy,256,1024,32,32,5,6,1073741824,-82342,48011586
1024,false,160000,zstd,1,512,256,64,2,5,33554432,-67438,48998922
1,false,200000,lz4,64,64,1024,8,5,6,1073741824,-80353,49986668
2048,false,320000,zstd,1,128,64,8,6,7,1073741824,-81087,50974720
512,false,240000,snappy,1,64,1024,8,6,12,1073741824,-84293,51970727
16,false,200000,snappy,16,256,256,4,6,0,1073741824,-80290,52957383
524288,false,80000,zstd,2,1,2,64,7,5,8388608,-12363,53942981
512,false,320000,snappy,256,256,1,8,2,1,1073741824,-82377,54929215
1024,false,320000,snappy,1,8,1024,32,5,7,1073741824,-84822,55918484
4,false,320000,snappy,16,8,64,32,6,13,1073741824,-80175,56905510
1024,false,200000,snappy,1,128,1024,32,7,4,1073741824,-84743,57896241
2048,false,200000,lz4,1,512,2,8,4,12,1073741824,-85381,58882833
1024,false,320000,snappy,2,16,256,128,2,3,1073741824,-85140,59871514
524288,false,0,lz4,1,1024,64,8,5,0,1073741824,-54814,60857477
2048,false,360000,lz4,8,4,8,8,6,2,1073741824,-83437,61851626
8192,false,80000,zstd,8,1,4,4,3,1,1073741824,-78099,62837856
512,true,200000,snappy,1,1024,256,8,2,12,1073741824,-13295,63826846
8,false,200000,zstd,1,16,64,4,3,10,1073741824,-73805,64822215
2048,false,200000,lz4,1,1024,1,8,2,12,1073741824,-84216,65816381
128,true,320000,snappy,32,2,2,128,9,0,2097152,-2293,66820512
512,false,200000,snappy,2,8,128,64,9,0,1073741824,-84645,67814333
1024,false,320000,lz4,1,512,32,8,5,8,1073741824,-85229,68800919
2048,false,360000,snappy,1,2,32,16,2,10,1073741824,-85301,69787313
1024,false,320000,zstd,256,1024,16,2,4,8,536870912,-79103,70774653
524288,false,200000,snappy,1,128,16,8,1,6,1073741824,-49908,71761222
128,false,40000,zstd,2,512,1024,1,7,5,1073741824,-73916,72757023
2048,false,200000,snappy,1,1,32,8,5,12,1073741824,-85156,73743965
1024,false,360000,zstd,1,2,2,8,3,8,16777216,-12059,74750310
16,false,80000,lz4,1,32,16,16,2,4,1073741824,-81143,75737327
2048,false,200000,zstd,1,512,1024,8,9,5,1073741824,-82087,76724251
64,false,320000,snappy,1,128,128,16,4,1,134217728,-72852,77714942
8192,false,360000,zstd,1,4,64,1,9,9,1073741824,-80218,78701046
4096,false,200000,zstd,1,1024,2,4,8,2,1073741824,-81185,79688703
4096,false,0,zstd,64,2,8,8,9,3,67108864,-58623,80675670
512,false,160000,snappy,1,64,16,8,1,7,1073741824,-84486,81669707
1,false,120000,snappy,2,128,64,2,3,0,1073741824,-82261,82657435
4,false,80000,snappy,2,1024,128,64,2,5,1073741824,-81943,83644604
32768,false,200000,snappy,1,0,2,128,2,0,1073741824,-80156,84630421
1024,false,80000,snappy,2,16,4,8,4,2,1073741824,-84731,85621464
2048,false,0,snappy,1,1024,64,64,5,1,1073741824,-84283,86614306
16,true,400000,zstd,8,1024,128,8,9,3,32,-1144,87639467
1024,false,240000,snappy,2,1024,8,32,1,8,1073741824,-84828,88629866
2048,false,80000,snappy,1,1,1,8,2,13,1073741824,-82628,89614803
64,false,160000,zstd,64,8,32,8,0,9,128,-1467,90651881
16384,false,160000,zstd,64,16,4,4,7,5,131072,-10083,91652277
32768,false,200000,zstd,1,512,8,64,2,2,536870912,-69281,92643289
4096,false,200000,snappy,1,1024,64,16,0,3,1073741824,-84534,93633186
1024,false,360000,zstd,1,32,8,4,4,0,67108864,-68051,94622054
2048,false,80000,zstd,32,8,16,2,4,13,1073741824,-80095,95609426
1024,false,400000,snappy,2,64,256,4,1,8,1073741824,-84508,96602089
256,true,320000,zstd,8,16,32,32,3,9,1,-820,97655897
2048,false,120000,snappy,64,8,16,32,1,2,1073741824,-82744,98641469
256,false,200000,snappy,1,1,256,8,2,13,1073741824,-83615,99646589
