block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,0,32,1,1,10,67108864,-104410,1002180
131072,true,0,zstd,8,64,512,8,8,1,8,-2307,2026160
524288,true,120000,zstd,16,1,1024,2,8,2,4194304,-2223,3049798
16,true,360000,lz4,16,4,64,64,8,10,65536,-336,4295377
4096,false,320000,lz4,256,16,64,1,1,6,4,-7782,5304897
1024,false,80000,lz4,16,16,2,2,3,4,4,-15446,6315348
32768,true,240000,snappy,64,2,4,256,0,10,536870912,-5676,7324144
1,false,40000,lz4,256,128,256,1,3,9,512,-7138,8345032
1024,true,40000,zstd,64,1024,16,32,3,0,8,-733,9370890
128,false,80000,zstd,1,8,32,32,3,9,1,-7070,10413919
8192,false,400000,snappy,16,1024,1,32,4,1,16,-40154,11420699
32768,true,400000,snappy,128,128,8,4,5,5,524288,-6801,12433606
16,true,0,snappy,32,0,16,2,3,13,33554432,-346,13605792
32,false,40000,zstd,2,0,16,1,6,7,134217728,-115777,14615540
64,false,80000,zstd,1,0,1024,1,3,11,1073741824,-149144,15627977
16,false,200000,zstd,4,128,256,64,6,9,512,-19617,16651647
8,false,0,zstd,1,0,2,1,6,9,134217728,-113772,17662729
16,false,240000,snappy,32,0,1,1,0,0,268435456,-103228,18664210
64,false,80000,zstd,1,2,1024,1,3,11,1073741824,-147030,19677668
1024,true,120000,zstd,4,0,1024,1,2,14,1073741824,-1317,20726122
128,false,0,zstd,1,0,1024,1,3,11,67108864,-88078,21736378
64,false,120000,zstd,4,2,1024,1,3,11,1073741824,-90649,22746736
8,false,80000,zstd,2,0,16,8,6,13,1073741824,-146593,23759363
4096,false,80000,lz4,128,1,32,1,0,7,8,-20709,24768214
16,false,80000,zstd,2,128,8,128,8,8,1073741824,-147776,25780330
8,false,80000,snappy,2,512,2,4,10,12,1073741824,-164074,26782686
131072,false,120000,zstd,128,4,16,128,3,5,524288,-2196,27806384
128,false,80000,zstd,2,32,4,4,10,5,1073741824,-149310,28816288
2048,false,0,snappy,2,16,2,64,8,2,1073741824,-159737,29819358
512,false,0,snappy,128,32,2,64,4,11,1073741824,-91957,30821907
16,false,80000,snappy,1,512,1,64,10,6,1073741824,-165766,31825322
1,false,120000,snappy,1,256,2,8,8,10,1073741824,-167193,32826438
1024,false,240000,snappy,2,256,1024,1,2,10,1073741824,-166843,33829988
4,false,80000,snappy,1,8,4,2,10,10,536870912,-160140,34834085
512,false,120000,snappy,2,1024,1,1,8,14,1073741824,-167040,35834594
32768,false,120000,snappy,1,256,1,256,8,15,536870912,-103399,36835001
512,true,160000,snappy,1,64,4,16,8,5,1073741824,-2140,37884622
32,false,120000,snappy,1,512,2,16,5,8,67108864,-127938,38886579
1024,false,120000,snappy,2,256,1,16,8,11,1073741824,-169314,39887637
1024,false,120000,lz4,2,256,1,16,8,11,1073741824,-168113,40886144
1024,false,160000,snappy,2,256,1,16,8,11,1073741824,-170894,41887032
131072,false,120000,lz4,2,256,1,128,7,9,1073741824,-54885,42888232
1024,false,160000,snappy,2,256,1,16,8,9,1073741824,-169456,43887501
1024,false,160000,snappy,1,256,1,16,8,11,1073741824,-168133,44888357
1024,false,160000,snappy,4,256,1,16,8,11,1073741824,-92347,45893186
1024,false,80000,snappy,1,128,64,32,1,8,536870912,-163975,46892273
1024,false,160000,lz4,1,256,1024,32,7,11,536870912,-163085,47893600
2048,false,120000,snappy,2,128,1,64,3,9,1073741824,-162017,48893562
2048,false,160000,lz4,2,256,1,16,8,11,1073741824,-161082,49893392
1024,false,160000,snappy,2,64,1,16,8,11,1073741824,-168900,50898739
512,false,200000,lz4,2,256,1,128,8,12,1073741824,-168907,51899738
131072,true,280000,snappy,2,64,16,256,8,1,64,-8475,52909736
1024,false,240000,snappy,2,8,1,16,8,10,1073741824,-170770,53909395
1024,false,240000,snappy,2,8,1,32,8,10,1073741824,-169143,54910126
4096,false,120000,lz4,2,256,2,16,8,9,1073741824,-154930,55912220
1024,false,280000,snappy,2,8,1,16,8,10,1073741824,-168242,56912887
4,false,200000,snappy,2,4,4,256,3,12,1073741824,-166578,57914453
512,false,160000,lz4,2,64,1,16,7,5,1073741824,-168032,58914843
1024,false,240000,snappy,2,2,1,16,8,10,1073741824,-165989,59916075
1024,false,280000,zstd,1,8,1,16,8,10,1073741824,-136057,60922366
1024,false,160000,snappy,2,8,1,16,7,10,1073741824,-166665,61923819
512,false,240000,lz4,2,32,1,128,6,1,1073741824,-167472,62926681
1024,false,160000,snappy,2,256,1,128,8,12,1073741824,-165887,63928599
1024,false,120000,snappy,2,256,1,128,8,8,1073741824,-167419,64928840
8192,false,120000,snappy,1,16,16,4,1,10,536870912,-141455,65930560
32,false,200000,snappy,1,16,512,16,0,11,1073741824,-162946,66932048
512,false,200000,lz4,2,32,1,256,8,9,1073741824,-167341,67934730
1024,false,40000,snappy,2,256,1,16,8,15,1073741824,-166266,68939986
8192,false,160000,lz4,2,16,256,4,7,11,1073741824,-143604,69941212
512,true,360000,zstd,256,2,2,1,8,0,512,-416,70977801
32768,true,240000,snappy,256,1,512,256,6,4,256,-3028,72028288
512,false,200000,lz4,2,256,1,128,7,8,1073741824,-166428,73032015
16384,false,120000,lz4,1,64,1,16,4,12,1073741824,-126058,74035041
1024,false,0,snappy,2,256,16,16,8,10,1073741824,-166581,75037177
1024,false,120000,snappy,2,1024,1,16,7,11,1073741824,-166796,76041725
1024,false,200000,snappy,2,256,1,16,8,11,268435456,-149176,77043152
128,false,80000,zstd,1,1024,4,256,6,10,1073741824,-146415,78059182
1024,false,120000,lz4,2,64,1,16,8,11,1073741824,-165021,79060677
1024,false,160000,lz4,2,32,1,8,8,7,33554432,-133793,80058520
1,false,200000,lz4,2,64,1,16,7,13,33554432,-107933,81059802
1024,false,240000,snappy,1,8,1,32,8,10,1073741824,-176391,82056614
4096,false,240000,snappy,1,8,1,128,4,2,1073741824,-164477,83054701
64,false,80000,snappy,1,4,2,32,9,6,134217728,-145291,84053146
16,true,80000,zstd,2,2,1024,32,7,8,1,-157,85386556
512,false,120000,lz4,2,256,1,128,8,12,1073741824,-175650,86385685
512,false,240000,snappy,1,4,256,32,5,0,1073741824,-178048,87383268
512,false,320000,snappy,1,4,1,256,5,0,1073741824,-177277,88381249
1,false,120000,snappy,2,256,32,256,8,13,134217728,-138215,89380875
1,false,320000,lz4,1,2,16,32,0,0,1073741824,-170368,90378605
512,false,240000,snappy,1,1,256,32,5,0,536870912,-171370,91376180
1,false,40000,snappy,2,512,1,128,4,0,1073741824,-170552,92376256
512,false,240000,snappy,1,0,256,32,5,0,536870912,-171932,93373661
1024,false,240000,lz4,1,256,1,32,2,5,1073741824,-173231,94370512
8,false,240000,snappy,1,16,512,8,8,11,16777216,-88392,95368787
512,false,320000,snappy,1,4,1,256,4,0,1073741824,-177030,96366355
128,false,280000,lz4,1,4,256,32,5,0,268435456,-152570,97365031
512,false,360000,snappy,1,4,1,256,5,0,1073741824,-177292,98363268
512,false,320000,snappy,1,4,256,8,5,0,1073741824,-176746,99362055
1024,false,320000,snappy,1,4,256,1,6,0,1073741824,-173668,100359262
128,false,120000,lz4,2,256,1,128,8,12,1073741824,-169380,101359407
