block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,0,32,1,1,10,67108864,-65668,1003033
128,false,40000,lz4,2,1024,256,4,9,9,16777216,-53719,2002509
32,false,0,lz4,128,512,128,1,6,1,33554432,-45371,3004305
262144,false,40000,snappy,4,8,64,32,3,10,134217728,-24742,4006802
256,false,40000,zstd,1,1024,128,4,4,8,256,-9066,5040417
8192,true,120000,lz4,32,0,64,8,5,10,67108864,-10075,6044777
131072,false,240000,lz4,1,0,4,64,4,5,33554432,-44819,7043639
2048,false,280000,snappy,16,16,4,128,0,1,2097152,-38604,8039934
4096,false,0,lz4,256,0,8,256,2,5,16777216,-35324,9034700
65536,false,80000,zstd,1,1024,32,256,4,10,65536,-5981,10058028
16,true,80000,snappy,128,1024,1024,2,1,5,16777216,-570,11161263
1,false,40000,snappy,8,256,1024,256,2,1,16777216,-46086,12162382
32,false,360000,snappy,1,2,256,1,4,12,67108864,-68466,13168441
4,false,360000,zstd,32,8,4,1,9,13,33554432,-39477,14183134
1,false,360000,lz4,2,1,2,1,4,15,64,-192,15404251
8,false,360000,snappy,1,8,256,1,1,15,536870912,-67669,16403353
1024,false,120000,snappy,2,2,1024,1,6,6,1048576,-7483,17408512
256,false,320000,snappy,1,0,1024,1,3,7,134217728,-80041,18407292
16384,false,400000,snappy,2,1024,64,4,2,9,1073741824,-62170,19404132
1,false,320000,snappy,1,0,1024,4,4,7,268435456,-72576,20401140
8,true,240000,snappy,1,0,1024,4,5,8,1073741824,-567,21488452
512,false,320000,snappy,1,0,1024,32,8,2,8388608,-21220,22491711
4,false,320000,snappy,1,8,1024,32,10,7,134217728,-74686,23494810
64,false,280000,zstd,1,2,1024,1,4,8,67108864,-34454,24507875
1,false,160000,snappy,128,1024,4,1,6,7,268435456,-61405,25517326
1,false,320000,snappy,1,0,1024,4,4,2,268435456,-71678,26516896
64,false,400000,snappy,1,1,1,2,5,5,67108864,-43639,27528279
32768,false,360000,snappy,32,1,1024,4,3,9,536870912,-50880,28527601
512,false,360000,snappy,32,32,2,1,4,9,512,-5329,29545223
512,false,320000,snappy,1,0,1024,16,10,7,268435456,-68121,30545100
32,false,320000,snappy,1,8,1024,1,1,5,1073741824,-66412,31544334
256,false,320000,snappy,8,0,1024,32,3,8,134217728,-66100,32544749
1,false,320000,snappy,1,0,2,1,4,5,134217728,-76155,33545735
256,false,320000,snappy,1,0,1024,1,3,3,134217728,-74012,34545605
256,true,320000,snappy,1,0,1024,1,3,3,134217728,-1677,35587149
128,false,320000,snappy,2,0,16,8,10,6,67108864,-72760,36585359
32,false,320000,snappy,1,0,256,1,3,7,16777216,-24845,37585265
256,false,320000,snappy,4,16,64,1,8,1,134217728,-67671,38585148
256,false,320000,snappy,1,0,1024,1,3,7,67108864,-79042,39583751
512,false,320000,snappy,2,0,4,2,10,6,67108864,-73815,40581066
1,false,320000,lz4,1,0,1024,1,3,7,67108864,-57590,41579399
1,false,320000,snappy,1,0,2,1,4,5,33554432,-38296,42575869
256,false,320000,snappy,1,0,2,1,2,6,67108864,-68067,43575006
1,true,40000,lz4,2,256,8,32,6,1,1024,-611,44623775
256,false,240000,snappy,1,0,1024,1,3,7,67108864,-78353,45622401
1,false,280000,snappy,2,0,32,1,3,7,67108864,-76355,46620878
512,false,320000,snappy,1,0,1024,1,4,7,134217728,-77060,47616741
262144,false,240000,snappy,1,0,64,1,8,7,134217728,-35182,48614602
128,false,120000,snappy,2,0,128,1,6,0,134217728,-72459,49613148
256,false,120000,snappy,1,2,1024,64,3,7,67108864,-82024,50613230
256,false,40000,snappy,1,2,1024,64,3,7,67108864,-82234,51610272
4096,false,120000,snappy,1,0,1024,64,3,7,67108864,-76291,52605541
8192,false,120000,snappy,1,1,1024,64,3,7,67108864,-73308,53602745
256,false,40000,snappy,1,2,256,64,3,7,67108864,-82016,54601340
256,true,0,zstd,16,16,16,32,1,10,256,-262,55815820
1024,false,40000,snappy,2,2,1024,64,3,7,67108864,-70402,56818548
4,false,240000,snappy,4,2,2,16,3,3,134217728,-58303,57817760
32,false,280000,snappy,1,16,2,64,4,7,67108864,-75933,58817538
512,false,40000,snappy,1,2,256,64,4,1,67108864,-85212,59815469
512,false,160000,snappy,1,128,128,64,4,6,67108864,-84624,60813121
512,false,280000,snappy,1,4,128,64,5,5,67108864,-85083,61808839
512,false,240000,snappy,1,2,128,64,8,13,268435456,-68638,62807522
512,false,280000,snappy,1,4,32,64,5,5,67108864,-79571,63805906
256,false,320000,snappy,1,2,2,128,6,12,67108864,-77272,64806476
512,false,280000,snappy,1,0,512,64,5,0,67108864,-78390,65806748
4,false,400000,lz4,8,64,8,32,1,7,1048576,-29398,66806519
512,false,280000,lz4,1,4,128,64,5,5,67108864,-84673,67803898
512,false,320000,lz4,64,2,128,128,4,6,1073741824,-57248,68802472
512,false,40000,snappy,1,2,256,32,3,1,67108864,-81035,69801977
512,false,120000,lz4,1,4,256,32,4,1,67108864,-82563,70801361
1,false,240000,snappy,1,4,128,128,6,14,67108864,-74193,71800343
256,false,240000,lz4,1,0,128,32,1,10,67108864,-72855,72799756
512,false,80000,snappy,1,2,128,64,5,8,67108864,-83538,73796504
1024,false,160000,lz4,1,8,128,64,10,2,67108864,-80629,74795397
8192,false,40000,snappy,4,0,64,4,7,2,128,-1419,75840481
16384,false,0,snappy,1,32,512,32,1,1,67108864,-65536,76840525
16,false,280000,snappy,64,1,1,128,3,4,4,-6000,77868300
256,false,240000,snappy,32,512,64,256,4,5,2097152,-18787,78866508
512,false,280000,lz4,1,128,32,64,3,15,67108864,-85108,79864020
512,false,40000,lz4,2,0,2,32,5,7,67108864,-59180,80861017
512,false,160000,lz4,1,1024,128,64,4,4,67108864,-87617,81858977
512,false,160000,lz4,1,1024,128,256,4,4,67108864,-86466,82855482
512,false,160000,zstd,1,1024,128,64,4,4,67108864,-69290,83858171
128,false,120000,lz4,1,1024,64,256,4,4,67108864,-71648,84858827
512,false,360000,lz4,1,4,128,64,4,0,67108864,-85021,85857516
256,false,160000,snappy,1,2,128,32,4,0,67108864,-81646,86856389
8192,false,160000,lz4,1,64,32,256,5,1,67108864,-74862,87854350
512,false,360000,lz4,1,1,128,64,3,0,67108864,-81868,88855248
512,false,280000,snappy,1,256,128,32,5,2,67108864,-80694,89855141
512,false,200000,lz4,1,2,128,32,5,11,67108864,-84851,90855821
1,true,40000,snappy,64,1024,16,128,5,9,2048,-469,91986026
8192,false,40000,lz4,1,1,512,32,5,10,134217728,-68251,92985866
