block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,write_buffer_size,Throughput,Timestamp
256,false,160000,snappy,1,16,1,4,8,14,536870912,-109533,60102567.0
4,false,40000,snappy,1,16,1,8,10,13,536870912,-106117,61084429.0
524288,false,280000,zstd,16,256,128,8,6,3,32768,-1341,62124553.0
8,false,280000,lz4,1,256,1,16,2,5,536870912,-106813,63104404.0
512,false,320000,zstd,1,1024,1,4,2,13,536870912,-106249,64085739.0
256,false,120000,snappy,2,32,1024,8,7,9,536870912,-111404,65065209.0
32768,true,200000,zstd,128,2,1,16,0,2,33554432,-8263,66047389.0
512,false,320000,snappy,1,1024,1,4,2,5,536870912,-113329,67027361.0
16,false,40000,lz4,1,32,4,8,3,9,536870912,-106511,68008686.0
512,false,360000,snappy,2,256,8,4,0,6,536870912,-110941,68988435.0
64,false,80000,lz4,2,32,4,8,3,5,1073741824,-112998,69969605.0
64,false,0,lz4,2,32,2,8,6,5,536870912,-104579,70950687.0
128,false,0,snappy,1,64,8,4,2,5,1073741824,-112927,71931377.0
64,false,80000,snappy,1,4,8,4,6,4,1073741824,-113188,72913678.0
256,false,0,snappy,1,32,1,64,5,14,1073741824,-114885,73894060.0
256,false,120000,lz4,1,128,4,64,10,9,1073741824,-116240,74873973.0
512,false,0,snappy,1,8,1,256,9,15,1073741824,-116395,75854649.0
256,false,0,snappy,1,1,256,256,1,15,1073741824,-115862,76833978.0
256,false,120000,snappy,1,4,4,32,9,1,1073741824,-116039,77813906.0
32768,false,40000,lz4,1,1024,256,32,7,11,1073741824,-93714,78792936.0
256,false,280000,snappy,4,1024,64,256,6,8,4194304,-60638,79770416.0
512,false,0,snappy,1,2,1,256,9,15,1073741824,-113918,80750514.0
512,false,320000,snappy,1,1024,1,4,2,5,67108864,-94693,81731492.0
512,false,0,snappy,1,16,4,256,5,8,1073741824,-115095,82712426.0
256,false,200000,snappy,2,1,4,4,1,15,1073741824,-115128,83693152.0
512,false,80000,zstd,1,128,256,128,10,9,1073741824,-108598,84676994.0
256,false,160000,lz4,2,64,1024,2,2,15,1073741824,-113762,85658946.0
1024,false,120000,snappy,1,1,64,64,6,4,1073741824,-114567,86639937.0
512,false,120000,snappy,32,0,64,256,8,0,1073741824,-97411,87621272.0
1024,false,160000,snappy,1,8,2,32,0,0,1073741824,-115166,88602132.0
2048,false,0,lz4,2,8,1,32,9,15,1073741824,-112830,89582063.0
512,false,160000,lz4,256,1,256,1,3,12,536870912,-98689,90565867.0
1,true,160000,zstd,32,0,2,1,6,2,8,-218,91966552.0
256,false,40000,zstd,1,16,512,256,1,15,1073741824,-107122,92968718.0
256,false,120000,snappy,2,8,4,2,1,15,1073741824,-111972,93950476.0
1024,false,240000,lz4,1,1,1,8,1,10,1073741824,-110409,94932380.0
1,false,200000,lz4,64,512,8,16,6,9,2097152,-13881,95915135.0
65536,false,360000,lz4,1,8,8,256,2,11,1073741824,-76996,96896138.0
8,false,160000,lz4,16,512,256,32,8,15,1073741824,-96389,97877934.0
256,false,160000,lz4,64,128,256,128,6,0,512,-14554,98866768.0
