block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,0,32,1,1,10,67108864,-78747,980885
16384,true,120000,zstd,4,1024,1024,1,5,5,262144,-3332,1979182
262144,false,160000,snappy,128,32,1,64,8,4,8388608,-3800,2969123
8,true,200000,lz4,2,32,1024,64,3,1,16777216,-1605,4000588
512,true,360000,snappy,8,128,8,256,1,4,65536,-1860,5014216
64,true,120000,snappy,32,4,64,2,9,6,262144,-582,6078644
128,true,400000,lz4,16,512,32,8,2,2,16384,-661,7145190
4,false,240000,snappy,2,16,16,32,3,7,4096,-14062,8143068
256,false,160000,zstd,16,8,512,4,6,6,1,-834,9216328
128,true,240000,zstd,1,256,32,256,6,8,1073741824,-341,10428593
16,true,200000,snappy,128,256,2,256,5,10,131072,-599,11470912
8,true,320000,lz4,256,1024,512,4,7,1,256,-737,12554336
32768,false,240000,zstd,2,4,64,64,1,7,1024,-571,13621676
524288,false,80000,snappy,1,0,1,1,1,8,2097152,-7982,14608643
1,true,0,zstd,8,0,32,1,1,10,16777216,-312,15619153
4,false,0,zstd,128,0,2,4,4,10,536870912,-83042,16618257
1,true,0,snappy,2,2,32,16,1,14,268435456,-645,17701420
1,false,40000,snappy,64,0,1024,32,2,13,1073741824,-90336,18685126
256,false,40000,lz4,64,0,256,2,6,8,67108864,-70922,19667678
16,true,80000,zstd,16,256,128,64,6,10,65536,-296,20735143
1024,false,0,snappy,4,0,32,1,1,10,67108864,-84255,21717576
32768,false,40000,snappy,16,1,512,128,1,11,268435456,-61494,22698351
4096,false,80000,snappy,1,0,4,8,1,10,536870912,-105863,23679880
512,false,80000,zstd,1,1,32,128,2,3,33554432,-33539,24667396
2048,false,120000,zstd,1,0,128,32,2,6,1073741824,-98655,25651046
16384,false,120000,zstd,1,0,1024,8,4,14,536870912,-68014,26634010
1,true,400000,zstd,1,1,32,64,1,7,536870912,-1441,27813629
4096,false,320000,snappy,1,0,32,16,1,3,33554432,-86169,28797893
4,false,80000,snappy,2,0,1,16,1,11,536870912,-102172,29782138
4096,false,160000,snappy,1,0,4,8,1,10,536870912,-105129,30763871
4096,true,80000,snappy,1,0,4,8,1,10,536870912,-19719,31749092
8192,false,80000,snappy,16,0,4,1,1,7,536870912,-87333,32731849
8192,false,240000,lz4,2,0,1,256,0,9,536870912,-95582,33715998
32768,false,80000,lz4,2,0,1,8,1,10,1073741824,-84191,34697678
512,true,360000,lz4,128,64,64,2,5,2,131072,-2247,35705009
512,false,160000,snappy,1,0,1,256,0,9,536870912,-100755,36693189
4,false,80000,snappy,1,0,1,16,1,7,536870912,-93183,37676946
4096,false,80000,snappy,1,0,4,8,1,2,268435456,-100414,38659798
4,false,80000,snappy,1,0,8,8,1,11,536870912,-102673,39643744
65536,false,80000,snappy,1,0,4,8,1,10,536870912,-64958,40627212
1024,false,240000,snappy,1,0,16,2,2,10,1073741824,-108265,41612502
524288,false,200000,snappy,4,0,32,16,1,6,268435456,-24008,42596595
4,false,80000,snappy,2,0,1,4,1,2,268435456,-86236,43580219
1024,false,240000,snappy,1,0,4,8,1,10,67108864,-92538,44564677
4096,false,80000,lz4,1,0,16,1,1,10,536870912,-100441,45549937
64,false,240000,snappy,1,0,8,2,3,9,16777216,-29607,46536604
2048,false,160000,lz4,1,0,4,1,3,7,1073741824,-103148,47522428
4096,false,240000,zstd,1,0,8,2,3,8,536870912,-82701,48509922
1,false,160000,snappy,4,0,16,16,3,15,33554432,-65100,49495101
2048,false,240000,snappy,1,0,16,1,2,10,1073741824,-104641,50480856
128,false,80000,snappy,2,32,2,2,3,11,1073741824,-102901,51472902
1024,false,400000,snappy,2,64,2,4,2,10,1073741824,-103275,52459573
32,false,320000,lz4,4,32,2,1,5,8,134217728,-78676,53446494
2048,false,360000,snappy,2,16,16,2,2,10,1073741824,-105175,54431763
1024,false,240000,snappy,1,8,256,128,1,12,536870912,-103418,55417251
32,false,120000,lz4,2,64,16,32,2,7,1073741824,-103694,56405027
1024,false,240000,snappy,1,1,32,2,2,10,1073741824,-106813,57389709
2048,false,160000,snappy,2,2,16,2,2,9,1073741824,-106051,58373644
16,true,160000,zstd,128,2,256,256,5,8,16777216,-312,59382603
16,false,280000,snappy,2,1,16,4,6,9,1073741824,-106784,60367311
64,false,240000,snappy,1,0,16,2,8,7,536870912,-101160,61359480
1,false,240000,snappy,2,2,8,8,3,9,1073741824,-106735,62344221
4,false,80000,lz4,32,4,4,64,0,8,16,-3427,63346577
8,false,160000,zstd,2,64,32,32,4,11,1073741824,-99294,64371906
1024,false,200000,lz4,2,1,16,128,2,1,1073741824,-108175,65354561
512,false,120000,lz4,2,8,128,128,2,0,1073741824,-108417,66338283
1,false,280000,snappy,2,1024,16,128,0,0,1073741824,-104990,67322005
16384,false,320000,zstd,1,16,256,32,4,5,1,-19890,68312305
1024,false,80000,lz4,2,1,32,128,5,3,1073741824,-107987,69295133
128,false,120000,zstd,2,4,32,64,3,3,1073741824,-99986,70350607
1024,false,80000,snappy,2,64,4,16,4,12,268435456,-99598,71334123
256,false,240000,lz4,1,4,16,2,2,6,1073741824,-108218,72317453
128,false,240000,snappy,1,1,16,16,2,10,1073741824,-106933,73301713
1024,false,40000,zstd,1,16,64,4,4,4,64,-21959,74294474
256,false,280000,lz4,2,2,64,2,3,6,1073741824,-108174,75278605
1024,false,360000,zstd,2,1,1024,128,1,9,1073741824,-100785,76292714
128,false,240000,lz4,16,2,16,2,2,10,1073741824,-89438,77277049
512,false,80000,lz4,1,8,256,256,4,0,1073741824,-108629,78260267
256,false,120000,lz4,1,256,128,128,2,0,1073741824,-108416,79244578
256,false,200000,lz4,1,8,128,4,5,0,1073741824,-108919,80227897
256,false,200000,lz4,4,8,128,128,1,0,1073741824,-87836,81211349
256,false,240000,zstd,1,8,128,16,5,0,1073741824,-100537,82264121
1024,false,360000,zstd,2,64,16,128,6,14,1073741824,-98092,83262729
256,false,80000,lz4,2,128,128,64,6,5,1073741824,-106427,84249821
512,false,80000,lz4,1,512,128,64,2,0,1073741824,-106688,85235122
16384,false,320000,lz4,1,8,8,64,5,3,1073741824,-95532,86218834
256,false,240000,lz4,1,256,512,2,6,0,1073741824,-104790,87205298
1,false,160000,lz4,1,8,128,256,4,0,1073741824,-103187,88199804
64,false,120000,lz4,1,1,128,128,3,2,1073741824,-102061,89201562
128,false,40000,lz4,32,64,4,32,2,1,268435456,-85885,90186779
512,false,200000,zstd,1,8,64,128,1,4,1073741824,-100861,91195334
256,false,80000,lz4,1,8,256,256,4,0,1073741824,-104964,92180307
256,false,320000,zstd,1,256,64,256,1,8,1073741824,-105315,93196820
4096,false,160000,snappy,1,4,1024,128,1,14,268435456,-100654,94180760
128,false,240000,lz4,1,1,16,16,2,5,268435456,-94075,95164689
64,false,240000,lz4,2,4,16,2,3,6,1073741824,-106778,96148357
16384,false,120000,lz4,1,8,32,64,1,8,268435456,-88190,97132257
256,false,160000,lz4,2,16,8,128,5,14,134217728,-91655,98114956
512,false,40000,lz4,2,2,32,128,3,14,1073741824,-110422,99096737
1024,false,0,zstd,2,1,64,256,5,3,1073741824,-100856,100109729
