block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,0,32,1,1,10,67108864,-56115,988500
131072,true,80000,lz4,128,16,64,8,4,0,8192,-10853,1989626
8192,false,280000,zstd,128,128,1024,128,9,2,134217728,-50581,2979923
4096,false,360000,lz4,256,512,8,64,2,9,4194304,-35887,3967388
16384,true,40000,snappy,8,0,2,256,2,3,524288,-8640,4963054
32768,true,0,zstd,256,64,64,32,8,9,262144,-4420,5966263
16,false,160000,zstd,2,16,4,16,5,2,268435456,-79737,6984878
131072,true,40000,snappy,4,32,64,4,0,2,1024,-19011,7985940
65536,false,40000,snappy,32,8,512,4,4,6,16,-4871,8995915
32,false,280000,lz4,8,64,4,4,3,0,1024,-15204,9999035
256,true,240000,zstd,2,4,4,256,2,1,1024,-56,11784658
64,false,400000,lz4,64,32,8,4,9,1,67108864,-61342,12777949
16,false,160000,snappy,1,1,4,16,1,13,1073741824,-55982,13799152
1,false,0,snappy,64,4,8,64,10,6,8388608,-44777,14790736
1,true,40000,snappy,4,1,2,8,2,10,536870912,-3637,15793352
1,false,400000,snappy,2,8,2,4,2,7,268435456,-57948,16786257
1,false,0,zstd,32,32,4,16,1,14,134217728,-80565,17806119
65536,false,0,zstd,16,64,1,16,3,14,536870912,-45502,18802355
1,false,0,zstd,32,32,1,16,4,13,33554432,-56342,19806990
262144,false,0,zstd,16,16,8,16,9,15,134217728,-24641,20801510
8,false,80000,zstd,64,64,4,256,1,11,2097152,-21165,21801797
64,false,40000,zstd,32,1,4,16,1,2,134217728,-79559,22814473
1,false,80000,zstd,32,8,1024,4,9,3,67108864,-76493,23825225
128,false,80000,zstd,16,0,4,2,1,5,4194304,-13930,24838507
64,false,200000,zstd,1,1024,512,16,10,14,67108864,-77247,25845259
64,false,40000,zstd,4,32,4,256,5,4,536870912,-67569,26872563
8,false,40000,zstd,16,0,32,1,2,0,134217728,-81117,27892750
1,false,0,zstd,16,64,1024,8,2,14,268435456,-79878,28913299
128,false,120000,zstd,2,2,1024,128,2,1,16777216,-10118,29929900
64,false,0,zstd,32,0,4,1,1,2,134217728,-77644,30947476
1,false,40000,zstd,16,2,64,8,1,15,134217728,-75328,31964247
128,false,0,zstd,1,8,16,2,2,0,134217728,-70052,32973178
16,false,40000,zstd,4,0,16,8,1,15,134217728,-48487,33986983
4,false,0,zstd,16,0,128,4,3,6,134217728,-78325,35000115
1,false,0,zstd,32,64,4,16,1,14,134217728,-77039,36027339
4,false,40000,zstd,64,0,32,1,3,0,134217728,-79465,37044089
64,false,40000,zstd,32,1,8,16,1,0,134217728,-77382,38065899
8,false,0,zstd,16,0,4,2,8,2,134217728,-78991,39119292
8,false,40000,zstd,64,0,32,1,2,0,134217728,-79338,40131637
8,false,0,zstd,64,2,32,32,2,13,268435456,-75679,41151158
16,false,40000,zstd,16,0,1,16,1,2,268435456,-75674,42165077
32,false,40000,zstd,16,0,32,256,9,0,134217728,-78254,43184407
8,false,120000,zstd,16,0,4,64,4,3,134217728,-75940,44199817
32768,true,320000,snappy,2,2,32,32,5,1,1048576,-5188,45199318
1,false,40000,zstd,8,0,32,1,2,0,134217728,-61325,46220081
128,false,40000,zstd,32,1,512,2,7,5,134217728,-77042,47239911
8,false,40000,zstd,64,32,4,1,4,0,134217728,-77111,48261034
262144,true,360000,lz4,1,256,4,16,2,10,2048,-16929,49265155
128,false,40000,zstd,16,1024,128,1,2,14,134217728,-77392,50282093
1,false,0,zstd,16,64,1024,8,2,14,536870912,-54671,51326323
128,false,0,zstd,16,16,4,8,5,1,268435456,-76064,52360832
8,false,40000,zstd,16,0,64,1,2,0,134217728,-75244,53375992
8,false,40000,zstd,16,32,32,16,2,10,134217728,-78312,54394437
128,true,240000,zstd,2,4,4,256,9,5,64,-44,56699586
8,false,80000,zstd,64,0,32,1,2,0,134217728,-77085,57723148
4,false,40000,zstd,64,32,32,16,3,11,134217728,-74554,58735929
16,false,0,zstd,16,32,4,16,2,15,67108864,-64086,59747197
1,false,0,zstd,128,32,4,128,1,15,268435456,-78239,60787218
128,false,0,zstd,16,2,16,4,5,2,134217728,-70750,61837098
128,false,80000,zstd,16,16,1024,128,1,6,134217728,-77666,62855004
4,false,80000,zstd,32,8,4,2,7,6,268435456,-74479,63884798
128,false,160000,zstd,8,1024,1024,8,9,8,67108864,-68760,64894687
8,false,0,snappy,16,0,16,128,2,1,134217728,-55360,65892449
128,false,40000,zstd,16,0,32,1,1,7,134217728,-76843,66918904
8,false,120000,zstd,16,0,32,1,2,0,134217728,-76041,67931686
1,false,80000,zstd,32,32,4,16,1,14,134217728,-77437,68948767
512,false,0,zstd,16,1,16,8,10,2,134217728,-59416,69949596
32,false,0,zstd,2,2,16,128,9,12,67108864,-22625,70962195
8,false,40000,zstd,16,0,4,2,9,2,134217728,-75971,71975218
128,false,120000,lz4,8,512,8,2,7,7,4096,-15922,72982205
32,false,40000,zstd,1,32,256,16,9,3,134217728,-79741,73999430
8,false,0,zstd,16,16,16,8,3,14,268435456,-75461,75015457
8,false,120000,zstd,1,128,2,256,9,3,268435456,-75862,76032812
8,false,0,zstd,4,0,32,4,3,6,134217728,-44717,77038505
64,false,160000,zstd,256,16,512,256,2,10,134217728,-77748,78055181
4,false,160000,zstd,1,16,1024,32,6,1,33554432,-49571,79062768
8,false,40000,zstd,16,256,32,256,2,0,134217728,-74080,80080346
32,false,40000,zstd,1,32,256,128,1,3,67108864,-74276,81092214
128,false,40000,zstd,64,32,4,1,2,10,134217728,-77669,82106560
32,false,120000,zstd,2,4,2,16,5,4,536870912,-61088,83164340
16,false,200000,zstd,1,32,1024,256,9,2,134217728,-81538,84179396
8,false,80000,zstd,1,32,128,128,9,7,134217728,-81423,85201024
512,false,400000,snappy,2,1,256,2,6,0,32768,-226,86499362
8,false,360000,snappy,1,512,8,2,4,5,67108864,-66294,87493218
32,false,200000,lz4,2,32,32,16,8,3,134217728,-59706,88489192
8,false,40000,zstd,1,64,1024,16,9,12,134217728,-80558,89505543
16,false,0,zstd,1,64,256,16,9,2,134217728,-78781,90523991
128,false,80000,zstd,1,32,256,32,9,3,134217728,-81048,91543146
16,true,0,zstd,256,4,256,16,9,10,33554432,-1326,92585294
32,false,240000,zstd,128,1,1024,4,2,9,268435456,-76121,93607906
256,false,160000,zstd,1,16,4,128,5,1,134217728,-78664,94611126
8,false,0,zstd,1,32,64,32,8,15,134217728,-76262,95636148
8,false,80000,zstd,2,64,128,32,9,12,134217728,-82105,96649796
32,false,0,lz4,256,4,512,1,7,8,16384,-7171,97670931
8,false,0,zstd,2,32,128,32,10,5,134217728,-77068,98696971
4,false,40000,zstd,256,0,32,1,5,0,134217728,-78428,99713265
256,false,80000,lz4,128,128,128,2,9,9,524288,-23777,100723472
128,false,80000,zstd,1,64,256,64,6,7,67108864,-76243,101735259
32,false,80000,zstd,32,1,256,32,10,15,134217728,-80315,102746847
16,false,0,zstd,128,0,4,128,8,5,134217728,-76483,103766069
