block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,0,32,1,1,10,67108864,-137200,980884
524288,false,320000,snappy,64,64,512,128,8,1,2048,-6396,1977772
1,false,360000,zstd,1,16,16,4,7,2,64,-23227,2979248
2048,true,360000,zstd,2,128,128,4,2,9,256,-1470,4015788
64,false,320000,snappy,64,512,64,4,9,2,8192,-12406,5009676
1,false,0,zstd,64,1,128,4,1,9,65536,-7847,6027061
2048,true,200000,snappy,128,32,8,1,6,5,4096,-3334,7032667
512,true,320000,zstd,128,4,512,256,0,10,4096,-439,8215851
16,false,0,snappy,2,1024,1,32,6,6,64,-39153,9207268
128,false,240000,zstd,4,32,1,16,0,2,134217728,-121125,10198776
8,false,40000,snappy,16,0,16,256,8,2,2097152,-57843,11180555
256,false,80000,snappy,256,2,4,64,9,1,65536,-9762,12176851
512,true,40000,zstd,64,32,1,8,1,10,67108864,-735,13182682
4096,false,320000,lz4,4,0,1,4,8,15,8388608,-127127,14166457
32768,false,40000,lz4,4,8,1,2,9,15,4194304,-57216,15147833
8192,false,120000,snappy,16,0,2,1,4,10,8388608,-42705,16128431
131072,false,200000,zstd,64,2,4,1,6,1,131072,-2253,17142160
8,false,400000,zstd,8,128,1,1,2,13,134217728,-99124,18139625
32,false,160000,zstd,2,512,32,2,1,9,67108864,-103465,19134296
32,true,280000,snappy,32,128,512,128,5,0,32,-310,20152228
128,false,0,lz4,1,0,64,16,7,6,268435456,-206513,21137403
1,false,0,lz4,4,512,128,1,8,14,268435456,-148675,22122325
4096,true,0,snappy,1,0,32,1,1,10,67108864,-9666,23110705
1024,true,40000,lz4,128,4,1,256,2,8,268435456,-3211,24114926
8,false,0,snappy,1,1,4,2,4,12,268435456,-210320,25102175
2048,false,240000,snappy,16,1024,1024,2,4,3,4096,-38436,26093451
256,false,240000,snappy,1,1024,1,8,4,10,536870912,-265869,27076850
32,false,0,zstd,1,128,1,256,4,13,1073741824,-245553,28070762
131072,false,40000,snappy,1,1,1,8,4,7,536870912,-59821,29054005
128,true,240000,snappy,1,8,2,128,6,11,268435456,-336,30238912
4096,false,240000,lz4,8,1024,64,256,4,5,536870912,-122269,31223035
1,false,160000,zstd,1,256,4,2,7,10,268435456,-171406,32217650
64,false,40000,zstd,1,0,1,256,10,13,536870912,-203442,33211936
256,false,120000,zstd,1,1024,8,32,5,10,536870912,-224200,34202523
16,false,240000,zstd,1,128,1,128,4,8,268435456,-173684,35197647
512,false,240000,snappy,1,1024,1,8,4,10,536870912,-265114,36181237
2048,false,240000,snappy,1,1024,1,8,4,10,536870912,-254292,37166426
4096,false,200000,snappy,1,1024,8,2,2,15,536870912,-244800,38151126
32768,false,400000,lz4,1,1024,32,1,1,10,1073741824,-163369,39135048
524288,true,160000,snappy,128,1,64,64,2,4,16777216,-1885,40136016
524288,false,320000,snappy,1,128,1,16,3,10,536870912,-15348,41125900
64,false,200000,zstd,64,64,8,16,5,2,32,-9440,42149677
256,false,240000,snappy,1,1024,1,16,4,10,536870912,-259906,43134435
512,false,280000,snappy,1,1024,1,8,4,10,536870912,-265519,44118913
32,false,320000,snappy,1,1024,2,8,4,7,1073741824,-277207,45104298
64,false,320000,snappy,1,1024,4,32,9,1,1073741824,-276664,46089714
32,false,360000,snappy,1,1024,2,256,4,5,1073741824,-279080,47074454
32,false,320000,snappy,256,1024,4,8,5,7,536870912,-113207,48066435
32,false,360000,snappy,2,1024,2,256,4,5,1073741824,-231845,49054642
32,false,320000,snappy,1,1024,2,8,3,7,1073741824,-236957,50043488
8,false,240000,snappy,1,1024,2,16,4,5,1073741824,-235190,51032175
1024,false,280000,snappy,1,32,2,256,8,0,1073741824,-245215,52019386
8192,false,360000,snappy,1,1,1,1,1,11,1073741824,-212925,53004870
32,true,360000,snappy,1,1024,2,32,4,2,1073741824,-336,54232273
131072,false,320000,snappy,1,1024,1,128,6,6,268435456,-58328,55218256
64,false,120000,snappy,32,64,1024,256,7,9,512,-17275,56214208
32,false,360000,snappy,1,1024,2,16,7,0,1073741824,-246647,57201142
32,false,320000,snappy,1,256,2,32,9,8,1073741824,-237448,58188259
256,false,320000,snappy,1,1024,4,32,4,6,536870912,-240429,59174702
512,false,280000,snappy,1,512,1,128,0,10,536870912,-247295,60161167
64,false,360000,snappy,1,1024,2,256,4,5,1073741824,-242876,61147827
32,false,320000,snappy,1,1024,2,4,6,0,1073741824,-244728,62134601
512,false,280000,snappy,1,128,2,8,4,10,536870912,-245093,63120134
512,false,280000,snappy,1,1024,16,8,4,7,1073741824,-254136,64113904
32,false,280000,zstd,1,128,4,16,9,5,1073741824,-207458,65109570
64,false,320000,snappy,1,1024,4,64,9,1,1073741824,-223544,66101261
65536,false,320000,snappy,1,1024,1,8,6,14,1073741824,-92368,67089751
16384,false,0,snappy,1,1024,16,8,4,10,536870912,-163946,68078535
32,false,360000,snappy,1,1024,1,4,4,2,536870912,-205160,69069939
256,false,280000,snappy,1,1024,1,8,4,7,536870912,-204851,70058770
32,false,360000,snappy,1,1024,16,8,4,3,1073741824,-242368,71045831
256,false,240000,snappy,1,64,1,64,4,10,536870912,-239168,72031877
512,false,200000,snappy,1,1024,1,8,6,10,536870912,-242333,73017544
32,false,360000,snappy,1,1024,2,256,7,7,1073741824,-235348,74004915
512,false,320000,snappy,1,1024,1,8,4,10,536870912,-240460,74990514
524288,true,80000,snappy,1,32,1,64,0,1,1,-3891,75993796
512,false,240000,snappy,2,1024,1,8,4,10,536870912,-227319,76979482
256,false,240000,snappy,1,1024,1,8,3,10,536870912,-241483,77965977
16,false,320000,lz4,64,8,512,8,4,4,4194304,-17139,78952225
128,false,320000,snappy,1,32,4,8,4,2,1073741824,-232436,79939375
32,false,360000,lz4,1,1024,2,64,5,0,1073741824,-233971,80928076
256,false,240000,snappy,1,1024,1,8,5,10,536870912,-236797,81915382
2048,false,240000,snappy,1,1024,1,16,4,10,536870912,-228036,82900792
32,false,80000,snappy,1,512,2,32,4,9,1073741824,-230692,83887383
512,false,40000,snappy,4,256,2,4,5,4,536870912,-121633,84873851
64,false,320000,snappy,1,1024,32,32,9,1,1073741824,-236423,85860790
32,false,120000,snappy,1,1024,64,256,4,14,1073741824,-242005,86848301
512,false,360000,snappy,1,128,256,8,9,11,536870912,-245081,87834507
64,false,400000,snappy,1,1024,4,32,9,1,1073741824,-237453,88821391
1,false,120000,snappy,1,16,2,128,1,0,536870912,-226480,89808032
1,false,80000,snappy,2,64,2,16,4,10,1073741824,-237986,90795381
512,false,280000,snappy,1,64,4,256,2,9,1073741824,-232569,91780367
8192,false,280000,snappy,1,1024,1,8,4,6,1073741824,-209229,92765747
512,false,320000,snappy,1,128,1,16,4,10,536870912,-242682,93751794
32768,false,360000,snappy,2,64,4,64,3,0,1073741824,-143278,94737655
1,false,360000,snappy,1,1,2,4,7,0,1073741824,-241945,95725223
512,false,80000,lz4,8,4,16,16,5,1,524288,-41557,96712468
