block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,write_buffer_size,Throughput,Timestamp
16384,false,160000,snappy,1,1,16,128,5,1,134217728,-64780,85415265
131072,false,400000,snappy,16,256,64,256,6,6,134217728,-32516,86413751
8,false,320000,snappy,2,512,16,256,4,4,134217728,-72115,87414534
32,false,400000,snappy,2,4,32,128,2,5,67108864,-70664,88415937
8,false,400000,snappy,1,128,16,256,5,0,134217728,-75761,89417840
8,false,400000,snappy,1,512,4,256,4,4,134217728,-74851,90423274
512,false,280000,snappy,1,1024,16,256,4,4,134217728,-72718,91425241
131072,false,360000,lz4,16,1024,64,8,6,3,1,-6477,92445335
1,false,280000,snappy,256,0,64,256,10,8,134217728,-63834,93447879
8,false,320000,snappy,1,256,16,256,3,0,134217728,-78623,94450848
8,false,40000,lz4,1,1024,64,128,4,4,134217728,-78387,95452290
1,false,40000,zstd,1,1024,64,256,4,0,268435456,-71649,96464133
8,false,360000,snappy,1,512,16,64,4,4,134217728,-77123,97467426
8,false,0,lz4,1,1024,16,128,4,4,134217728,-72452,98469065
128,false,0,snappy,2,1,512,256,9,3,4194304,-10400,99472294
8,false,360000,snappy,1,512,16,64,3,4,67108864,-69690,100476877
16,false,80000,snappy,1,256,8,256,5,3,134217728,-65468,101484645
