block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,0,32,1,1,10,67108864,-67667,1003709
1,true,40000,snappy,1,512,8,32,7,3,16384,-437,2201572
16,true,400000,lz4,16,8,2,2,9,5,8192,-420,3359950
16384,false,400000,zstd,32,256,32,32,8,10,1,-5759,4379313
524288,false,400000,snappy,1,1024,1024,8,5,6,33554432,-14891,5380231
32768,false,240000,lz4,64,64,16,64,3,2,1048576,-10846,6378167
16,true,120000,lz4,64,8,16,4,5,6,8388608,-1058,7413758
16,true,200000,lz4,4,256,64,8,1,10,4194304,-1984,8486892
65536,false,360000,zstd,32,256,256,1,1,1,131072,-1518,9527339
65536,false,40000,lz4,4,1024,1024,256,7,6,128,-21282,10539756
32,false,240000,zstd,1,1024,512,256,1,2,262144,-2620,11566268
1,true,80000,snappy,32,2,8,16,1,8,524288,-524,12618357
64,true,0,lz4,2,512,16,32,8,5,134217728,-2662,13681475
2048,false,0,zstd,64,0,128,256,2,8,67108864,-44718,14681006
16,true,0,lz4,8,0,32,8,2,7,1073741824,-943,15703965
1024,false,320000,zstd,16,0,512,128,2,6,1073741824,-57610,16704213
1024,false,0,zstd,1,0,1,64,6,5,1073741824,-57588,17706294
64,false,200000,zstd,16,0,2,8,6,5,134217728,-64151,18723457
32,false,200000,snappy,8,0,8,64,3,7,268435456,-67733,19721198
4,false,400000,snappy,16,0,32,32,4,10,67108864,-64368,20720670
512,false,40000,lz4,4,0,16,16,8,6,134217728,-69000,21722735
16,false,320000,lz4,8,0,4,16,2,5,67108864,-60993,22722188
8192,false,240000,zstd,16,0,2,4,7,6,2097152,-21394,23729032
128,false,160000,lz4,8,1,16,16,5,7,67108864,-63227,24729169
4096,false,80000,snappy,4,1,32,4,7,0,268435456,-58786,25729236
32,false,40000,snappy,4,0,16,8,1,8,16777216,-44050,26733706
1,false,0,snappy,4,0,1024,128,8,6,268435456,-67382,27739482
524288,false,0,lz4,64,0,1024,8,4,5,8192,-8114,28757028
8,false,240000,snappy,16,0,512,64,2,6,1073741824,-57328,29760936
2048,false,0,lz4,8,0,256,8,8,9,134217728,-63833,30760434
512,false,80000,snappy,16,0,128,64,9,6,33554432,-50164,31759631
4096,false,0,snappy,4,0,32,4,8,0,1073741824,-57534,32760700
32,false,40000,lz4,1,0,64,8,4,7,268435456,-73093,33766694
8192,false,40000,lz4,1,0,16,2,3,7,268435456,-66737,34767813
8,false,0,lz4,4,2,8,2,9,7,268435456,-64843,35770639
8,false,40000,lz4,1,8,256,8,8,9,268435456,-71227,36775128
4,false,120000,zstd,1,2,64,1,2,9,268435456,-74566,37786565
16384,false,0,lz4,1,2,1024,128,10,8,268435456,-64286,38786312
128,false,120000,zstd,1,4,128,1,2,11,134217728,-66625,39800652
8,false,40000,snappy,1,8,64,128,6,9,134217728,-79801,40801857
32,false,0,snappy,1,32,4,64,7,9,268435456,-76108,41806127
64,true,40000,zstd,256,64,256,32,7,3,8388608,-288,42909043
512,false,0,lz4,16,1024,2,8,0,9,4096,-21759,43923986
32768,false,400000,snappy,1,32,2,64,3,10,536870912,-55993,44922630
1,true,320000,lz4,2,0,512,1,8,6,16,-598,46001340
8,false,360000,snappy,1,8,128,128,2,11,134217728,-74676,47005541
32,false,0,snappy,1,64,4,64,7,9,268435456,-68022,48011720
8,false,40000,snappy,1,8,64,256,6,9,134217728,-75366,49019210
512,false,0,snappy,16,8,1024,32,2,2,536870912,-58782,50021429
8,false,40000,zstd,1,128,512,256,4,12,268435456,-70789,51043785
16,false,0,zstd,1,2,64,32,3,10,16777216,-13931,52061044
8,false,240000,zstd,1,256,64,2,7,9,67108864,-56885,53084885
8,false,160000,zstd,1,256,512,256,4,12,134217728,-64055,54102980
4,false,120000,snappy,1,8,64,1,1,9,268435456,-66954,55104022
8,false,40000,snappy,1,512,128,256,4,12,134217728,-77673,56108127
16,false,40000,snappy,1,1024,256,128,4,9,134217728,-72290,57112136
16,false,80000,zstd,1,32,64,256,1,9,134217728,-64984,58137703
4,false,40000,snappy,1,1024,64,128,4,9,134217728,-76786,59139317
4,false,40000,snappy,2,128,64,128,4,9,134217728,-70927,60144536
32,false,40000,zstd,1,8,8,1,4,7,134217728,-64809,61157345
131072,false,40000,snappy,1,128,4,16,7,11,268435456,-45866,62160695
32,false,0,snappy,1,32,4,128,7,9,1073741824,-65444,63162582
4,false,40000,snappy,1,1024,64,128,4,6,134217728,-76099,64166325
8,true,320000,zstd,16,256,1024,256,9,5,131072,-374,65316823
32768,false,40000,lz4,4,1024,64,128,1,9,67108864,-52581,66316761
32,false,40000,snappy,32,512,256,8,5,8,134217728,-58445,67317427
32,false,40000,snappy,1,1024,256,128,4,9,134217728,-73641,68321597
1024,true,200000,snappy,64,1,32,256,6,6,1048576,-2991,69337631
4,false,200000,snappy,1,256,64,128,10,9,134217728,-73677,70342177
8192,false,120000,lz4,2,1024,1024,2,3,6,134217728,-64727,71344653
8,false,40000,snappy,1,256,64,256,4,6,134217728,-78031,72348170
1,false,120000,zstd,2,32,64,128,5,3,1073741824,-68057,73359837
8,false,40000,snappy,1,256,64,256,6,2,67108864,-77518,74359209
8,false,360000,snappy,1,512,16,256,4,4,134217728,-80317,75362222
8192,false,0,lz4,32,64,1024,1,2,11,268435456,-59789,76362521
8,false,160000,snappy,1,512,16,256,1,5,67108864,-74517,77363955
8,false,360000,snappy,1,512,4,256,4,4,134217728,-78556,78366814
8,false,360000,snappy,1,512,1,256,4,4,134217728,-76379,79369299
32,false,360000,snappy,1,256,512,256,5,4,67108864,-73623,80373566
1,false,200000,lz4,1,512,8,32,3,1,268435456,-68454,81378283
16,false,280000,snappy,1,16,8,256,5,4,134217728,-76843,82382022
262144,false,120000,snappy,64,128,2,4,5,5,512,-3055,83411669
64,false,40000,snappy,1,32,4,128,6,6,67108864,-75377,84413526
