block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,write_buffer_size,Throughput,Timestamp
8192,false,120000,snappy,1,64,2,1,8,10,1073741824,-86175,35034936
8192,false,40000,snappy,2,128,32,8,2,0,16777216,-65810,36018670
2048,false,80000,zstd,64,8,32,2,6,3,16384,-4002,37020240
262144,false,40000,snappy,2,64,512,2,8,10,1073741824,-60072,38005696
8192,false,40000,snappy,1,4,256,4,4,2,1073741824,-86122,38990682
8192,false,0,snappy,8,4,1,4,3,4,1073741824,-84689,39980731
16384,false,40000,lz4,1,2,256,1,4,2,1073741824,-84211,40971863
4,true,360000,zstd,8,4,2,4,5,9,16777216,-1273,42021250
512,false,40000,zstd,1,4,8,1,1,8,1073741824,-81700,43010396
256,false,120000,snappy,1,64,16,2,4,8,16777216,-66881,43995689
16384,false,160000,snappy,1,8,256,1,4,2,67108864,-74325,44980294
16384,false,0,zstd,64,4,64,1,3,4,16777216,-29540,45966909
8192,false,200000,snappy,1,32,2,2,5,10,1073741824,-85031,46952242
8192,false,280000,zstd,8,4,1,4,5,3,1073741824,-78360,47940288
4096,false,360000,snappy,1,4,4,4,7,7,1073741824,-86137,48924850
4,false,280000,lz4,1,128,2,16,3,8,33554432,-67069,49909459
512,false,40000,zstd,1,8,128,4,6,3,16777216,-51814,50899058
512,false,0,lz4,256,4,1,2,6,6,1073741824,-82874,51885486
8192,false,40000,snappy,1,16,128,256,8,5,1073741824,-83765,52876062
8,false,200000,zstd,64,16,16,1,1,5,1073741824,-75205,53871772
2048,false,280000,snappy,1,8,16,8,3,10,1073741824,-86539,54857091
1024,false,360000,snappy,1,8,16,8,0,0,1073741824,-86750,55844017
8192,false,120000,lz4,256,8,16,2,3,3,1073741824,-82735,56827726
2048,false,0,lz4,64,16,8,8,3,10,67108864,-74196,57813731
512,false,320000,snappy,16,4,512,16,6,1,1073741824,-84427,58811265
4096,false,320000,zstd,16,2,32,2,4,2,1073741824,-79857,59798312
512,false,160000,snappy,1,8,1024,8,8,15,1073741824,-85891,60788590
8192,false,0,lz4,8,4,1,2,5,1,1073741824,-84241,61779451
131072,false,40000,snappy,1,4,256,4,3,12,1073741824,-71367,62765901
16,false,320000,snappy,1,16,4,8,1,10,1073741824,-83788,63777371
16384,false,80000,lz4,32,4,512,8,8,6,1073741824,-82397,64763942
1024,false,0,snappy,128,4,32,2,6,0,1073741824,-84088,65759611
512,false,80000,zstd,1,1,8,16,0,10,1073741824,-81455,66749655
16384,false,360000,snappy,1,4,4,16,7,0,1073741824,-83233,67747765
512,false,120000,zstd,2,0,4,32,9,9,1073741824,-80489,68739095
512,false,360000,snappy,1,64,128,256,2,6,33554432,-68134,69725172
16,false,200000,lz4,1,4,16,256,8,12,1073741824,-82159,70714101
16384,false,200000,snappy,64,8,32,2,8,0,1073741824,-80624,71700645
512,true,360000,snappy,1,4,16,8,3,6,1073741824,-12168,72690393
524288,true,360000,lz4,2,128,64,16,9,4,8192,-14118,73684273
32,false,200000,snappy,8,4,1024,4,0,5,1073741824,-80596,74671500
2048,false,0,lz4,2,32,32,32,1,15,134217728,-81956,75657013
4,false,280000,snappy,1,4,4,8,0,8,1073741824,-83251,76652996
2048,false,360000,snappy,1,8,16,8,3,10,1073741824,-86545,77640114
512,false,240000,snappy,2,2,16,64,4,1,1073741824,-85878,78627188
1024,false,80000,lz4,1,4,2,2,2,15,1073741824,-86105,79613447
32768,false,0,snappy,2,32,1024,256,0,0,1073741824,-80183,80597642
1024,false,200000,snappy,32,4,16,32,1,6,1073741824,-84218,81587753
1024,false,80000,lz4,1,4,2,2,2,15,536870912,-85133,82573617
512,false,40000,zstd,2,4,256,1,3,0,1073741824,-81023,83563246
512,false,280000,snappy,1,8,16,128,4,14,1073741824,-85398,84556756
512,false,80000,zstd,1,16,1,256,9,9,536870912,-76521,85547337
1024,false,40000,snappy,64,4,2,1,0,1,1073741824,-83685,86539039
32768,false,80000,lz4,1,16,1,256,3,15,1073741824,-81028,87524922
4096,false,240000,snappy,2,8,16,64,2,6,1073741824,-85707,88511686
2048,false,160000,snappy,1,64,1,8,8,8,536870912,-84852,89502018
1024,false,120000,snappy,1,512,2,1,3,9,1073741824,-86186,90488055
2048,false,360000,snappy,1,8,16,8,3,6,1073741824,-85523,91473802
16384,false,0,zstd,4,2,4,128,1,6,268435456,-62130,92463087
64,false,280000,lz4,1,8,256,4,3,0,1073741824,-81836,93450548
1024,false,120000,zstd,1,64,2,1,8,10,1073741824,-81654,94439651
512,false,80000,zstd,4,2,64,256,3,10,1073741824,-78453,95429855
1,false,240000,snappy,2,2,32,8,9,9,536870912,-79233,96418168
1024,false,80000,snappy,2,0,1024,256,10,6,1073741824,-86119,97404548
8,true,280000,snappy,128,2,256,128,1,9,536870912,-4002,98399862
16,false,40000,lz4,1,8,512,4,1,13,536870912,-77963,99387878
