
135916,235.43566666666666  
572,55149.45966666667  
5383,5910.498666666666  
66758,481.95599999999996  
6522,4903.03  
14338,2229.2703333333334  
153703,208.20899999999997  
639,49251.25633333333  
151590,211.30266666666668  
2766,11520.609333333334  
7530,4234.905666666667  
151176,212.02733333333333  
113500,289.6846666666667  
139297,229.74033333333333  
121668,263.1003333333333  
109432,292.41633333333334  
113278,282.45133333333337  
131162,243.914  
117849,271.49933333333337  
88266,363.02866666666677  
98959,323.27399999999994  
257863,124.113  
7967,4007.0190000000002  
231132,138.43033333333332  
245253,130.49599999999998  
251187,127.397  
884,35929.024  
245802,130.167  
125975,254.03733333333332  
529,59576.66766666667  
245074,130.5533333333333  
162437,216.01433333333333  
222267,143.99966666666668  
247796,129.12133333333333  
254579,125.694  
259560,123.341  
260092,123.01766666666667  
254928,125.51833333333333  
255377,125.361  
247098,129.523  
250859,127.563  
259330,123.38833333333334  
225686,141.87266666666667  
202740,157.826  
237033,134.98833333333332  
254885,125.54466666666667  
53888,603.3026666666666  
229605,139.38566666666665  
266925,119.87766666666666  
218016,146.7566666666667  
257366,124.37633333333333  
231257,138.33333333333334  
221208,144.66533333333334  
251202,127.37666666666667  
252625,126.68133333333333  
241443,132.55966666666666  
227946,140.42033333333333  
244513,130.92999999999998  
251216,127.41266666666667  
257050,124.484  
109885,291.1686666666667  
213713,149.727  
229199,139.596  
198711,161.01366666666667  
172422,185.58866666666668  
212745,150.40599999999998  
246731,129.75833333333335  
71490,447.86999999999995  
254611,125.68533333333335  
189441,168.94533333333334  
196997,162.428  
255097,125.44600000000001  
253952,126.0  
547,57802.91433333334  
127262,251.41566666666668  
228240,140.197  
247278,129.39633333333333  
219039,146.03666666666666  
248398,128.79366666666667  
220972,144.82266666666666  
258376,123.854  
25609,1248.6009999999999  
246925,129.59933333333333  
233260,137.17333333333332  
158482,201.89666666666668  
153090,209.016  
258873,123.59666666666665  
253382,126.31433333333332  
256391,124.80966666666666  
184857,173.10066666666668  
126063,253.82533333333333  
249205,128.40033333333335  
260314,122.92900000000002  
244208,131.01700000000002  
243556,131.37800000000001  
259595,123.281  
256997,124.51866666666666  
244576,130.87966666666668  
25490,1254.4463333333333  
262770,121.82033333333334  
231597,138.17366666666666  
171003,187.09866666666667  
229468,139.46  
256956,124.56766666666665  
10456,3054.405  
224177,142.74933333333334  
205565,155.67733333333334  
9972,3205.624333333333  
164984,193.92566666666667  
245740,130.19966666666667  
215937,148.16833333333332  
226317,141.41433333333336  
191353,167.23266666666666  
95446,335.18066666666664  
176609,181.16833333333332  
