block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,20,36,-1,-1,10,2,1,67108864,-110410,954115
32768,false,400000,lz4,256,512,1,1,6,6,1,2,16384,-5667,1930034
8,false,160000,lz4,1,8,4,4,3,7,4,8,128,-4985,2916740
256,false,0,zstd,64,128,2,64,2,7,64,1,2048,-10680,3889822
1024,true,400000,snappy,4,20,36,2,6,13,2,4,2097152,-6442,4854155
16,false,320000,lz4,64,64,36,16,10,14,128,1,256,-7033,5837059
16,true,400000,zstd,64,4,32,4,8,9,1,16,512,-367,6954879
524288,false,280000,snappy,256,2,8,16,8,6,1,8,2097152,-1265,7959563
131072,true,320000,snappy,8,4,16,-1,7,13,8,2,134217728,-18927,8918660
128,false,360000,snappy,1,64,36,32,5,6,64,2,128,-22521,9887380
32,false,40000,snappy,1,64,36,256,5,5,32,1,64,-21654,10867364
512,true,120000,lz4,2,64,128,2,4,15,2,32,2048,-3814,11849504
1024,true,0,lz4,64,1024,2,256,8,6,1,32,8192,-5728,12825336
8192,false,400000,zstd,256,32,1,1,7,10,128,16,1024,-6139,13808433
131072,false,400000,zstd,2,256,1024,-1,8,11,1,2,8,-2407,14793466
16,false,120000,snappy,8,256,16,16,0,10,128,2,1,-19410,15764032
131072,false,160000,lz4,16,128,128,-1,10,11,128,16,1073741824,-102965,16720567
64,true,80000,snappy,4,16,256,256,6,7,2,16,16384,-876,17775208
4096,false,320000,zstd,8,4,64,4,0,14,128,2,1073741824,-114892,18742186
524288,true,240000,snappy,2,0,1,64,0,6,1,16,4,-836,19758821
1,false,360000,lz4,64,0,8,2,5,11,64,1,268435456,-124088,20731410
512,false,240000,zstd,32,256,128,1,6,11,2,4,2048,-5604,21726322
1,true,80000,snappy,128,1024,8,1,10,13,128,32,524288,-2035,22711890
262144,false,80000,snappy,8,1024,1024,128,-1,7,16,32,16,-7379,23684989
64,false,240000,lz4,256,64,8,-1,4,7,8,8,65536,-12705,24652759
131072,true,120000,lz4,1,256,32,16,7,5,16,16,1048576,-52039,25608801
2048,false,0,snappy,4,1024,512,4,9,6,64,1,2097152,-71028,26565845
32768,false,120000,lz4,8,4,1,256,9,15,4,1,256,-3215,27542150
4,false,80000,zstd,16,1024,256,4,0,11,64,32,33554432,-60225,28508703
65536,true,40000,zstd,2,64,1,16,0,13,32,2,512,-12269,29481671
65536,false,200000,snappy,8,16,64,256,9,6,1,16,16,-11925,30451990
1024,true,160000,snappy,1,4,128,2,9,11,64,8,16384,-3219,31435060
262144,true,200000,zstd,32,64,36,32,2,7,64,2,131072,-1807,32442406
16,false,80000,zstd,128,16,64,1,7,7,64,1,4096,-3923,33466346
65536,false,40000,lz4,64,20,1,16,1,7,8,2,16,-15413,34432711
16,false,0,lz4,16,64,2,-1,8,6,1,16,32,-2927,35411923
32,false,0,snappy,2,64,64,64,2,15,64,2,32,-21370,36388610
32768,false,400000,lz4,16,0,128,32,10,6,1,16,4,-5832,37358572
64,true,200000,lz4,8,2,1024,256,10,9,64,1,1024,-582,38419026
1024,true,240000,lz4,128,8,4,4,1,9,8,8,16,-5934,39391283
131072,false,120000,zstd,2,0,256,4,9,13,2,1,1073741824,-49381,40351243
8192,true,240000,zstd,32,1024,8,32,7,10,64,1,16384,-8509,41319635
8,true,240000,snappy,1,16,64,256,9,15,1,16,8,-918,42332647
2048,true,200000,zstd,64,20,1,256,4,5,32,1,8192,-3095,43309988
2048,false,40000,snappy,256,20,128,16,7,12,64,2,65536,-11284,44284195
65536,false,360000,zstd,256,64,36,16,10,8,16,32,256,-3069,45279494
128,true,320000,zstd,16,16,256,32,4,11,8,8,2048,-499,46317145
4,true,80000,zstd,16,512,36,2,-1,13,128,16,1073741824,-748,47367603
512,false,360000,snappy,16,64,32,-1,2,11,64,2,1,-11329,48340555
8192,true,400000,snappy,64,2,32,4,6,14,64,16,134217728,-21691,49298346
32768,true,120000,zstd,8,0,16,1,9,8,32,4,16,-5810,50273317
32,true,40000,zstd,16,64,8,64,6,10,16,2,4,-480,51348198
16,true,160000,snappy,128,0,512,4,-1,10,64,2,64,-1004,52370327
256,true,400000,zstd,1,1024,2,16,0,12,4,1,16,-1024,53393844
128,true,200000,zstd,16,1024,1024,-1,4,9,128,1,1048576,-1749,54460791
512,false,400000,lz4,256,32,4,128,5,14,128,2,268435456,-121910,55418512
