block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,20,36,-1,-1,10,2,1,67108864,-109168,957078
65536,true,80000,zstd,2,16,36,1,5,5,16,8,33554432,-82288,1913907
2048,true,320000,zstd,64,1,128,8,10,2,64,1,1,-3634,2901157
131072,true,200000,zstd,32,2,1,64,0,0,2,16,32768,-3146,3881933
256,true,280000,zstd,16,64,1,-1,3,7,4,8,268435456,-7549,4848268
4096,true,400000,zstd,4,8,32,2,3,7,8,8,8192,-4240,5822774
262144,true,320000,zstd,128,16,1,8,4,3,128,2,134217728,-35057,6780492
16384,true,360000,zstd,64,128,8,128,4,4,8,16,128,-14030,7754642
256,true,320000,zstd,2,16,64,64,8,8,8,2,32768,-2596,8776209
16,true,40000,zstd,2,512,36,8,11,7,1,32,33554432,-2805,9783131
524288,true,400000,zstd,16,32,1,128,3,6,16,4,67108864,-27320,10742353
262144,true,40000,zstd,32,20,1024,4,10,9,16,1,1073741824,-39255,11704422
16384,true,400000,zstd,8,16,64,-1,2,9,8,4,268435456,-60329,12665481
128,true,360000,zstd,1,128,16,128,1,8,8,8,131072,-1742,13679180
128,true,120000,zstd,8,0,4,4,7,0,1,16,1024,-143,15094915
16384,true,80000,zstd,128,2,4,2,11,8,2,2,8388608,-26126,16053293
64,true,200000,zstd,1,256,1024,-1,2,0,1,4,536870912,-6598,17033289
1024,true,320000,zstd,1,128,256,128,4,2,64,16,262144,-9288,18003953
8192,true,160000,zstd,256,20,36,64,6,8,32,16,8192,-12793,18977993
32,true,160000,zstd,128,1,2,8,11,6,2,16,4,-1081,19984356
131072,true,40000,zstd,256,32,2,-1,5,10,2,1,4096,-5805,20965674
4096,true,0,zstd,128,1024,16,4,11,10,64,16,8388608,-25175,21928671
512,true,120000,lz4,8,1,36,128,8,8,64,16,2048,-7593,22899378
262144,true,280000,lz4,128,1024,32,32,3,2,16,32,1048576,-9194,23860976
4,true,200000,lz4,2,1,8,1,8,4,1,16,8388608,-4021,24829557
65536,true,200000,lz4,2,0,512,256,6,5,8,1,32,-675,25880069
8,true,40000,lz4,1,128,1,16,9,0,8,2,524288,-5551,26851318
32,true,0,lz4,4,128,1024,32,8,9,1,4,4194304,-5186,27824491
256,true,240000,lz4,64,128,512,64,4,1,64,8,2097152,-8685,28790065
8192,true,360000,lz4,64,64,8,16,5,2,8,8,65536,-29285,29758360
1,true,120000,lz4,16,16,512,1,4,10,2,1,8,-851,30797317
262144,true,80000,lz4,4,64,36,2,0,9,4,16,131072,-28031,31759191
4,true,280000,lz4,32,256,16,256,6,8,128,8,1024,-4385,32737144
256,true,320000,lz4,4,16,2,2,8,2,8,32,1,-7485,33710432
1,true,280000,lz4,32,128,64,1,0,6,1,2,268435456,-8178,34691479
64,true,40000,lz4,256,64,8,32,0,8,32,2,33554432,-5512,35664687
128,true,360000,lz4,8,64,2,32,10,5,4,32,4,-4103,36643891
8,true,240000,lz4,64,20,4,16,1,4,128,32,536870912,-12485,37605758
1024,true,200000,lz4,16,512,128,256,0,0,128,8,536870912,-52525,38562581
512,true,280000,lz4,32,2,32,1,5,4,4,16,134217728,-16188,39524922
16384,true,320000,lz4,8,4,4,2,0,7,8,8,268435456,-76603,40482498
512,true,360000,lz4,16,1024,1024,128,6,3,2,1,4096,-13202,41451799
32768,true,160000,lz4,1,4,36,2,7,8,8,16,4096,-3113,42432204
8192,true,280000,snappy,16,64,128,16,6,2,32,2,131072,-47835,43392165
131072,true,160000,snappy,1,4,4,1,10,5,4,1,2097152,-13355,44351911
1,true,160000,snappy,2,8,1024,64,8,1,64,8,1073741824,-7196,45315408
1024,true,120000,snappy,2,0,8,32,2,9,8,4,1024,-1241,46321637
524288,true,200000,snappy,8,8,256,8,8,5,16,4,8192,-6133,47293419
512,true,240000,snappy,1,20,64,4,10,8,128,16,134217728,-23101,48251104
256,true,0,snappy,1,32,256,16,3,9,64,32,4,-6116,49226596
2048,true,360000,snappy,64,1024,256,4,2,10,32,4,1024,-22392,50194118
16,true,200000,snappy,2,0,256,1,9,2,128,2,2048,-314,51324572
1,true,320000,snappy,256,0,16,64,0,3,4,1,524288,-4955,52297933
524288,true,280000,snappy,1,4,8,4,9,1,64,4,32,-2611,53274726
64,true,280000,snappy,256,2,256,32,5,10,32,32,16384,-3400,54262379
4096,true,240000,snappy,128,256,1024,2,5,7,128,32,1048576,-31974,55221613
16,true,160000,snappy,16,0,1024,32,11,6,2,2,67108864,-4753,56195149
512,true,200000,snappy,4,4,32,-1,2,0,64,8,65536,-3062,57184862
524288,true,400000,snappy,32,0,64,64,8,1,128,4,64,-11721,58156753
32,true,240000,snappy,32,1024,128,64,9,3,32,32,262144,-3813,59143282
65536,true,240000,snappy,256,1024,1024,16,1,3,32,1,8388608,-30812,60101315
4,true,320000,snappy,64,20,1,256,10,5,1,8,1073741824,-9882,61062868
32,true,320000,snappy,16,1024,64,256,2,1,16,16,256,-3904,62047150
4,true,280000,snappy,1,128,64,4,7,7,1,32,67108864,-4512,63019033
4,false,40000,zstd,256,20,2,2,1,6,8,32,512,-14259,64022103
16384,false,40000,zstd,256,8,1024,64,2,1,128,2,4194304,-29537,64982415
512,false,40000,zstd,16,256,8,128,4,10,2,4,16,-23978,65952316
524288,false,40000,zstd,64,8,128,-1,3,6,16,4,8,-4279,66935731
8,false,160000,zstd,128,4,8,1,4,2,128,8,16777216,-93663,67915828
8192,false,80000,zstd,64,32,16,256,10,9,4,32,64,-12839,68890669
8192,false,120000,zstd,8,512,128,8,6,1,16,32,32768,-45317,69857021
524288,false,120000,zstd,32,512,36,256,9,0,128,2,2048,-4924,70833553
8,false,40000,zstd,8,256,16,16,1,2,2,8,131072,-20406,71811125
131072,false,360000,zstd,128,0,16,128,9,3,32,16,64,-4916,72793583
512,false,360000,zstd,256,16,36,-1,9,6,1,2,256,-7115,73785770
256,false,400000,zstd,16,64,128,2,9,3,2,8,256,-10415,74759382
8,false,0,zstd,2,4,256,2,8,7,8,8,262144,-1113,75758923
16,false,240000,zstd,8,64,8,16,9,10,4,1,32,-3470,76796728
4,false,320000,zstd,2,128,32,128,9,4,2,2,524288,-26851,77767833
64,false,80000,zstd,4,1024,512,-1,10,6,32,1,256,-4715,78815097
16384,false,120000,zstd,64,0,16,64,2,5,128,4,512,-16870,79788039
128,false,360000,zstd,32,256,32,1,7,2,32,32,536870912,-106548,80756032
32768,false,80000,zstd,16,512,36,256,1,8,64,4,33554432,-78974,81712309
262144,false,120000,zstd,8,20,128,4,9,4,32,2,524288,-9179,82675788
8192,false,160000,zstd,32,512,1,16,2,3,2,1,16,-24663,83651974
2048,false,80000,lz4,8,512,64,1,7,7,4,2,16384,-14606,84622327
