block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,20,36,-1,-1,10,2,1,67108864,-101642,958143
8192,false,320000,snappy,128,2,1024,128,10,1,32,2,536870912,-109952,1916542
524288,false,80000,snappy,4,512,2,1,2,2,2,1,4096,-5377,2895411
8192,false,280000,snappy,64,2,8,64,5,6,32,8,16384,-25704,3866832
65536,false,160000,snappy,16,8,128,128,10,4,16,4,32768,-15895,4834388
1024,false,120000,snappy,8,256,36,32,0,6,4,2,134217728,-114986,5793464
1024,false,320000,snappy,16,128,36,4,8,0,1,32,65536,-31471,6770503
16384,false,280000,snappy,2,1024,128,16,5,3,64,4,128,-47951,7737321
512,false,160000,snappy,32,128,1,256,6,6,2,16,33554432,-71669,8695090
524288,false,320000,snappy,64,256,1,256,6,3,8,32,4,-1986,9693895
4096,false,320000,snappy,64,4,1024,1,5,2,16,2,32768,-22059,10666593
65536,false,0,snappy,1,16,4,1,3,6,2,32,1048576,-20912,11628336
524288,false,400000,snappy,64,4,8,1,9,9,1,4,512,-10863,12598314
256,false,240000,snappy,8,8,16,128,9,10,4,1,512,-1352,13601718
16,false,40000,snappy,1,512,36,256,9,10,4,32,131072,-23509,14569164
8192,false,320000,snappy,2,64,1,1,8,8,4,8,1073741824,-122871,15527524
128,false,160000,snappy,4,128,32,256,10,7,64,1,64,-15776,16501398
32768,false,280000,snappy,16,256,32,1,5,7,32,4,32,-9757,17471928
8,false,160000,snappy,4,64,4,4,0,1,2,32,524288,-29245,18434896
256,false,0,snappy,8,256,8,4,1,8,8,8,1073741824,-107122,19394523
65536,false,320000,snappy,4,256,2,32,0,2,32,8,134217728,-76101,20352784
64,false,120000,snappy,1,1,1,4,2,7,32,16,4096,-1979,21343312
64,false,160000,lz4,32,1024,8,1,7,1,2,8,4096,-2638,22336710
2048,false,320000,lz4,16,256,36,256,3,0,1,4,2097152,-40559,23294345
65536,false,200000,lz4,4,1024,32,8,3,3,32,2,65536,-30571,24261323
256,false,120000,lz4,32,0,512,4,1,3,16,16,128,-30494,25229587
262144,false,400000,lz4,32,128,36,128,4,2,4,16,4,-5409,26204019
8,false,360000,lz4,8,128,1,2,4,10,128,8,262144,-38742,27169734
16384,false,200000,lz4,64,32,256,64,6,6,1,1,4096,-15793,28147664
262144,false,320000,lz4,128,20,128,-1,0,4,32,8,33554432,-39243,29104450
262144,false,160000,lz4,1,20,64,4,1,8,128,16,16777216,-46391,30061858
1024,false,40000,lz4,16,2,2,8,9,1,16,8,1048576,-62109,31022477
32,false,240000,lz4,1,64,4,4,11,0,2,1,16777216,-69990,31984134
524288,false,240000,lz4,128,20,8,8,2,7,128,16,262144,-4628,32968457
65536,false,40000,lz4,16,1024,16,128,6,4,16,8,64,-17894,33936788
8192,false,280000,lz4,32,32,16,32,11,9,64,8,1073741824,-102873,34895369
256,false,160000,lz4,32,2,1024,64,4,10,64,8,8,-21189,35869703
4,false,200000,lz4,64,64,1,64,2,10,8,8,1073741824,-107807,36828898
32,false,200000,lz4,64,64,1024,16,4,9,4,1,16,-6143,37805595
32768,false,360000,lz4,64,32,2,16,9,5,64,2,256,-20182,38782595
2048,false,200000,lz4,16,20,1024,4,7,5,1,16,8,-4578,39761426
8,false,160000,lz4,256,32,64,8,5,2,32,8,32768,-11310,40734668
8,false,0,lz4,1,1,4,32,11,1,16,32,16,-1383,41742000
32768,false,160000,zstd,4,512,4,-1,8,8,128,1,2097152,-11008,42707884
32,false,400000,zstd,8,1024,32,8,6,5,1,16,536870912,-109839,43717310
8,false,280000,zstd,128,16,64,32,1,10,128,4,134217728,-98767,44686000
16,false,0,zstd,16,2,8,64,5,2,128,4,67108864,-89528,45669761
32768,false,80000,zstd,16,8,4,32,3,2,2,2,4194304,-19645,46629359
128,false,200000,zstd,32,0,16,2,10,3,64,2,16384,-2184,47621711
1024,false,120000,zstd,4,20,512,2,7,8,16,1,1048576,-49017,48582509
131072,false,400000,zstd,16,4,1,-1,0,4,64,8,32768,-5456,49558322
64,false,40000,zstd,64,20,128,2,6,10,4,32,32,-5412,50563078
262144,false,280000,zstd,2,1,128,2,0,5,32,16,8388608,-16267,51522190
1024,false,360000,zstd,1,128,32,256,11,10,1,2,2048,-23132,52492424
512,false,280000,zstd,2,0,4,8,2,9,8,1,8192,-140,53766053
2048,false,80000,zstd,32,2,2,4,1,9,8,32,2048,-16684,54740061
4,false,400000,zstd,1,4,128,8,9,1,8,2,256,-638,55783186
16384,false,120000,zstd,256,32,4,-1,5,7,8,2,536870912,-87040,56741576
1,false,120000,zstd,8,16,36,2,5,5,128,16,262144,-32402,57718303
128,false,320000,zstd,32,512,36,-1,4,10,8,16,268435456,-97792,58767750
128,false,160000,zstd,256,0,16,8,11,1,128,16,1024,-10505,59752903
1,false,80000,zstd,2,16,32,64,10,3,64,16,536870912,-120707,60726041
262144,false,120000,zstd,2,8,16,32,6,4,1,1,134217728,-19230,61685958
16,false,80000,zstd,1,8,64,64,6,2,64,16,268435456,-108962,62654887
65536,true,240000,snappy,256,8,36,256,9,5,2,4,1,-3764,63637778
1024,true,80000,snappy,256,20,256,-1,10,7,16,16,67108864,-8900,64600193
