block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,20,36,-1,-1,10,2,1,67108864,-144202,953070
16384,true,160000,snappy,32,512,128,256,2,5,128,32,2048,-54434,1914778
128,true,120000,zstd,16,1024,8,64,5,1,8,16,1,-2762,2918822
65536,true,160000,zstd,1,0,512,32,2,5,32,16,4096,-1804,3903121
128,false,40000,snappy,2,0,2,32,3,3,32,1,1048576,-2794,4865251
262144,false,120000,zstd,256,8,64,16,5,10,64,32,134217728,-112657,5821579
524288,false,360000,lz4,16,1,64,8,7,0,128,16,32,-19333,6787494
4,true,40000,zstd,256,20,16,-1,6,8,32,4,4,-2011,7781292
16,true,40000,lz4,16,0,64,32,9,0,4,4,32768,-1983,8778364
8192,true,40000,snappy,64,256,1024,256,6,3,64,16,268435456,-104277,9732859
512,true,360000,snappy,8,8,64,16,10,10,2,4,536870912,-22787,10688852
32,false,320000,snappy,64,4,256,256,5,6,16,1,262144,-15278,11655268
16,false,320000,zstd,1,128,2,4,11,2,2,4,2097152,-46687,12622207
512,false,360000,snappy,64,0,64,256,0,9,64,1,65536,-20341,13591382
131072,true,0,snappy,128,0,16,16,5,1,8,2,128,-14500,14554300
32768,false,320000,snappy,4,16,1024,256,10,9,2,32,134217728,-131296,15507680
8,true,0,lz4,128,2,8,4,11,1,2,32,524288,-5081,16474567
512,false,40000,lz4,16,2,1,16,8,9,4,16,4,-4847,17442720
8192,false,120000,zstd,8,4,128,2,6,4,32,16,65536,-10970,18418517
256,false,280000,zstd,32,0,8,-1,1,6,4,32,67108864,-103549,19382182
64,true,320000,snappy,256,128,64,256,0,3,16,32,536870912,-11114,20339569
4096,true,120000,zstd,64,2,4,32,4,7,64,32,536870912,-83142,21294914
256,true,240000,snappy,64,32,4,32,9,9,1,4,1048576,-7350,22255042
256,false,40000,lz4,128,256,256,64,6,5,16,4,512,-31435,23222215
1,false,400000,snappy,16,1,16,256,3,7,16,16,16384,-14959,24195898
4096,false,280000,lz4,64,20,256,4,9,8,32,8,2097152,-96058,25149607
1,false,360000,zstd,16,256,1,32,4,3,4,32,32768,-20869,26131008
131072,true,400000,lz4,16,20,4,1,9,9,4,8,512,-8418,27098291
2048,false,400000,lz4,1,4,1024,4,7,0,32,1,268435456,-155099,28051702
256,false,0,lz4,1,512,16,8,0,8,2,32,67108864,-145790,29006269
8192,false,200000,zstd,8,20,2,-1,10,7,1,8,524288,-7902,29977852
1024,false,0,zstd,128,1,16,2,3,0,64,8,16384,-24927,30964368
1,false,80000,lz4,32,0,32,2,3,9,64,8,128,-14340,31939095
262144,false,160000,zstd,2,4,2,1,2,3,8,16,67108864,-68516,32893531
131072,true,400000,lz4,32,1,512,128,1,4,128,8,512,-23568,33859879
16384,false,320000,snappy,128,1024,36,2,0,0,64,4,2048,-20604,34823346
256,false,120000,lz4,64,0,64,16,11,8,32,16,524288,-77922,35779344
1024,false,40000,snappy,4,20,36,2,2,6,16,1,2097152,-122898,36733326
32,true,200000,lz4,1,512,1,8,1,1,2,1,134217728,-7738,37702404
64,false,80000,lz4,4,512,8,16,6,2,16,16,8,-56789,38667745
4,true,200000,zstd,256,32,512,32,1,6,32,4,64,-2020,39662395
64,true,160000,snappy,2,4,1,32,3,3,1,4,64,-164,40903076
262144,false,0,lz4,256,4,8,32,8,1,1,32,4096,-16006,41867877
16384,true,280000,zstd,128,512,64,-1,5,4,1,2,1073741824,-70012,42822730
256,false,400000,snappy,16,128,512,256,2,1,64,8,16384,-63869,43791897
32768,false,280000,lz4,256,1024,2,2,10,4,16,2,16777216,-95990,44744894
131072,true,320000,zstd,16,20,128,8,5,8,2,8,8,-1711,45732691
131072,true,280000,zstd,64,1,512,1,6,5,8,1,16384,-5817,46711364
16384,true,240000,snappy,4,1,1,8,7,7,4,16,1048576,-27803,47669555
65536,false,80000,lz4,128,32,36,1,2,5,2,2,16384,-14832,48636465
262144,false,120000,lz4,4,2,1,4,3,9,128,2,268435456,-115900,49591491
65536,false,280000,snappy,32,128,36,256,5,7,1,2,1073741824,-132803,50545612
65536,false,200000,snappy,8,2,128,64,10,10,128,32,1024,-30637,51513164
8,false,360000,lz4,32,256,4,8,8,8,64,16,64,-54182,52477966
524288,true,0,zstd,32,8,8,64,1,7,2,16,1048576,-5121,53455086
524288,false,80000,lz4,64,64,128,-1,8,4,8,8,2048,-9971,54424739
524288,false,200000,snappy,128,16,2,-1,4,4,4,8,67108864,-59325,55380672
32768,true,400000,lz4,8,20,64,16,5,5,128,16,512,-65589,56344258
2048,false,360000,zstd,128,4,1,16,5,6,32,1,268435456,-98295,57303903
256,false,0,snappy,2,2,8,4,0,7,128,8,512,-1622,58288300
32,true,160000,zstd,4,32,36,-1,10,7,1,4,67108864,-2988,59281764
32,true,360000,lz4,1,1,36,32,7,10,32,8,524288,-2547,60256291
2048,false,400000,snappy,2,2,128,-1,11,3,16,16,128,-5109,61233051
8192,false,400000,zstd,128,20,2,256,10,7,4,8,8192,-15767,62216423
128,true,40000,zstd,4,128,512,2,4,7,16,2,512,-1713,63238632
64,true,240000,lz4,128,128,1,2,7,7,8,8,65536,-4618,64216295
16,false,400000,snappy,2,2,16,2,10,6,16,8,2097152,-27863,65185312
16,false,400000,lz4,8,64,36,16,4,10,64,4,128,-31157,66159011
4096,false,400000,lz4,32,0,64,256,6,1,128,8,16384,-28310,67126980
2048,true,240000,snappy,64,1,32,2,6,5,64,16,64,-24044,68095400
16,false,200000,snappy,128,20,8,128,5,3,32,8,536870912,-97143,69055716
1,false,240000,zstd,32,20,128,-1,8,3,64,4,2048,-2423,70090603
32768,false,120000,lz4,8,8,2,128,1,5,8,16,16777216,-95609,71044664
8,true,200000,zstd,64,2,16,4,9,4,4,8,1024,-1295,72050187
8192,false,280000,lz4,128,256,8,2,2,7,64,1,128,-18885,73017851
16,true,320000,lz4,16,32,2,4,4,0,64,32,128,-4375,73997174
32768,true,360000,lz4,4,4,128,1,11,2,1,1,32768,-912,75023521
16,false,200000,lz4,128,512,1,-1,8,2,2,4,4194304,-40864,75982509
16,true,360000,zstd,64,1024,1024,2,0,6,8,2,8,-2526,76985964
2048,true,280000,zstd,32,128,256,-1,11,3,32,4,32768,-8855,77966336
1024,false,280000,snappy,128,32,32,2,3,0,16,2,512,-22471,78938074
8192,true,280000,lz4,32,128,16,-1,9,5,8,32,1024,-28245,79902625
16384,true,200000,lz4,128,4,4,4,3,4,64,32,1,-33054,80874068
65536,true,160000,snappy,128,128,8,64,4,7,4,32,4,-16442,81846760
2048,true,160000,lz4,256,128,512,-1,4,5,4,32,1048576,-27697,82805747
262144,false,40000,lz4,32,20,256,16,11,3,2,16,512,-5659,83775735
16,true,200000,zstd,64,1024,2,8,3,0,1,32,16777216,-2263,84772295
4,false,200000,lz4,256,2,512,8,11,8,1,1,8388608,-55684,85730975
1,false,320000,zstd,8,64,8,128,8,9,64,4,1048576,-42905,86701513
64,true,0,snappy,256,512,1024,8,8,8,1,32,8192,-3267,87692439
1,false,400000,snappy,128,256,36,16,3,1,16,1,67108864,-100675,88651016
131072,false,400000,lz4,4,128,256,16,6,2,1,1,33554432,-78133,89609021
524288,false,360000,zstd,128,16,4,4,8,2,8,8,32768,-2291,90606837
4,true,200000,snappy,4,128,1,64,7,4,1,1,524288,-4422,91582313
8,false,40000,zstd,64,8,512,-1,9,1,1,4,2048,-1206,92590145
4096,false,360000,lz4,2,8,36,256,2,10,2,4,128,-2932,93570314
4096,true,0,lz4,2,2,1024,64,3,9,32,2,134217728,-54203,94526807
1,false,80000,snappy,8,512,2,32,1,8,8,2,1048576,-62078,95486730
262144,false,320000,lz4,8,128,64,-1,11,3,64,16,16777216,-72666,96443184
512,false,320000,lz4,32,0,4,8,2,7,16,8,8,-21241,97410362
524288,true,0,lz4,256,1024,64,32,6,8,8,2,65536,-7165,98384470
128,true,400000,lz4,2,2,128,-1,4,6,128,4,8388608,-5421,99356853
131072,true,0,zstd,64,16,512,1,7,8,32,1,64,-5742,100329687
1,true,40000,zstd,1,0,36,4,5,1,1,2,64,-164,101625725
128,true,40000,snappy,16,8,1024,1,9,10,128,32,8388608,-7342,102615906
8192,false,400000,lz4,32,512,2,128,1,10,32,32,33554432,-92802,103572294
512,false,240000,zstd,1,512,2,4,2,10,8,2,4194304,-78604,104533133
1024,true,240000,lz4,1,64,1,32,6,4,128,8,512,-25273,105501442
4,true,160000,snappy,1,256,1024,4,1,6,8,4,4194304,-4479,106471843
1024,true,240000,snappy,8,512,8,128,7,2,1,16,16,-17576,107440867
64,true,80000,zstd,32,8,2,16,1,7,1,4,4096,-436,108613256
1024,false,120000,zstd,8,1,2,64,8,3,2,4,32768,-424,109698886
2048,true,200000,snappy,8,512,32,32,11,7,2,16,4096,-18206,110667437
65536,false,320000,zstd,256,2,1,32,1,8,8,4,16777216,-44429,111626191
512,true,320000,zstd,32,128,8,8,6,8,64,16,1024,-5215,112609046
128,true,80000,snappy,128,64,2,4,11,10,8,4,33554432,-5320,113581926
131072,true,200000,snappy,16,1024,36,64,6,4,8,16,8,-22043,114548760
256,false,240000,lz4,2,8,1024,16,9,3,128,2,16,-2826,115535610
262144,true,280000,zstd,32,64,64,4,0,10,2,2,8388608,-8293,116498198
