block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,20,36,-1,-1,10,2,1,67108864,-135705,957698
8192,true,280000,lz4,256,4,256,256,9,10,16,1,16384,-6476,1981437
16,true,360000,lz4,1,0,32,256,5,9,4,8,67108864,-2796,3005134
512,false,0,lz4,128,4,1,-1,9,9,64,2,512,-19140,3970022
512,false,40000,lz4,256,20,4,64,3,12,1,2,67108864,-104439,4930516
512,true,200000,zstd,128,512,1,2,3,6,64,8,128,-796,5962831
262144,true,80000,zstd,64,1024,64,1,3,12,16,1,8388608,-1623,6948965
262144,true,320000,zstd,256,128,8,128,10,9,8,1,64,-2241,7967578
32,true,360000,snappy,64,20,16,16,9,10,2,32,2097152,-1032,8953756
32768,false,360000,lz4,32,32,2,16,1,5,32,8,1,-28052,9919824
16384,true,400000,zstd,16,512,256,256,10,8,2,16,131072,-13312,10886027
262144,true,400000,lz4,4,1024,64,16,7,8,2,32,512,-13199,11857552
65536,false,0,zstd,16,32,16,64,9,9,8,8,1048576,-13451,12821448
256,true,160000,zstd,64,8,1024,1,4,12,4,1,262144,-1480,13928449
1,true,0,lz4,16,128,32,-1,-1,6,16,32,134217728,-1168,14918318
1,false,320000,zstd,128,512,4,32,3,11,1,16,134217728,-102550,15889884
1,false,320000,zstd,2,0,64,128,-1,12,2,16,67108864,-114389,16863018
1,false,280000,zstd,2,128,1024,64,3,13,1,2,8388608,-48070,17831166
1,false,280000,snappy,8,128,4,256,4,5,1,1,1073741824,-126351,18790508
256,false,40000,snappy,16,128,256,64,8,8,1,1,67108864,-99467,19749358
4096,false,0,snappy,4,20,36,-1,-1,10,2,1,33554432,-130858,20706913
16384,false,0,zstd,1,0,32,32,10,9,1,1,33554432,-82452,21665499
4,false,240000,snappy,4,64,128,-1,2,12,4,1,67108864,-134405,22624782
32,false,0,snappy,64,1,8,1,2,9,4,16,33554432,-87532,23583305
64,false,400000,lz4,32,128,4,-1,-1,13,4,32,1,-12137,24567708
1,false,160000,lz4,256,20,256,-1,3,12,1,1,536870912,-126706,25526950
1,false,160000,lz4,64,512,256,-1,0,12,64,1,33554432,-70935,26490148
64,false,360000,snappy,4,256,128,-1,0,5,1,4,134217728,-148778,27449621
32,false,400000,snappy,8,20,128,-1,1,6,128,2,1073741824,-126811,28408235
8,false,80000,snappy,2,256,2,-1,7,12,32,4,67108864,-161690,29367225
128,false,200000,snappy,1,1024,1,-1,7,6,128,32,1073741824,-254058,30327071
8,false,360000,lz4,16,1024,1,-1,3,11,1,32,1073741824,-126908,31286892
64,false,360000,lz4,4,20,256,8,0,9,4,1,4096,-44423,32255613
32,false,200000,snappy,1,1024,1,-1,7,6,128,32,1073741824,-251802,33214168
