block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,20,36,-1,-1,10,2,1,67108864,-104088,957034
2048,false,200000,zstd,64,4,2,1,9,10,1,4,268435456,-99526,1916601
65536,false,360000,lz4,16,8,1024,16,4,14,16,2,131072,-10329,2882571
1,true,240000,lz4,64,8,16,4,4,14,32,32,128,-4152,3859345
262144,false,200000,zstd,4,20,32,16,3,15,32,16,64,-13076,4827685
2048,false,360000,snappy,32,1,4,2,10,14,8,8,128,-23483,5798248
4096,false,160000,snappy,16,64,32,4,7,11,1,2,2097152,-67717,6755191
2048,true,40000,zstd,256,20,64,-1,8,6,4,16,16777216,-14558,7715341
256,false,360000,zstd,8,64,256,256,9,12,128,16,4194304,-82815,8680947
32,true,360000,lz4,256,20,16,128,6,11,32,8,524288,-5402,9654321
8,false,160000,zstd,1,16,64,2,7,11,8,2,134217728,-108198,10650383
262144,false,320000,zstd,4,2,4,256,6,10,64,1,16384,-529,11697893
512,false,240000,snappy,8,4,2,8,6,8,1,8,256,-982,12709331
524288,true,80000,snappy,256,1,4,1,7,13,8,16,1048576,-3615,13679145
16384,true,280000,zstd,2,1,16,256,6,13,128,4,134217728,-50132,14637395
65536,true,0,zstd,32,64,16,4,3,9,64,16,134217728,-57775,15627961
131072,false,360000,lz4,16,4,512,32,2,12,128,2,33554432,-68194,16584691
256,true,240000,lz4,32,1024,4,4,9,13,4,8,1073741824,-19172,17544143
8192,true,40000,lz4,2,8,1024,2,3,9,1,4,32,-3199,18524503
512,true,400000,snappy,8,64,1,4,6,7,32,8,4096,-12147,19499419
65536,true,280000,snappy,8,64,2,8,2,6,2,2,33554432,-67928,20455603
262144,false,400000,lz4,8,64,64,128,4,10,4,1,134217728,-66447,21449080
4,true,120000,snappy,128,1024,36,128,0,6,128,2,1,-3727,22429413
65536,true,400000,snappy,4,256,512,1,9,5,1,16,8,-9785,23401297
4096,true,120000,lz4,32,64,1024,4,0,9,32,1,134217728,-42900,24359405
1024,false,120000,snappy,8,4,4,256,0,11,8,32,32,-7489,25326754
524288,false,360000,lz4,1,512,16,1,-1,14,32,2,1024,-9230,26298150
1024,true,160000,lz4,4,1024,128,32,8,10,8,4,2097152,-28036,27256509
131072,false,120000,snappy,2,0,8,1,7,12,1,16,256,-555,28298093
16,true,120000,lz4,2,0,8,2,9,14,1,16,1073741824,-8265,29260749
8,true,400000,lz4,2,0,64,128,5,14,2,8,1073741824,-9537,30222859
4,false,120000,lz4,256,2,2,1,10,7,128,32,268435456,-96747,31182442
2048,true,120000,lz4,256,256,16,-1,0,12,16,4,16,-20111,32157937
1,true,160000,lz4,4,128,512,64,7,15,64,1,16777216,-4947,33130884
4096,true,200000,zstd,32,4,16,4,9,9,2,2,524288,-11981,34103728
128,false,120000,lz4,2,256,256,4,3,8,128,1,8192,-20043,35087041
128,false,320000,snappy,4,2,512,1,4,6,16,4,131072,-2269,36074647
64,false,240000,zstd,64,8,64,1,7,10,2,4,32768,-1229,37068321
16384,true,120000,lz4,8,256,36,16,-1,10,32,8,134217728,-72413,38025091
2048,false,120000,zstd,4,1,4,16,7,15,16,4,512,-1182,39018492
1024,false,120000,lz4,2,1,512,32,8,15,16,8,1024,-2352,40006211
32,false,160000,zstd,2,1024,1024,2,4,15,4,4,268435456,-85365,41007445
131072,false,400000,lz4,128,4,512,32,2,7,32,2,67108864,-82368,41965978
128,false,80000,lz4,32,32,128,-1,4,5,4,4,65536,-5513,42944084
65536,false,320000,snappy,32,4,16,4,7,15,16,1,1024,-7094,43911206
512,false,400000,zstd,128,128,8,128,1,6,4,16,262144,-24922,44877007
64,true,80000,snappy,256,16,4,2,3,8,32,32,268435456,-9978,45837922
1,true,0,zstd,64,1024,16,-1,-1,7,1,8,16384,-1770,46916123
1024,true,240000,snappy,2,20,2,-1,5,9,2,2,64,-1583,47914738
262144,true,200000,snappy,32,0,8,128,0,14,32,8,16777216,-48452,48871635
32768,false,200000,lz4,16,2,512,16,1,7,1,4,1073741824,-92864,49828692
8,true,400000,lz4,8,1024,8,16,0,6,8,1,1048576,-5511,50801063
2048,true,400000,snappy,8,128,36,16,7,13,128,16,262144,-32724,51764125
32,true,0,lz4,1,8,256,-1,0,7,32,2,16384,-519,52834573
4096,false,80000,zstd,128,20,32,16,6,14,8,8,8192,-20293,53808919
16384,false,160000,lz4,1,128,8,16,3,15,32,2,4096,-54850,54775340
64,false,200000,zstd,2,4,16,32,0,13,64,16,67108864,-98671,55773783
8,true,400000,lz4,256,2,64,32,5,5,8,2,16,-4109,56767754
8192,true,160000,lz4,16,1024,1,32,10,15,16,32,2097152,-67283,57724224
4,true,40000,snappy,4,8,1024,128,3,5,8,8,8,-2065,58711191
1,true,240000,snappy,64,512,2,16,10,13,8,4,16,-3760,59692959
128,false,400000,zstd,256,256,128,8,6,11,2,4,1048576,-21646,60661598
16,true,0,lz4,256,32,16,64,6,13,128,2,128,-4099,61639708
512,true,80000,zstd,16,8,32,128,4,6,4,32,65536,-1433,62640152
524288,false,0,zstd,8,8,32,256,1,11,1,4,256,-1006,63651433
8192,true,280000,snappy,256,8,2,1,10,15,8,1,1024,-18002,64620970
64,true,0,zstd,32,128,128,2,0,12,128,4,32,-1837,65640307
64,true,120000,lz4,256,2,1,256,8,10,16,8,1073741824,-12810,66601557
262144,false,280000,zstd,1,2,1,256,8,14,32,2,8388608,-22029,67560540
16384,false,80000,snappy,8,2,1,64,3,6,2,16,128,-1809,68550596
256,true,80000,lz4,8,2,16,-1,6,7,64,2,8,-1251,69554542
16384,false,0,snappy,64,32,1024,4,10,6,32,1,1024,-11334,70525912
4096,false,320000,snappy,16,2,1,8,-1,7,16,4,4194304,-81658,71481960
16,true,80000,zstd,64,1024,8,32,0,5,64,32,536870912,-4074,72462287
8,false,120000,lz4,64,1,2,64,10,9,8,4,67108864,-106774,73427517
1024,false,80000,lz4,2,1024,2,2,9,7,2,8,32,-28004,74395536
