block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,20,36,-1,-1,10,2,1,67108864,-136617,955855
512,true,0,snappy,2,1,1024,16,11,0,16,32,2097152,-3267,1939139
8,true,200000,snappy,64,32,1,256,7,2,32,16,256,-595,2971894
16384,true,80000,zstd,2,2,36,64,1,10,64,1,67108864,-25852,3936281
524288,true,400000,zstd,32,64,256,-1,10,9,4,2,65536,-3723,4917357
1,true,80000,lz4,16,20,128,16,6,7,1,8,134217728,-1164,5898010
2048,true,120000,lz4,128,4,256,2,5,6,16,2,262144,-7122,6870631
128,false,240000,snappy,16,512,512,32,6,4,8,16,536870912,-127717,7831812
16,false,280000,snappy,1,1024,16,8,1,2,1,4,128,-27186,8803087
8192,false,280000,zstd,128,16,36,1,0,9,8,16,4,-7841,9784239
65536,false,320000,zstd,4,256,1,64,9,8,2,4,2048,-12210,10755390
1024,false,160000,lz4,256,8,8,4,3,5,128,1,8192,-11022,11730819
262144,false,40000,lz4,8,128,4,256,4,1,32,32,16,-14052,12699175
64,true,400000,snappy,16,0,8,-1,8,3,128,4,524288,-585,13725963
1,true,0,snappy,1,128,128,8,-1,11,128,32,67108864,-1495,14787419
8192,false,0,snappy,128,0,512,64,-1,6,1,1,268435456,-109006,15745726
2048,false,0,lz4,16,64,256,-1,-1,15,16,1,67108864,-95315,16704235
1,false,320000,zstd,4,1024,32,1,7,13,64,8,268435456,-118706,17672745
131072,false,280000,snappy,16,512,32,64,-1,10,16,8,67108864,-59545,18633094
1,true,280000,lz4,4,2,8,32,-1,9,32,2,268435456,-1173,19638343
256,false,0,lz4,1,0,512,4,7,3,4,16,16777216,-148618,20597494
16,false,320000,lz4,4,20,256,32,-1,11,8,4,16777216,-117953,21556772
8192,false,0,lz4,1,256,16,2,8,3,4,8,8388608,-152339,22514303
8192,false,360000,snappy,1,256,2,4,8,0,1,1,16777216,-153411,23471575
1024,false,40000,lz4,1,16,1,128,10,3,16,16,16777216,-105872,24429717
8192,false,240000,zstd,64,256,64,4,7,10,8,8,64,-10754,25411020
8,false,320000,zstd,1,256,8,2,9,3,2,32,4194304,-31014,26380157
8192,false,0,lz4,1,256,2,8,7,2,1,32,67108864,-178637,27338202
64,false,80000,lz4,1,1024,1,8,7,0,2,32,8388608,-74359,28297315
8192,false,0,zstd,1,256,16,2,8,3,1,32,8388608,-54124,29256681
1,false,0,lz4,1,256,2,2,3,0,128,32,16777216,-77894,30215942
32768,false,0,lz4,1,2,4,1,10,0,1,32,8388608,-97725,31173555
8192,false,0,lz4,1,512,2,8,7,2,1,32,67108864,-177820,32132096
8,false,280000,lz4,1,0,4,8,10,0,8,8,16384,-3813,33113916
512,false,0,zstd,1,1,2,64,9,3,1,16,33554432,-101433,34075639
8192,false,0,lz4,128,64,2,4,5,2,2,4,67108864,-86071,35034314
8192,false,0,lz4,1,512,1,8,7,2,1,32,67108864,-176749,35993723
4096,false,0,zstd,2,512,36,8,6,2,2,4,134217728,-120304,36952971
8192,false,200000,lz4,4,2,2,8,8,0,1,32,16777216,-124537,37911049
16384,false,0,lz4,1,256,16,2,8,3,1,32,67108864,-157237,38868925
524288,false,0,snappy,1,16,2,1,8,2,8,32,1073741824,-26280,39828376
65536,false,40000,lz4,1,512,2,8,7,1,1,32,33554432,-110033,40785867
512,false,160000,lz4,1,128,64,16,8,5,1,4,67108864,-197825,41744096
65536,true,120000,zstd,16,512,256,64,4,1,8,16,8192,-8522,42722930
262144,false,120000,snappy,4,8,16,2,3,2,128,8,256,-10331,43698008
2048,false,400000,lz4,1,128,64,8,7,5,1,1,67108864,-196918,44657209
64,false,400000,lz4,1,128,36,16,8,7,1,4,67108864,-161017,45616388
512,false,160000,snappy,1,128,64,16,8,5,1,4,67108864,-202215,46574826
16,false,160000,snappy,1,128,64,128,9,6,1,1,67108864,-161652,47557737
524288,false,400000,zstd,1,1,64,-1,6,0,1,1,67108864,-8690,48531757
256,false,400000,snappy,1,128,256,8,5,2,1,4,134217728,-202177,49490459
256,false,400000,zstd,1,128,64,16,8,4,1,4,67108864,-131453,50483560
65536,false,400000,snappy,1,128,128,16,9,5,1,8,268435456,-119766,51442028
512,false,200000,snappy,1,1024,1,128,7,10,1,2,67108864,-201603,52402628
512,false,400000,snappy,1,128,256,8,5,2,1,4,134217728,-216128,53360903
2048,false,160000,snappy,1,256,1,64,2,12,1,2,67108864,-203921,54322722
512,false,160000,snappy,1,512,256,-1,1,2,1,4,134217728,-222900,55280374
524288,false,200000,lz4,4,512,1024,256,1,15,1,2,134217728,-27967,56239395
512,false,160000,snappy,1,512,1024,-1,1,2,1,4,134217728,-214931,57198194
128,false,160000,snappy,1,512,1024,-1,1,0,1,4,134217728,-187025,58160005
2048,false,360000,snappy,1,512,256,128,0,3,1,4,134217728,-208982,59118454
262144,false,320000,lz4,256,20,256,-1,9,5,16,4,16384,-3369,60111689
4,true,320000,zstd,2,32,1,4,7,5,4,32,256,-274,61236879
4,false,160000,lz4,1,1024,1024,32,2,7,1,1,67108864,-161897,62196856
512,false,400000,snappy,1,64,256,-1,5,2,1,4,134217728,-219064,63154035
512,false,240000,snappy,1,32,256,-1,5,2,1,4,134217728,-219868,64112880
512,true,160000,snappy,1,512,256,-1,1,2,1,4,134217728,-2984,65093875
512,false,240000,snappy,1,4,256,-1,5,2,1,4,134217728,-214651,66052239
512,false,160000,snappy,1,2,256,-1,5,2,1,4,134217728,-221514,67009024
512,false,160000,snappy,1,0,256,-1,5,2,1,4,134217728,-225478,67965761
512,false,120000,snappy,1,0,256,-1,5,2,1,4,134217728,-219476,68922250
512,false,160000,snappy,1,2,128,-1,5,2,1,4,134217728,-228154,69877750
512,false,160000,snappy,1,64,32,-1,0,2,1,2,33554432,-184097,70833600
512,false,160000,lz4,1,0,128,-1,5,2,1,4,134217728,-219046,71791182
512,false,160000,zstd,1,0,128,-1,5,2,1,4,134217728,-179398,72757645
4096,false,160000,snappy,1,2,64,-1,6,9,1,4,134217728,-205574,73714893
512,false,160000,snappy,1,2,128,-1,5,2,2,4,134217728,-218462,74673349
1024,false,120000,snappy,128,2,1024,1,6,2,1,4,134217728,-117651,75631676
512,false,160000,snappy,1,0,128,-1,5,2,1,8,134217728,-218702,76590521
512,false,160000,snappy,1,2,256,-1,5,2,1,1,134217728,-218164,77548339
512,false,160000,snappy,1,2,128,-1,5,2,1,8,536870912,-243601,78509666
262144,false,400000,lz4,32,2,16,4,10,1,128,16,16777216,-14669,79469219
32,true,0,lz4,8,8,36,-1,5,9,8,2,512,-625,80528408
512,false,160000,snappy,1,512,256,-1,1,2,1,16,536870912,-246272,81486841
2048,false,240000,snappy,1,1,4,-1,-1,7,1,8,536870912,-242898,82443449
512,false,160000,snappy,1,2,64,-1,5,2,1,8,536870912,-262297,83403017
8,false,80000,snappy,1,2,36,-1,5,2,1,8,536870912,-238762,84360353
512,false,80000,snappy,1,1024,256,-1,1,2,1,16,536870912,-256571,85318122
512,false,80000,snappy,1,1024,256,-1,1,0,1,16,536870912,-254763,86274319
512,false,80000,snappy,1,1024,64,-1,1,0,1,32,536870912,-259804,87236417
1024,false,200000,snappy,1,1024,64,-1,6,1,1,16,536870912,-257818,88195750
8192,false,400000,snappy,1,1024,64,-1,8,5,1,32,536870912,-219538,89152486
512,false,0,zstd,1,1024,64,-1,1,0,1,16,536870912,-225548,90116506
512,false,80000,snappy,1,1024,64,-1,1,0,8,32,536870912,-244580,91075950
16,false,160000,snappy,1,1024,64,-1,1,1,2,16,536870912,-236538,92035774
4096,false,40000,lz4,2,16,128,2,1,1,4,32,16384,-86274,93000795
512,false,240000,snappy,1,1,1,-1,1,0,1,8,536870912,-259023,93968143
512,false,80000,snappy,1,1024,64,-1,1,0,1,32,1073741824,-268432,94928592
512,false,160000,snappy,1,1,1,-1,1,0,2,8,1073741824,-275561,95886676
512,false,240000,snappy,1,1,1,-1,1,0,32,8,1073741824,-279419,96843768
2048,false,0,snappy,1,128,1,-1,0,7,32,8,1073741824,-267462,97802987
8,false,280000,lz4,1,0,64,8,-1,0,16,16,1073741824,-264675,98760669
32,false,240000,snappy,1,0,32,256,6,8,64,8,1073741824,-261160,99719124
1,false,200000,snappy,1,128,1,-1,6,5,128,8,1073741824,-262340,100676893
1,false,200000,snappy,1,32,1,-1,7,0,8,8,1073741824,-268713,101638067
1,false,200000,snappy,1,1,1,-1,8,0,32,8,1073741824,-270193,102596342
1,false,240000,lz4,1,128,1,-1,6,0,8,8,1073741824,-256938,103557757
512,false,40000,snappy,1,2,64,64,3,8,128,16,1073741824,-277465,104514851
524288,true,120000,zstd,8,512,512,8,4,6,32,2,16,-4152,105490312
131072,false,320000,lz4,4,32,128,4,4,6,128,16,1024,-25874,106457641
256,false,360000,snappy,1,20,128,16,1,10,32,32,1073741824,-263785,107416735
32768,true,360000,snappy,256,16,8,1,0,8,1,32,67108864,-11141,108377691
4096,false,240000,snappy,1,4,64,-1,8,0,64,16,1073741824,-237614,109335711
1024,false,200000,snappy,1,1,1,1,0,9,16,8,1073741824,-270003,110292918
