shared_buffers,work_mem,random_page_cost,effective_io_concurrency,max_wal_size,max_parallel_workers_per_gather,max_parallel_workers,max_worker_processes,checkpoint_timeout,checkpoint_completion_target,effective_cache_size,temp_buffers,wal_buffers,bgwriter_lru_maxpages,bgwriter_delay,default_statistics_target,deadlock_timeout,cost,time,status,seed
1536,35840,3.5,100,24,2,8,4,10,0.9,1048576,12800,11776,50,200,75,6000,-1063.1429430131327,0.1,SUCCESS,1
4608,9216,0.1,1,8,16,8,4,10,0.9,2016383,4608,9728,50,200,115,8000,-1057.853030135024,0.1,SUCCESS,1
5632,17408,6.5,100,4,1,8,4,10,0.9,3145728,9728,2560,1000,300,75,3000,-1081.2349754229342,0.1,SUCCESS,1
1280,35840,6.0,200,24,16,4,4,5,0.9,4194304,13824,12800,100,150,115,1000,-1061.3362897436969,0.1,SUCCESS,1
5632,14336,1.0,200,24,2,4,4,5,0.9,524288,1024,8704,50,200,85,3000,-1052.401854333753,0.1,SUCCESS,1
4096,25600,5.5,400,16,8,8,10,5,0.9,3145728,12800,15872,100,150,85,1000,-1039.0370815516776,0.1,SUCCESS,1
2048,23552,0.1,1,64,4,4,4,10,0.9,1572864,3584,13824,100,200,75,1000,-1032.711210507798,0.1,SUCCESS,1
5632,6144,1.0,200,20,8,4,10,5,0.9,3145728,512,8192,100,150,100,3000,-1101.4237670019854,0.1,SUCCESS,1
2048,21504,0.5,400,24,1,4,10,5,0.9,524288,6656,9728,2000,250,75,500,-1064.7899134503264,0.1,SUCCESS,1
3072,5120,1.1,1,64,4,4,10,5,0.9,3145728,2560,11776,2000,300,115,500,-1078.3080093232406,0.1,SUCCESS,1
2560,10240,3.5,400,16,8,8,10,5,0.9,4194304,14848,10752,2000,150,95,3000,-1079.183255958348,0.1,SUCCESS,1
5120,10240,1.0,200,20,2,4,10,5,0.9,1572864,512,512,500,200,125,8000,-1012.794480885437,0.1,SUCCESS,1
896,13312,6.0,100,16,4,8,4,5,0.9,1048576,7680,9728,50,500,100,3000,-996.8919317256187,0.1,SUCCESS,1
5120,6144,0.1,1,20,4,8,4,5,0.9,2016383,1024,8704,100,200,125,1000,-1006.0256167414452,0.1,SUCCESS,1
2048,25600,0.5,200,32,8,4,10,10,0.9,1572864,512,12800,2000,200,95,3000,-1090.986965926297,0.1,SUCCESS,1
4096,27648,2.5,100,20,2,8,4,10,0.9,3145728,11776,9728,500,300,125,500,-1064.2343242089314,0.1,SUCCESS,1
6656,6990,0.1,400,24,4,4,10,10,0.9,3145728,1024,8192,1000,250,75,3000,-1044.5163722090092,0.1,SUCCESS,1
6656,4096,0.5,400,24,4,4,10,5,0.9,1048576,512,3584,50,150,75,8000,-1065.455275595716,0.1,SUCCESS,1
3072,30720,0.5,400,24,1,4,4,10,0.9,2016383,7680,5632,100,500,75,3000,-1012.0762618616452,0.1,SUCCESS,1
3584,14336,6.0,100,20,8,8,4,10,0.9,3145728,12800,7680,100,150,95,3000,-1066.7037037363257,0.1,SUCCESS,1
3072,27648,0.1,300,64,8,4,4,10,0.9,3145728,512,12800,2000,150,125,1000,-1070.6498870053954,0.1,SUCCESS,1
2560,8192,3.0,1,16,1,4,4,10,0.9,3145728,10752,3584,500,200,85,6000,-1068.6569726745029,0.1,SUCCESS,1
2560,14336,0.5,200,64,1,8,4,10,0.9,2016383,9728,1536,100,500,75,500,-1048.14179936067,0.1,SUCCESS,1
1280,35840,1.0,100,16,16,8,4,5,0.9,3145728,512,15872,2000,150,115,3000,-973.2238552567944,0.1,SUCCESS,1
5120,5120,4.5,400,4,16,8,10,5,0.9,524288,512,3584,2000,300,100,8000,-1089.535115702534,0.1,SUCCESS,1
4096,6990,8.0,1,32,4,4,10,10,0.9,8388608,2560,11776,1000,300,75,3000,-1061.3207956760866,0.1,SUCCESS,1
2048,14336,1.1,200,24,4,4,4,5,0.9,2016383,2560,4608,2000,150,125,6000,-1100.7539843841214,0.1,SUCCESS,1
2048,27648,5.5,1,64,4,4,4,10,0.9,1572864,13824,9728,1500,200,85,3000,-1150.001680492805,0.1,SUCCESS,1
1280,46080,4.0,1,64,4,4,4,10,0.9,1572864,14848,9728,1500,300,85,3000,-1091.4711891953327,0.1,SUCCESS,1
1280,46080,8.0,1,64,8,4,10,10,0.9,524288,12800,7680,2000,500,115,1000,-1046.484997880868,0.1,SUCCESS,1
1280,25600,5.5,1,64,2,4,4,10,0.9,2016383,13824,1536,2000,200,75,6000,-1088.1841221092732,0.1,SUCCESS,1
2048,27648,5.5,1,64,4,4,4,10,0.9,1572864,13824,9728,1500,200,75,3000,-1097.152837860804,0.1,SUCCESS,1
5120,17408,1.1,400,64,8,4,10,10,0.9,1572864,512,2560,50,150,100,1000,-1102.125567979128,0.1,SUCCESS,1
4096,27648,8.0,1,32,4,4,4,5,0.9,1572864,2560,3584,2000,300,115,1000,-1040.2996769748136,0.1,SUCCESS,1
6144,10240,1.0,300,64,4,4,10,10,0.9,1048576,512,2560,1500,300,100,500,-1130.2023764945832,0.1,SUCCESS,1
5120,21504,1.0,300,64,4,4,4,10,0.9,2016383,9728,2560,1500,500,125,500,-1087.2583134954873,0.1,SUCCESS,1
7168,29696,1.1,300,64,8,4,4,10,0.9,1048576,512,2560,1500,300,95,500,-1065.6737474909307,0.1,SUCCESS,1
5632,10240,2.0,300,64,4,4,10,10,0.9,1048576,512,1536,50,250,100,3000,-1104.9388738764635,0.1,SUCCESS,1
2048,9216,0.1,400,64,4,4,4,10,0.9,1048576,512,9728,1500,500,85,500,-1141.4654729810509,0.1,SUCCESS,1
2048,9216,0.1,400,64,4,4,4,10,0.9,1572864,512,9728,2000,500,85,500,-1118.0198017164691,0.1,SUCCESS,1
1536,19456,1.1,400,64,4,4,4,10,0.9,1572864,512,8704,2000,500,85,500,-1059.6932763462555,0.1,SUCCESS,1
3072,6990,0.1,400,64,4,4,10,10,0.9,2016383,512,6656,2000,500,100,500,-1084.5764347318036,0.1,SUCCESS,1
2048,25600,6.5,200,64,8,8,4,10,0.9,1572864,3584,8704,1500,150,125,6000,-1107.8037492858737,0.1,SUCCESS,1
2048,9216,0.5,400,64,16,4,10,10,0.9,524288,512,9728,2000,500,75,500,-1027.5795921605104,0.1,SUCCESS,1
2048,10240,2.0,200,64,4,4,10,10,0.9,1048576,1024,10752,1000,300,100,6000,-1069.568653896306,0.1,SUCCESS,1
2048,9216,0.1,400,64,4,4,4,10,0.9,2016383,512,9728,1500,500,85,500,-1132.8210806120678,0.1,SUCCESS,1
4096,27648,6.5,300,64,4,4,4,10,0.9,1048576,4608,512,2000,150,75,1000,-1062.3674423996283,0.1,SUCCESS,1
6144,10240,1.0,300,24,4,4,10,10,0.9,1048576,512,2560,1500,300,115,500,-1094.706253517343,0.1,SUCCESS,1
3584,4096,7.5,1,4,8,8,10,5,0.9,8388608,7680,8192,2000,200,75,500,-1058.8814081107694,0.1,SUCCESS,1
7168,15360,4.0,1,64,16,4,4,10,0.9,2016383,6656,5632,100,150,75,1000,-1087.684803183435,0.1,SUCCESS,1
6144,35840,5.5,400,64,8,4,10,5,0.9,2016383,512,8704,50,150,85,6000,-1110.5682316469772,0.1,SUCCESS,1
1280,9216,1.5,400,64,4,4,4,10,0.9,1048576,512,9728,1500,500,85,500,-1003.3603633444664,0.1,SUCCESS,1
4608,29696,5.5,1,64,16,8,4,10,0.9,2016383,13824,9728,2000,150,75,3000,-1043.8901015396198,0.1,SUCCESS,1
6656,9216,1.0,400,32,4,4,4,10,0.9,2016383,512,1536,2000,150,125,500,-1116.0761884307306,0.1,SUCCESS,1
6144,9216,5.5,400,64,8,4,10,5,0.9,8388608,3584,8704,1500,200,115,3000,-1081.7078966785234,0.1,SUCCESS,1
2048,29696,5.5,400,64,8,4,10,5,0.9,2016383,512,8704,50,150,85,6000,-1117.1974022589263,0.1,SUCCESS,1
2048,35840,1.1,400,32,4,8,4,5,0.9,1048576,512,1536,100,500,125,1000,-1164.602459762373,0.1,SUCCESS,1
2048,35840,1.1,400,32,4,8,4,5,0.9,1048576,512,1536,100,500,100,1000,-1083.2144483441564,0.1,SUCCESS,1
2048,7168,5.5,400,24,4,4,10,10,0.9,2016383,512,512,100,500,125,6000,-1030.6129472098917,0.1,SUCCESS,1
2048,27648,1.1,400,64,4,4,4,10,0.9,1572864,512,1536,50,500,125,1000,-1085.0331608742174,0.1,SUCCESS,1
2048,51200,0.1,400,64,4,4,10,10,0.9,2016383,512,10752,500,150,85,1000,-1149.7075619063858,0.1,SUCCESS,1
5632,40960,1.5,400,24,4,4,4,10,0.9,8388608,512,11776,500,300,85,6000,-987.0010229606262,0.1,SUCCESS,1
2048,46080,0.5,400,24,4,8,4,5,0.9,1048576,512,1536,100,150,125,1000,-1107.947401013775,0.1,SUCCESS,1
2048,35840,0.1,300,32,4,4,4,10,0.9,2016383,512,7680,1500,300,85,6000,-1125.486417975729,0.1,SUCCESS,1
2048,30720,0.1,200,64,4,4,10,10,0.9,1048576,512,9728,100,500,85,8000,-1081.8177104873048,0.1,SUCCESS,1
2048,35840,0.1,400,32,4,4,10,10,0.9,2016383,512,7680,2000,300,85,500,-1056.9962812276876,0.1,SUCCESS,1
7168,9216,6.0,400,32,16,8,10,10,0.9,1048576,512,14848,1000,500,125,6000,-1108.2210860150915,0.1,SUCCESS,1
1536,19456,3.0,1,16,16,4,10,10,0.9,1048576,7680,5632,100,200,115,1000,-1148.9312995429038,0.1,SUCCESS,1
2048,46080,0.1,400,24,4,4,10,5,0.9,2016383,512,10752,500,150,85,1000,-1072.6990258730757,0.1,SUCCESS,1
2048,29696,0.5,400,32,8,8,4,5,0.9,1048576,512,1536,100,500,125,1000,-1141.7598001537926,0.1,SUCCESS,1
2048,51200,0.5,400,64,4,4,10,10,0.9,2016383,512,10752,500,150,85,1000,-1141.086767980996,0.1,SUCCESS,1
5632,51200,1.1,400,24,16,4,10,10,0.9,1572864,512,10752,2000,500,85,1000,-1184.2795922485889,0.1,SUCCESS,1
7168,51200,0.1,400,64,16,4,10,10,0.9,3145728,512,1536,50,250,125,6000,-1115.966875895473,0.1,SUCCESS,1
5120,51200,0.5,300,24,16,4,4,10,0.9,1572864,512,10752,1000,500,85,500,-1113.5872001856535,0.1,SUCCESS,1
1792,51200,1.1,400,24,4,4,4,10,0.9,6291456,512,6656,50,500,75,8000,-1147.0030806829648,0.1,SUCCESS,1
1792,51200,0.5,300,64,8,8,10,10,0.9,8388608,512,1536,2000,250,75,1000,-1151.9532247298305,0.1,SUCCESS,1
6656,51200,1.1,400,32,16,4,10,10,0.9,1048576,8704,11776,2000,300,125,8000,-1148.4770660819224,0.1,SUCCESS,1
896,6990,6.0,300,64,2,8,10,5,0.9,1572864,5632,4608,2000,150,115,500,-1123.0375158743254,0.1,SUCCESS,1
1280,51200,1.1,1,64,1,4,10,10,0.9,1048576,512,10752,2000,500,85,1000,-1089.9236565642814,0.1,SUCCESS,1
1024,5120,4.0,300,8,2,4,10,10,0.9,1572864,4608,10752,100,300,100,8000,-1112.4057023777837,0.1,SUCCESS,1
1024,51200,1.1,400,24,4,8,4,5,0.9,4194304,8704,9728,2000,200,95,3000,-1119.4726936554414,0.1,SUCCESS,1
2048,51200,1.1,300,64,4,4,10,5,0.9,1048576,9728,14848,2000,500,75,1000,-1068.6049463053362,0.1,SUCCESS,1
1792,51200,1.1,400,64,8,8,10,10,0.9,8388608,512,1536,2000,300,75,500,-1134.5078255720398,0.1,SUCCESS,1
5632,19456,1.0,200,32,2,8,4,10,0.9,1048576,10752,7680,1500,250,125,3000,-1098.0847915785707,0.1,SUCCESS,1
5632,51200,1.1,400,24,16,4,4,10,0.9,1572864,512,10752,2000,500,75,1000,-1151.9965823610785,0.1,SUCCESS,1
5632,51200,1.5,400,24,16,4,4,10,0.9,1572864,512,11776,2000,500,75,1000,-1170.5619211342655,0.1,SUCCESS,1
5632,51200,3.0,400,24,16,4,10,10,0.9,1572864,512,10752,2000,500,85,1000,-1165.1067855511078,0.1,SUCCESS,1
5632,51200,1.1,400,24,16,4,4,10,0.9,1572864,512,10752,2000,500,75,500,-1143.1129200543303,0.1,SUCCESS,1
4096,13312,4.5,200,16,8,4,10,10,0.9,3145728,1536,13824,500,500,100,1000,-1125.0053263501943,0.1,SUCCESS,1
5632,29696,1.1,300,20,4,4,10,5,0.9,524288,1536,10752,2000,200,125,3000,-1104.186457752065,0.1,SUCCESS,1
6144,51200,1.5,300,24,8,4,10,10,0.9,4194304,2560,4608,1500,500,85,3000,-1052.3977319098587,0.1,SUCCESS,1
3584,51200,1.5,400,64,2,4,10,10,0.9,2016383,512,12800,100,200,75,500,-1127.340927366995,0.1,SUCCESS,1
1536,51200,0.1,400,16,8,4,10,10,0.9,524288,512,7680,100,500,125,1000,-1122.31159961993,0.1,SUCCESS,1
5632,51200,1.1,400,16,16,4,10,10,0.9,524288,512,8192,2000,500,85,8000,-1148.2521025158355,0.1,SUCCESS,1
4096,51200,2.0,400,8,16,8,10,10,0.9,524288,1024,11776,2000,500,85,1000,-1090.4883043468767,0.1,SUCCESS,1
896,51200,7.5,300,32,16,4,4,5,0.9,524288,5632,512,50,250,75,500,-1122.8093658391415,0.1,SUCCESS,1
5632,51200,6.0,400,20,4,4,4,10,0.9,1572864,512,1536,2000,500,85,1000,-1137.8002823579066,0.1,SUCCESS,1
1280,51200,3.5,400,20,16,4,4,10,0.9,6291456,512,1536,500,500,85,1000,-1103.3386525542696,0.1,SUCCESS,1
4608,51200,3.0,400,20,16,4,4,10,0.9,1572864,512,9728,2000,500,85,1000,-1115.32884393377,0.1,SUCCESS,1
5632,51200,1.5,400,24,16,4,4,5,0.9,1572864,512,11776,2000,500,75,1000,-1162.9282354419108,0.1,SUCCESS,1
1792,51200,0.5,300,64,8,8,4,10,0.9,8388608,512,1536,100,150,75,1000,-1161.9234349303715,0.1,SUCCESS,1
5632,51200,6.0,200,24,8,4,10,10,0.9,1572864,512,11776,2000,150,95,6000,-1070.7885356956888,0.1,SUCCESS,1
2560,51200,1.0,1,4,4,4,10,5,0.9,2016383,11776,4608,1500,300,85,1000,-1105.2448697882985,0.1,SUCCESS,1
5632,51200,3.0,400,24,1,8,10,10,0.9,1572864,512,10752,2000,500,85,1000,-1096.127523678738,0.1,SUCCESS,1
5632,51200,1.5,400,20,16,4,10,10,0.9,1572864,512,10752,2000,150,85,1000,-1021.612452363622,0.1,SUCCESS,1
5632,51200,1.0,400,24,16,4,4,10,0.9,1572864,1024,11776,2000,150,85,1000,-1090.8594124637837,0.1,SUCCESS,1
896,12288,5.5,400,16,1,4,10,5,0.9,2016383,10752,11776,2000,150,75,1000,-1057.5993618864595,0.1,SUCCESS,1
5632,51200,1.5,1,24,16,8,4,10,0.9,1572864,512,11776,2000,500,75,1000,-1092.9009028584137,0.1,SUCCESS,1
5632,51200,1.5,400,32,16,4,4,10,0.9,1572864,512,10752,1500,500,85,1000,-1037.602869337379,0.1,SUCCESS,1
5120,7168,0.5,1,8,4,8,10,5,0.9,4194304,9728,14848,1500,200,100,1000,-1116.1345931547253,0.1,SUCCESS,1
640,11264,1.1,300,32,8,4,4,5,0.9,3145728,14848,15872,1500,300,115,8000,-1006.4549222127764,0.1,SUCCESS,1
5632,51200,1.1,400,20,16,4,10,10,0.9,1572864,512,8704,1500,500,85,3000,-1090.6655734471178,0.1,SUCCESS,1
2048,51200,1.1,300,24,4,4,10,10,0.9,2016383,512,10752,500,150,75,500,-1062.814743731376,0.1,SUCCESS,1
2048,29696,1.1,400,32,4,8,4,5,0.9,2016383,512,1536,100,500,125,1000,-1104.8910614424178,0.1,SUCCESS,1
2560,51200,7.0,400,20,4,4,4,10,0.9,1048576,5632,3584,2000,300,115,1000,-1059.8730591653705,0.1,SUCCESS,1
1536,51200,0.5,300,64,8,8,10,10,0.9,2016383,512,1536,2000,300,75,1000,-1100.3177814235278,0.1,SUCCESS,1
1024,51200,1.1,400,24,16,4,10,10,0.9,1048576,2560,4608,2000,500,95,8000,-1001.1149924365762,0.1,SUCCESS,1
5632,51200,1.5,400,24,16,4,4,5,0.9,1572864,512,11776,2000,150,75,1000,-1090.440475289569,0.1,SUCCESS,1
5632,46080,1.5,400,24,16,4,10,10,0.9,1572864,512,11776,2000,500,75,1000,-1109.4614501774538,0.1,SUCCESS,1
1792,51200,0.5,300,64,16,4,10,10,0.9,4194304,512,1536,2000,500,85,500,-1072.4346708751618,0.1,SUCCESS,1
2048,35840,1.0,400,64,4,8,4,5,0.9,1048576,512,1536,100,500,125,1000,-1051.3196804401894,0.1,SUCCESS,1
5632,51200,1.1,400,24,16,4,10,10,0.9,1572864,512,8704,2000,500,85,1000,-1151.0004546298585,0.1,SUCCESS,1
6656,51200,1.5,400,24,16,4,4,10,0.9,1572864,1024,11776,2000,500,75,8000,-1068.6645135959975,0.1,SUCCESS,1
5632,51200,1.1,400,64,16,4,4,10,0.9,1572864,512,10752,2000,500,85,1000,-1100.669016809056,0.1,SUCCESS,1
1280,51200,1.0,200,16,16,8,4,5,0.9,3145728,4608,13824,50,150,125,3000,-1014.2611380603048,0.1,SUCCESS,1
1792,46080,4.5,300,32,4,4,10,5,0.9,6291456,512,1536,100,150,75,1000,-1083.526757406342,0.1,SUCCESS,1
1280,51200,4.0,400,4,4,8,4,5,0.9,2016383,512,3584,500,500,75,6000,-1134.0713388458498,0.1,SUCCESS,1
7168,12288,6.5,100,16,4,4,10,5,0.9,524288,13824,9728,50,300,100,3000,-1126.126482659476,0.1,SUCCESS,1
2560,51200,0.5,400,16,4,4,4,10,0.9,2016383,512,12800,100,200,100,8000,-1128.999671227769,0.1,SUCCESS,1
1792,51200,0.5,300,16,8,4,10,10,0.9,8388608,512,1536,2000,500,75,500,-1126.371676604159,0.1,SUCCESS,1
2048,35840,1.1,400,32,8,8,4,5,0.9,1048576,1536,1536,100,150,125,6000,-1141.3338828634855,0.1,SUCCESS,1
1536,7168,4.0,1,8,16,8,10,10,0.9,1048576,1536,9728,500,250,125,3000,-1024.358228442255,0.1,SUCCESS,1
1280,6990,6.0,400,32,4,4,4,10,0.9,8388608,3584,2560,1000,200,115,500,-1086.554695635244,0.1,SUCCESS,1
1536,51200,4.5,400,20,4,4,4,10,0.9,8388608,512,6656,50,300,75,8000,-1116.841770610685,0.1,SUCCESS,1
2048,30720,0.5,400,32,4,4,4,5,0.9,1048576,1536,1536,100,500,125,1000,-1059.9809463654476,0.1,SUCCESS,1
1792,51200,0.5,300,64,8,8,4,10,0.9,8388608,512,1536,100,150,75,500,-1131.0015168730558,0.1,SUCCESS,1
5632,51200,0.5,400,24,2,4,10,10,0.9,1572864,512,10752,2000,500,85,1000,-1089.351094641059,0.1,SUCCESS,1
2048,35840,1.0,400,32,8,8,10,5,0.9,2016383,1536,3584,2000,250,125,3000,-1058.210905137687,0.1,SUCCESS,1
3072,46080,1.0,300,64,8,8,4,10,0.9,8388608,512,1536,100,150,75,1000,-1122.1316293185323,0.1,SUCCESS,1
7168,6990,7.5,200,20,8,4,10,5,0.9,2016383,2560,12800,1000,300,115,6000,-1122.2421777280883,0.1,SUCCESS,1
5632,29696,1.1,400,24,16,4,4,10,0.9,1572864,512,10752,2000,500,75,1000,-1159.5765421440492,0.1,SUCCESS,1
5632,51200,1.1,400,24,16,4,4,10,0.9,1572864,512,8704,2000,500,75,500,-1098.2735126233465,0.1,SUCCESS,1
5632,30720,1.0,400,24,16,4,4,5,0.9,1572864,512,9728,2000,500,75,1000,-1120.125950408057,0.1,SUCCESS,1
2048,15360,0.5,400,32,16,8,4,10,0.9,2016383,512,1536,1500,300,125,500,-1119.659218623421,0.1,SUCCESS,1
4096,19456,3.5,400,4,4,4,10,5,0.9,8388608,12800,13824,1000,300,125,500,-1045.5673384498389,0.1,SUCCESS,1
1792,29696,1.1,300,32,8,8,4,10,0.9,2016383,512,2560,100,250,75,1000,-1100.0098521513426,0.1,SUCCESS,1
5632,29696,1.1,400,24,16,4,4,5,0.9,1572864,512,10752,2000,500,75,500,-1057.7164878346723,0.1,SUCCESS,1
2048,35840,5.5,400,32,16,8,4,5,0.9,1048576,512,1536,2000,150,125,3000,-1087.4412271809197,0.1,SUCCESS,1
4608,51200,3.0,300,8,4,8,4,10,0.9,4194304,512,1536,50,500,125,6000,-1134.4768759729936,0.1,SUCCESS,1
1792,51200,0.5,300,64,4,8,4,10,0.9,8388608,512,1536,100,150,75,1000,-1068.474819793385,0.1,SUCCESS,1
5632,27648,1.1,400,32,16,4,4,10,0.9,2016383,512,10752,2000,500,75,1000,-980.8502576962674,0.1,SUCCESS,1
1536,51200,5.5,400,24,16,8,10,5,0.9,6291456,512,14848,2000,500,85,1000,-1100.0632793836571,0.1,SUCCESS,1
1792,51200,3.5,300,20,2,8,4,5,0.9,1048576,1536,9728,500,500,125,6000,-1043.152476075844,0.1,SUCCESS,1
2560,46080,0.5,300,64,8,8,10,10,0.9,8388608,512,1536,2000,500,75,8000,-1106.6396508607231,0.1,SUCCESS,1
5632,29696,1.1,400,64,16,4,4,10,0.9,1572864,512,10752,2000,150,75,1000,-1044.8452955805112,0.1,SUCCESS,1
1536,12288,6.0,1,16,4,4,10,5,0.9,1048576,2560,4608,50,150,115,3000,-1025.0805131378218,0.1,SUCCESS,1
2048,29696,0.5,400,32,8,4,4,5,0.9,1048576,512,1536,1000,500,125,1000,-1098.4041394022497,0.1,SUCCESS,1
2048,27648,6.5,300,64,4,4,4,5,0.9,1048576,9728,1536,100,200,100,6000,-1053.857067101357,0.1,SUCCESS,1
7168,19456,2.0,100,20,8,8,10,10,0.9,1048576,7680,3584,100,250,125,6000,-1123.7158498785166,0.1,SUCCESS,1
1792,51200,0.5,300,64,8,4,10,10,0.9,8388608,512,1536,2000,150,75,1000,-1054.6490978883166,0.1,SUCCESS,1
1792,17408,3.5,400,24,16,4,4,10,0.9,1048576,512,1536,500,500,75,1000,-1133.7449533860763,0.1,SUCCESS,1
6144,46080,5.0,300,16,8,8,4,10,0.9,4194304,512,1536,2000,500,125,3000,-1059.23204634423,0.1,SUCCESS,1
1792,51200,0.5,400,64,4,8,10,10,0.9,8388608,512,1536,2000,250,75,1000,-1062.2801895349262,0.1,SUCCESS,1
5632,51200,1.5,400,24,16,4,10,5,0.9,2016383,512,10752,2000,500,75,1000,-1067.2117441040689,0.1,SUCCESS,1
5632,51200,1.5,400,24,16,4,10,10,0.9,1572864,512,11776,2000,500,95,1000,-1041.0929209611415,0.1,SUCCESS,1
1792,14336,0.1,300,24,4,4,4,10,0.9,2016383,512,5632,2000,500,75,6000,-1139.230692094312,0.1,SUCCESS,1
1792,21504,0.1,300,24,4,4,4,10,0.9,1572864,512,1536,2000,500,75,500,-1107.7083574383546,0.1,SUCCESS,1
1792,9216,0.1,400,64,8,4,4,5,0.9,2016383,512,2560,1500,500,85,500,-1142.40329998909,0.1,SUCCESS,1
2048,29696,1.1,400,32,4,8,4,5,0.9,2016383,512,1536,100,150,125,500,-1098.519666643222,0.1,SUCCESS,1
2048,40960,4.5,400,24,16,8,10,10,0.9,4194304,512,2560,2000,200,75,500,-1111.7130997711804,0.1,SUCCESS,1
5632,29696,1.1,400,24,4,4,4,10,0.9,1572864,512,8704,2000,500,75,1000,-1131.1714721466496,0.1,SUCCESS,1
1792,29696,0.1,400,24,16,4,4,10,0.9,2016383,512,10752,2000,500,75,3000,-1037.36040444975,0.1,SUCCESS,1
4608,12288,0.1,300,32,4,4,4,5,0.9,4194304,512,1536,1500,500,75,8000,-1119.1631680665082,0.1,SUCCESS,1
4608,40960,1.1,300,32,8,8,10,10,0.9,1572864,512,10752,2000,200,75,500,-1086.9480794929136,0.1,SUCCESS,1
1280,51200,1.0,300,16,8,8,10,10,0.9,4194304,512,1536,2000,250,75,1000,-1171.666659890528,0.1,SUCCESS,1
896,51200,3.0,400,24,16,4,10,10,0.9,1572864,512,10752,2000,500,85,1000,-1083.446741776865,0.1,SUCCESS,1
1792,30720,0.5,400,64,8,8,10,10,0.9,1048576,512,1536,1500,250,75,500,-1089.01357021916,0.1,SUCCESS,1
1792,46080,1.0,300,64,8,8,4,10,0.9,8388608,512,1536,2000,250,75,8000,-1127.9476470053887,0.1,SUCCESS,1
1280,51200,1.0,200,16,8,8,10,10,0.9,4194304,512,1536,2000,200,75,1000,-1091.332510232165,0.1,SUCCESS,1
2048,35840,0.5,300,20,8,8,10,5,0.9,1048576,512,1536,100,500,125,1000,-1158.681398088181,0.1,SUCCESS,1
2048,35840,0.5,200,20,8,8,10,5,0.9,1048576,512,1536,100,500,125,1000,-1149.339187007264,0.1,SUCCESS,1
5632,35840,1.0,300,20,8,8,10,10,0.9,2016383,512,1536,100,500,125,3000,-1107.8112528706774,0.1,SUCCESS,1
2048,35840,0.5,1,20,8,8,4,5,0.9,1048576,512,1536,100,500,125,1000,-1154.7450057197716,0.1,SUCCESS,1
2048,35840,0.1,1,20,8,8,4,5,0.9,1048576,512,1536,100,300,125,1000,-1106.382851230694,0.1,SUCCESS,1
5632,35840,1.1,400,20,16,4,4,10,0.9,1572864,512,10752,2000,500,75,1000,-1104.0623885373184,0.1,SUCCESS,1
768,35840,0.5,300,4,16,8,10,10,0.9,2016383,512,4608,50,250,125,1000,-1132.370291627291,0.1,SUCCESS,1
1792,46080,1.0,400,64,8,8,4,10,0.9,8388608,512,1536,100,500,75,1000,-1129.0949368817112,0.1,SUCCESS,1
1280,46080,1.0,300,16,8,8,10,10,0.9,4194304,512,1536,100,250,75,1000,-1139.0570249763643,0.1,SUCCESS,1
1792,30720,0.5,300,64,8,8,4,5,0.9,2016383,512,1536,100,500,75,1000,-1107.1539167661613,0.1,SUCCESS,1
1792,29696,1.0,300,24,8,8,10,10,0.9,4194304,512,1536,2000,250,75,6000,-1137.4824886824408,0.1,SUCCESS,1
2048,35840,1.1,400,32,8,8,4,5,0.9,1048576,512,1536,100,500,125,500,-1118.6274319986987,0.1,SUCCESS,1
1792,46080,4.0,1,20,16,4,10,5,0.9,1048576,512,8192,50,500,125,500,-1156.662742457955,0.1,SUCCESS,1
1792,35840,7.0,100,20,4,4,4,5,0.9,2016383,512,5632,100,500,115,500,-1129.7857129691788,0.1,SUCCESS,1
1792,30720,4.0,1,20,16,4,10,5,0.9,1048576,512,8192,50,500,125,500,-1137.3550494672086,0.1,SUCCESS,1
1792,30720,7.0,300,20,4,8,4,10,0.9,524288,512,5632,50,500,115,6000,-1146.134861713407,0.1,SUCCESS,1
5632,51200,1.5,400,24,4,4,4,5,0.9,2016383,512,11776,2000,500,75,500,-1163.062095927616,0.1,SUCCESS,1
5632,8192,6.0,1,20,8,4,4,5,0.9,6291456,512,2560,50,500,75,500,-1144.7003269354136,0.1,SUCCESS,1
2048,25600,1.0,300,24,4,8,10,10,0.9,2016383,512,8704,2000,500,75,500,-1076.0031928126964,0.1,SUCCESS,1
6144,23552,8.0,1,20,4,4,4,10,0.9,4194304,512,5632,100,500,125,1000,-1150.5374181112986,0.1,SUCCESS,1
5632,8192,4.5,100,20,16,8,4,10,0.9,3145728,512,7680,100,500,115,1000,-1112.3784983872558,0.1,SUCCESS,1
5632,30720,1.1,400,24,4,4,4,5,0.9,524288,512,11776,2000,500,75,500,-1138.7423359475908,0.1,SUCCESS,1
5632,30720,1.1,400,24,16,4,10,10,0.9,2016383,512,9728,2000,500,85,1000,-1104.7774195964212,0.1,SUCCESS,1
5632,29696,1.1,400,24,4,4,4,10,0.9,2016383,512,8704,2000,500,75,3000,-1074.5632358369396,0.1,SUCCESS,1
5632,11264,2.0,1,20,8,4,4,5,0.9,6291456,512,1536,50,500,75,500,-1125.5395187841943,0.1,SUCCESS,1
2560,30720,1.1,400,24,8,4,10,10,0.9,524288,512,10752,2000,500,75,1000,-1162.1745958479169,0.1,SUCCESS,1
