shared_buffers,work_mem,random_page_cost,effective_io_concurrency,max_wal_size,max_parallel_workers_per_gather,max_parallel_workers,max_worker_processes,checkpoint_timeout,checkpoint_completion_target,effective_cache_size,temp_buffers,wal_buffers,bgwriter_lru_maxpages,bgwriter_delay,default_statistics_target,deadlock_timeout,cost,time,status,seed
2560,30720,0.5,400,64,4,4,4,10,0.9,524288,512,10752,500,250,75,1000,-1133.557529556028,0.1,SUCCESS,1
5632,51200,1.5,400,64,4,4,4,5,0.9,2016383,512,11776,2000,500,75,1000,-1106.512277934546,0.1,SUCCESS,1
5632,29696,2.5,400,64,16,4,4,5,0.9,1572864,512,11776,100,500,75,500,-1136.102540570448,0.1,SUCCESS,1
5632,29696,1.1,400,64,16,4,4,10,0.9,4194304,512,10752,100,500,75,1000,-1116.4487998493862,0.1,SUCCESS,1
768,51200,4.0,1,20,4,8,10,5,0.9,1048576,512,14848,50,500,125,1000,-1097.5998097950996,0.1,SUCCESS,1
1280,51200,1.0,300,4,8,8,10,10,0.9,6291456,512,1536,2000,250,75,1000,-1120.3832462758205,0.1,SUCCESS,1
5120,9216,6.0,1,20,8,8,4,5,0.9,6291456,512,3584,100,300,85,500,-1113.7814070497898,0.1,SUCCESS,1
1792,7168,3.0,400,64,8,4,4,5,0.9,3145728,512,4608,100,500,75,500,-1129.3635773508154,0.1,SUCCESS,1
2560,14336,1.5,200,64,4,4,4,5,0.9,2016383,512,1536,1500,500,100,500,-1063.2414711108563,0.1,SUCCESS,1
2560,23552,6.0,400,64,4,4,4,10,0.9,2016383,512,1536,500,500,75,500,-1137.024424421181,0.1,SUCCESS,1
2560,25600,5.0,400,8,8,4,4,5,0.9,4194304,512,1536,1500,500,85,500,-1136.002903465026,0.1,SUCCESS,1
5632,29696,2.0,400,24,4,4,4,10,0.9,1048576,512,9728,2000,500,75,500,-1074.6115734953098,0.1,SUCCESS,1
2560,30720,1.0,400,32,8,4,10,10,0.9,524288,512,10752,1000,500,75,1000,-1129.4664272144912,0.1,SUCCESS,1
3072,7168,7.0,300,8,4,4,4,5,0.9,6291456,512,6656,1000,500,75,1000,-1079.0089829297294,0.1,SUCCESS,1
7168,6990,5.5,100,32,4,8,4,10,0.9,1572864,8704,1536,100,250,125,3000,-1062.892978428928,0.1,SUCCESS,1
7168,27648,0.5,1,20,8,4,10,10,0.9,3145728,512,1536,100,500,125,500,-1094.0373890134936,0.1,SUCCESS,1
5632,51200,1.0,400,24,8,4,4,5,0.9,1572864,512,12800,2000,500,75,1000,-1085.803239035259,0.1,SUCCESS,1
3584,51200,1.5,400,24,4,4,4,10,0.9,2016383,512,11776,2000,500,75,500,-1084.1398818312284,0.1,SUCCESS,1
7168,10240,4.5,1,16,4,4,10,10,0.9,1048576,4608,4608,500,300,100,1000,-1105.776913778573,0.1,SUCCESS,1
4096,8192,3.5,400,16,16,4,10,5,0.9,524288,10752,1536,2000,300,75,1000,-1159.7654958126202,0.1,SUCCESS,1
5632,30720,2.5,400,24,4,8,4,5,0.9,2016383,512,11776,2000,500,75,500,-1095.6363330243337,0.1,SUCCESS,1
2048,29696,7.0,1,20,4,4,4,10,0.9,524288,512,11776,500,500,125,1000,-1079.2030235575594,0.1,SUCCESS,1
1280,40960,1.0,300,16,8,8,10,10,0.9,4194304,512,1536,2000,250,75,1000,-1113.8806634166308,0.1,SUCCESS,1
1792,29696,0.1,300,64,8,4,4,10,0.9,4194304,512,1536,100,150,75,500,-1110.054198196752,0.1,SUCCESS,1
4096,7168,8.0,1,20,4,8,4,10,0.9,1048576,512,1536,100,500,125,1000,-1117.5662575527283,0.1,SUCCESS,1
5632,6990,3.5,1,4,16,8,10,5,0.9,524288,7680,3584,50,300,125,1000,-1132.5144508852684,0.1,SUCCESS,1
5120,5120,2.0,100,4,16,4,10,10,0.9,1048576,3584,3584,100,200,95,6000,-1064.3892739407593,0.1,SUCCESS,1
7168,27648,2.5,1,4,8,8,10,5,0.9,524288,3584,1536,1500,300,125,8000,-1146.4069045937438,0.1,SUCCESS,1
896,7168,1.5,200,24,4,8,10,5,0.9,3145728,3584,8704,1000,500,85,3000,-1062.9477666563914,0.1,SUCCESS,1
7168,12288,2.5,1,20,16,8,10,5,0.9,2016383,3584,1536,2000,300,125,1000,-1054.8135437147623,0.1,SUCCESS,1
2560,6990,2.0,100,24,8,8,10,5,0.9,4194304,512,8192,50,500,125,1000,-1135.295469766534,0.1,SUCCESS,1
5632,46080,2.5,400,32,4,4,4,5,0.9,524288,512,11776,2000,500,75,500,-1063.977957543412,0.1,SUCCESS,1
2048,35840,1.5,1,32,16,4,4,5,0.9,2016383,3584,2560,500,150,125,8000,-1120.3042763459478,0.1,SUCCESS,1
3584,9216,5.5,200,8,4,4,10,10,0.9,524288,7680,512,1000,150,125,8000,-1130.637040913438,0.1,SUCCESS,1
1792,29696,1.1,400,20,8,8,4,5,0.9,524288,512,1536,2000,500,75,6000,-1137.527441870188,0.1,SUCCESS,1
2560,30720,0.5,400,64,4,4,4,5,0.9,524288,512,10752,2000,500,75,500,-1118.6732871255829,0.1,SUCCESS,1
5120,11264,3.5,400,16,16,8,10,5,0.9,524288,10752,2560,1500,300,85,8000,-1026.3696937398363,0.1,SUCCESS,1
4096,6990,6.0,300,20,8,8,10,5,0.9,524288,11776,1536,100,150,75,1000,-1110.4343750442206,0.1,SUCCESS,1
2560,13312,5.0,100,32,16,8,4,5,0.9,6291456,512,5632,100,500,125,500,-1074.4994780275715,0.1,SUCCESS,1
1792,27648,0.5,400,24,8,8,10,10,0.9,2016383,512,10752,2000,200,75,1000,-1131.0693745196363,0.1,SUCCESS,1
2048,29696,1.1,400,24,8,8,10,10,0.9,524288,512,8704,2000,500,85,6000,-1135.9714327301567,0.1,SUCCESS,1
2048,25600,1.1,400,64,4,4,4,5,0.9,2016383,512,2560,1500,500,85,500,-1078.3483453418696,0.1,SUCCESS,1
6656,27648,3.5,1,8,16,8,10,5,0.9,524288,13824,1536,100,300,100,3000,-1142.9235025362896,0.1,SUCCESS,1
5120,29696,1.0,400,16,4,8,10,5,0.9,524288,512,14848,500,500,125,1000,-1102.2815306264083,0.1,SUCCESS,1
2048,40960,4.5,300,20,8,4,10,5,0.9,1048576,512,1536,50,500,125,500,-1060.4536749366218,0.1,SUCCESS,1
4608,51200,1.5,400,32,4,4,4,10,0.9,1048576,512,11776,1500,300,75,1000,-1095.751166105619,0.1,SUCCESS,1
1280,19456,2.0,1,4,16,4,10,5,0.9,524288,7680,1536,500,250,125,3000,-1080.6144951577148,0.1,SUCCESS,1
1280,35840,6.5,1,4,4,8,10,5,0.9,8388608,14848,12800,1500,150,75,3000,-1118.2033300356666,0.1,SUCCESS,1
1792,29696,0.5,400,64,4,4,4,5,0.9,2016383,512,4608,1500,500,100,500,-1125.4080250270222,0.1,SUCCESS,1
2560,27648,1.0,400,24,8,4,10,10,0.9,1048576,512,10752,100,500,75,1000,-1146.7183316132555,0.1,SUCCESS,1
2048,29696,1.1,400,24,4,4,4,5,0.9,524288,512,1536,100,500,75,6000,-1085.016896919991,0.1,SUCCESS,1
3584,29696,5.5,200,8,2,8,4,5,0.9,1572864,6656,14848,500,300,75,3000,-1050.1607075024426,0.1,SUCCESS,1
3584,23552,1.0,400,64,8,4,4,10,0.9,2016383,512,1536,2000,200,85,6000,-1130.1548858449387,0.1,SUCCESS,1
1792,21504,0.5,400,32,8,8,10,10,0.9,524288,512,8192,100,500,85,1000,-1117.491119075531,0.1,SUCCESS,1
1280,30720,1.0,300,24,4,4,4,10,0.9,4194304,512,1536,100,500,75,6000,-1122.7350448433854,0.1,SUCCESS,1
2560,29696,1.1,400,32,8,4,10,10,0.9,1048576,512,10752,2000,500,85,1000,-1108.0199853519832,0.1,SUCCESS,1
2048,12288,1.0,400,20,4,8,10,5,0.9,1572864,512,1536,2000,500,75,1000,-1101.7956173330476,0.1,SUCCESS,1
1280,51200,1.0,300,20,8,8,10,10,0.9,4194304,512,1536,2000,250,75,500,-1095.4956901505034,0.1,SUCCESS,1
2048,27648,5.0,400,24,8,4,10,10,0.9,1572864,512,2560,2000,500,85,500,-1129.878705763116,0.1,SUCCESS,1
4096,46080,0.5,200,16,2,8,4,10,0.9,4194304,11776,10752,1500,250,125,6000,-1141.707939439293,0.1,SUCCESS,1
2560,30720,1.1,400,24,4,4,10,10,0.9,524288,512,10752,2000,500,85,1000,-1126.4897024051045,0.1,SUCCESS,1
2048,29696,1.1,400,32,8,8,4,5,0.9,1048576,512,1536,2000,500,85,6000,-1089.412660077514,0.1,SUCCESS,1
5120,6990,0.5,100,16,8,4,10,5,0.9,1572864,7680,2560,2000,300,125,1000,-1083.465851509928,0.1,SUCCESS,1
5632,25600,1.1,1,16,16,8,10,5,0.9,6291456,9728,7680,1500,150,125,6000,-1120.036556584355,0.1,SUCCESS,1
5632,51200,3.5,400,4,16,8,10,5,0.9,1572864,6656,1536,100,250,75,8000,-1094.0185526608625,0.1,SUCCESS,1
6144,6144,8.0,100,4,1,4,10,10,0.9,6291456,15872,6656,2000,300,85,3000,-1121.0612222667876,0.1,SUCCESS,1
1792,27648,5.5,300,20,4,4,4,10,0.9,2016383,512,1536,2000,500,85,3000,-1067.7421140109896,0.1,SUCCESS,1
5632,17408,4.0,100,4,8,4,4,10,0.9,4194304,512,8192,50,500,85,8000,-1119.1319055785864,0.1,SUCCESS,1
2560,29696,2.5,300,64,4,4,4,10,0.9,1572864,512,8192,500,500,75,500,-1096.75999506458,0.1,SUCCESS,1
640,35840,4.0,100,16,8,8,4,5,0.9,1048576,512,6656,50,500,115,1000,-1077.5925041366777,0.1,SUCCESS,1
1792,17408,7.0,200,24,8,8,4,5,0.9,1048576,512,1536,1000,300,125,1000,-1100.2536541077352,0.1,SUCCESS,1
896,46080,1.0,400,64,8,4,4,5,0.9,4194304,512,3584,500,500,85,6000,-1041.940719094001,0.1,SUCCESS,1
768,12288,6.0,1,8,16,8,10,10,0.9,524288,1536,1536,2000,500,75,3000,-1078.8322172778085,0.1,SUCCESS,1
1792,29696,1.0,400,20,4,8,4,5,0.9,1048576,512,1536,100,500,125,500,-1087.4448815105368,0.1,SUCCESS,1
1792,23552,6.0,400,4,1,4,10,5,0.9,6291456,11776,4608,500,300,115,500,-1046.0894155254348,0.1,SUCCESS,1
2560,27648,2.5,300,64,8,4,4,5,0.9,6291456,512,512,1500,500,75,500,-1084.429706683453,0.1,SUCCESS,1
1792,29696,1.0,400,8,4,8,10,5,0.9,4194304,512,512,2000,200,100,6000,-1085.0110759631284,0.1,SUCCESS,1
3072,6144,3.5,200,16,16,4,10,10,0.9,524288,10752,1536,1500,300,100,8000,-1073.6056730106188,0.1,SUCCESS,1
2048,40960,1.0,300,32,8,8,10,5,0.9,1048576,512,1536,100,500,125,1000,-1090.1713628451612,0.1,SUCCESS,1
2048,30720,8.0,400,8,16,4,10,10,0.9,3145728,512,3584,2000,500,85,8000,-1029.883432617573,0.1,SUCCESS,1
6144,25600,7.5,100,4,16,8,10,5,0.9,524288,3584,2560,500,300,100,8000,-1100.9908964090637,0.1,SUCCESS,1
1792,6990,7.5,400,24,8,8,4,10,0.9,4194304,512,3584,50,300,115,1000,-1060.9437878525328,0.1,SUCCESS,1
5632,27648,0.1,1,4,16,8,10,10,0.9,1048576,7680,8192,50,250,125,3000,-1148.8351148485183,0.1,SUCCESS,1
3584,6990,4.0,100,20,8,4,4,5,0.9,2016383,512,2560,50,500,85,1000,-1059.4157454622982,0.1,SUCCESS,1
1792,30720,0.5,400,64,4,4,10,10,0.9,2016383,512,10752,2000,500,75,3000,-1121.7475541987392,0.1,SUCCESS,1
5632,29696,6.5,200,20,8,8,10,10,0.9,2016383,13824,1536,50,250,100,1000,-1139.119147671916,0.1,SUCCESS,1
2048,30720,1.1,400,32,4,8,10,10,0.9,524288,512,10752,500,500,75,500,-1096.5205104913357,0.1,SUCCESS,1
2048,8192,1.1,400,64,8,4,4,5,0.9,3145728,512,1536,2000,500,125,500,-1079.3620838832878,0.1,SUCCESS,1
2560,35840,1.1,400,16,8,4,10,10,0.9,524288,512,10752,2000,500,95,3000,-1093.2792444999632,0.1,SUCCESS,1
2560,30720,1.0,400,32,8,4,10,10,0.9,524288,512,10752,2000,500,75,3000,-1119.1482790247978,0.1,SUCCESS,1
1792,19456,1.0,400,32,4,4,10,10,0.9,4194304,512,6656,50,200,75,6000,-1115.9368759308425,0.1,SUCCESS,1
6144,14336,3.0,1,4,4,4,10,5,0.9,2016383,12800,3584,1500,300,125,8000,-1081.255457789476,0.1,SUCCESS,1
2560,12288,6.5,400,8,16,4,10,10,0.9,524288,5632,1536,2000,250,115,6000,-1114.2874434685966,0.1,SUCCESS,1
3584,11264,4.0,400,64,4,4,10,5,0.9,2016383,512,4608,2000,500,85,500,-980.6680224530278,0.1,SUCCESS,1
6144,21504,0.1,1,20,16,8,10,10,0.9,1048576,7680,8704,100,200,115,3000,-1102.8985004464869,0.1,SUCCESS,1
2560,46080,1.1,1,24,8,4,4,10,0.9,524288,512,9728,2000,500,75,1000,-1077.3988708375005,0.1,SUCCESS,1
2048,35840,1.1,400,24,8,8,4,5,0.9,2016383,1024,1536,100,300,125,6000,-1074.0461860514897,0.1,SUCCESS,1
2048,29696,1.0,400,64,4,4,10,10,0.9,8388608,512,8704,1500,500,85,1000,-1142.9294047742508,0.1,SUCCESS,1
1792,30720,1.1,400,24,8,8,10,10,0.9,2016383,512,10752,500,500,75,6000,-1062.021507428932,0.1,SUCCESS,1
5632,51200,1.1,400,24,16,4,10,5,0.9,1572864,512,11776,2000,250,85,1000,-1056.1137619157698,0.1,SUCCESS,1
4096,51200,0.1,1,20,16,4,4,10,0.9,3145728,7680,3584,50,500,125,6000,-1033.4354828267062,0.1,SUCCESS,1
6144,51200,0.1,100,24,16,4,10,10,0.9,1048576,8704,13824,1500,250,100,3000,-1129.3413275306991,0.1,SUCCESS,1
5632,21504,0.5,200,64,2,4,4,5,0.9,1572864,8704,15872,100,150,125,500,-1098.7564786767582,0.1,SUCCESS,1
2048,35840,1.0,400,32,4,8,4,10,0.9,2016383,512,1536,1500,150,85,500,-1072.8773155569206,0.1,SUCCESS,1
2560,30720,1.0,300,24,4,8,4,10,0.9,8388608,512,6656,2000,500,75,500,-1097.6066434083818,0.1,SUCCESS,1
4096,27648,4.5,100,16,8,4,10,10,0.9,1048576,4608,5632,100,500,125,3000,-1051.5412670985108,0.1,SUCCESS,1
6656,40960,4.5,1,24,16,8,10,10,0.9,2016383,2560,8192,100,250,115,3000,-1140.12113662435,0.1,SUCCESS,1
