block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,cost,time,status,seed
1,False,240000,lz4,1,0,2,4,3,8,1,32,1073741824,-254134,0.1,SUCCESS,1
512,False,240000,lz4,1,2,16,128,7,13,2,2,1073741824,-255389,0.1,SUCCESS,1
4,False,280000,snappy,2,2,1,8,1,12,32,32,1073741824,-260871,0.1,SUCCESS,1
256,False,320000,lz4,2,1,4,2,5,5,64,2,1073741824,-261606,0.1,SUCCESS,1
128,False,160000,snappy,1,1,2,2,10,10,16,32,1073741824,-267099,0.1,SUCCESS,1
4,False,80000,snappy,2,0,1,8,5,13,8,8,1073741824,-266167,0.1,SUCCESS,1
1024,False,120000,snappy,1,1024,128,16,1,13,32,8,1073741824,-262777,0.1,SUCCESS,1
4,False,160000,snappy,1,0,1,8,10,5,4,8,536870912,-231475,0.1,SUCCESS,1
1024,False,200000,snappy,1,0,2,2,6,12,128,8,1073741824,-263674,0.1,SUCCESS,1
512,False,40000,lz4,2,1,1024,256,8,9,2,32,1073741824,-254674,0.1,SUCCESS,1
32768,False,400000,snappy,256,16,1024,1,9,5,16,2,8192,-4845,0.1,SUCCESS,1
4,False,0,snappy,2,0,1,8,6,13,2,2,1073741824,-260537,0.1,SUCCESS,1
512,False,120000,lz4,2,8,256,8,1,9,32,8,1073741824,-254072,0.1,SUCCESS,1
1024,False,240000,snappy,1,512,36,4,0,6,128,2,1073741824,-260805,0.1,SUCCESS,1
512,False,160000,snappy,1,1,2,2,10,10,4,32,1073741824,-269465,0.1,SUCCESS,1
1024,False,0,lz4,1,0,1024,64,8,10,1,2,1073741824,-264572,0.1,SUCCESS,1
2048,False,160000,snappy,2,1,2,2,10,10,4,32,1073741824,-250980,0.1,SUCCESS,1
512,False,80000,lz4,2,1,128,-1,10,15,64,8,1073741824,-263682,0.1,SUCCESS,1
