x1,x2,cost,time,status,seed
0.0,0.0,55.60211264227026,0.1,SUCCESS,1
-2.342492593383049,11.858425719652605,5.32421881310035,0.1,SUCCESS,1
2.779731715629185,1.9471753524732576,1.4127787276512116,0.1,SUCCESS,1
-4.558583784125764,5.826995589647627,110.79684701807908,0.1,SUCCESS,1
1.6108374514861286,2.481036988653702,11.280866985677523,0.1,SUCCESS,1
7.002527170332902,13.886854522087775,178.43969828834375,0.1,SUCCESS,1
-2.907283527791203,6.550272096972459,27.37592404019656,0.1,SUCCESS,1
4.2408796341793735,5.534008465054016,21.321498505027066,0.1,SUCCESS,1
-3.783964915891665,11.937362971333712,6.054946806281129,0.1,SUCCESS,1
5.371475752568848,3.46469479872109,21.107616817534943,0.1,SUCCESS,1
-1.0984190553981503,12.481247336520044,35.3197171792747,0.1,SUCCESS,1
9.419726996197191,9.097502664468664,44.31195746857575,0.1,SUCCESS,1
3.104542560599251,14.481622822856316,148.69724084319154,0.1,SUCCESS,1
9.30766835095694,0.6932679379937874,3.301936269745366,0.1,SUCCESS,1
2.045118299552776,1.6139656209116229,8.408096716833104,0.1,SUCCESS,1
-2.620069722006217,7.704410502578852,12.912838678308828,0.1,SUCCESS,1
-0.3856087070181218,7.929419631836082,20.577926376295423,0.1,SUCCESS,1
9.041177525408727,9.568947897618049,55.83374201518878,0.1,SUCCESS,1
2.991310274801716,7.798632755838468,29.70410002124704,0.1,SUCCESS,1
5.632477168579207,10.368315094335594,102.91278911193386,0.1,SUCCESS,1
9.856329360659736,12.42881046294404,92.78139692122748,0.1,SUCCESS,1
1.02981797012486,5.526710652225412,16.003098264932134,0.1,SUCCESS,1
-1.5742627592057872,4.483963348622757,28.817178402976253,0.1,SUCCESS,1
-1.1966590134112145,12.42188442606418,32.278547451360325,0.1,SUCCESS,1
3.754704882069216,9.32028802675657,58.02045579024558,0.1,SUCCESS,1
-1.0669196403305463,8.651852764645579,15.2869673906556,0.1,SUCCESS,1
7.384235555558698,8.682766914227743,68.9749614172101,0.1,SUCCESS,1
3.506849544463828,8.297745878398446,40.59994803427573,0.1,SUCCESS,1
8.931003688650538,6.570486959952056,21.61972946613561,0.1,SUCCESS,1
8.327237212524867,6.914913623290448,32.76860214955842,0.1,SUCCESS,1
3.213411451303525,11.631394767419684,89.00343350291618,0.1,SUCCESS,1
-2.7508515259723576,12.684908470635015,2.888477627487432,0.1,SUCCESS,1
-2.340791361962883,13.779278354526234,14.511059841203444,0.1,SUCCESS,1
-3.5723217890469194,13.799352941954576,1.4913779705873171,0.1,SUCCESS,1
-3.6868782050876368,13.840353990840626,1.8372615198979467,0.1,SUCCESS,1
-2.841569507025511,13.842860630309104,6.012729069305358,0.1,SUCCESS,1
-3.694892779046909,13.854944400448534,1.8749583560580143,0.1,SUCCESS,1
-3.399669355319192,13.870194571307,1.649755525281087,0.1,SUCCESS,1
-3.453784403045868,13.88401758058068,1.5780064487139818,0.1,SUCCESS,1
-3.1037966982542606,13.937376064236766,3.477839063299932,0.1,SUCCESS,1
-4.010813076501873,2.646518387717431,143.39754527397844,0.1,SUCCESS,1
-3.2211235858539435,13.89944460656413,2.4802825023432344,0.1,SUCCESS,1
-3.399669355319192,13.914603668249567,1.7375589542960608,0.1,SUCCESS,1
-3.5605464546400745,13.990052197450249,1.698278521082763,0.1,SUCCESS,1
-2.8605152433502483,13.891129449673835,5.979577483658217,0.1,SUCCESS,1
-2.5981441885595773,13.885218383812823,10.064731406228344,0.1,SUCCESS,1
-3.3107430667069204,14.21848923036116,2.885887260895617,0.1,SUCCESS,1
-3.5682787003977774,14.296054124055114,2.2037809799240264,0.1,SUCCESS,1
7.149818537891747,8.096769819786445,63.442948787723,0.1,SUCCESS,1
-0.5850202074481876,13.897415903303235,65.92095385514915,0.1,SUCCESS,1
