x1,x2,Throughput,Timestamp
0,0,55.602112642270264,2
-2.342492593383049,11.858425719652603,5.32421881310035,2
2.779731715629185,1.9471753524732576,1.4127787276512116,2
-4.558583784125764,5.826995589647627,110.79684701807909,2
1.6108374514861286,2.481036988653702,11.280866985677525,2
7.002527170332902,13.886854522087777,178.43969828834375,3
-2.907283527791203,6.550272096972459,27.375924040196562,3
4.2408796341793735,5.534008465054016,21.321498505027066,3
-3.7839649158916653,11.937362971333712,6.054946806281129,3
5.371475752568848,3.46469479872109,21.107616817534943,3
-1.0984190553981503,12.481247336520044,35.3197171792747,3
9.419726996197193,9.097502664468664,44.31195746857575,3
3.104542560599251,14.481622822856316,148.69724084319154,3
9.30766835095694,0.6932679379937874,3.301936269745366,3
2.045118299552776,1.6139656209116227,8.408096716833104,3
-2.6200697220062166,7.704410502578852,12.912838678308827,3
-0.3856087070181218,7.929419631836082,20.577926376295423,4
9.041177525408727,9.568947897618049,55.83374201518878,4
2.991310274801716,7.798632755838468,29.704100021247037,4
5.632477168579207,10.368315094335594,102.91278911193386,4
9.856329360659736,12.428810462944039,92.78139692122747,4
1.02981797012486,5.526710652225412,16.003098264932134,4
-1.5742627592057872,4.483963348622757,28.817178402976253,4
-1.1966590134112143,12.42188442606418,32.278547451360325,4
3.754704882069216,9.32028802675657,58.02045579024558,4
-1.0669196403305463,8.651852764645579,15.2869673906556,4
7.384235555558698,8.682766914227743,68.9749614172101,4
3.5068495444638277,8.297745878398446,40.59994803427573,5
8.931003688650538,6.570486959952056,21.61972946613561,5
8.327237212524867,6.914913623290448,32.76860214955842,5
3.213411451303525,11.631394767419684,89.00343350291618,37
-2.7508515259723576,12.684908470635015,2.8884776274874318,895
-2.340791361962883,13.779278354526234,14.511059841203444,1870
-3.5723217890469194,13.799352941954577,1.4913779705873171,2980
-3.6868782050876368,13.840353990840626,1.8372615198979467,3962
-2.841569507025511,13.842860630309103,6.012729069305358,4914
-3.694892779046909,13.854944400448534,1.8749583560580145,5754
-3.399669355319192,13.870194571307,1.649755525281087,6710
-3.453784403045868,13.88401758058068,1.5780064487139818,7698
-3.1037966982542606,13.937376064236766,3.477839063299932,8538
-4.010813076501873,2.646518387717431,143.39754527397844,8572
-3.2211235858539435,13.89944460656413,2.4802825023432344,9434
-3.399669355319192,13.914603668249569,1.7375589542960608,10336
-3.5605464546400745,13.990052197450247,1.698278521082763,11752
-2.8605152433502483,13.891129449673837,5.979577483658217,13242
-2.5981441885595773,13.885218383812825,10.064731406228345,14273
-3.3107430667069204,14.218489230361161,2.8858872608956174,15207
-3.5682787003977774,14.296054124055114,2.2037809799240264,16020
7.149818537891747,8.096769819786445,63.442948787723,16058
-0.5850202074481876,13.897415903303237,65.92095385514915,17037
-3.1271850372064964,13.889708055889987,3.1190948646917303,17850
-3.399669355319192,14.337240599166524,2.7705663002348757,18698
2.341007770750924,13.901606824838925,122.54887417326194,19515
-3.588924188247929,14.379464199133658,2.34984153027286,20370
-3.53773994095326,14.408429787977079,2.4897268954179754,21205
8.023603148105535,4.304844972557391,15.986404012798433,21247
-3.5033167585343667,14.432980841374649,2.636652580304208,22137
5.934381238462368,4.777133162231627,32.51128814608646,22180
7.576801085121872,13.914603668249569,170.31194216065268,23084
-3.6285851900016493,13.90743823532285,1.7003293059043276,23935
1.389761311524743,0.3712276092201473,25.171403043450223,23977
