block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,20,36,-1,-1,10,2,1,67108864,-136027,959614
8,false,0,zstd,4,2,1024,4,3,9,1,2,8192,-945,1960611
2048,false,200000,zstd,8,1,64,256,3,10,128,8,8192,-29380,2927655
16384,false,280000,zstd,256,16,36,8,7,4,64,32,64,-12426,3901238
4096,false,400000,zstd,2,32,2,2,6,4,32,16,32,-51979,4867768
1,false,80000,zstd,256,32,2,64,8,4,8,4,16384,-9808,5856911
8,false,200000,zstd,128,64,16,8,6,4,1,8,128,-11039,6838608
32,false,400000,zstd,2,64,256,-1,3,0,1,1,262144,-6183,7812204
16384,false,400000,zstd,32,4,128,128,9,2,4,8,67108864,-67727,8770445
32,false,200000,zstd,256,256,512,32,5,0,32,4,64,-9815,9758103
32,false,360000,zstd,32,64,2,32,6,0,16,2,65536,-17111,10741562
1,false,240000,zstd,32,8,512,8,0,4,16,2,2048,-8583,11734218
32,false,240000,zstd,64,1024,2,2,9,8,64,16,4,-5775,12713010
524288,false,40000,zstd,1,32,4,16,2,7,64,2,16777216,-7966,13682063
64,false,280000,zstd,128,0,4,64,1,5,32,4,128,-13438,14664984
65536,false,160000,zstd,32,128,128,4,4,9,8,4,65536,-5730,15648688
1,false,200000,zstd,16,512,16,32,5,2,2,32,8192,-19850,16630321
262144,false,200000,zstd,256,16,36,-1,3,3,4,16,65536,-1662,17641937
64,false,280000,zstd,64,8,64,16,3,3,8,2,16777216,-57701,18612505
512,false,80000,zstd,8,4,16,256,5,10,32,8,1048576,-75668,19573876
65536,false,120000,zstd,128,64,1024,16,11,4,8,8,512,-4263,20566243
131072,false,240000,zstd,1,512,32,1,0,9,1,16,4,-6165,21542410
16384,false,40000,lz4,4,64,36,4,1,8,128,1,16384,-63977,22509857
524288,false,360000,lz4,64,32,36,64,8,2,128,8,67108864,-27840,23468601
4096,false,0,lz4,8,1,512,256,9,0,128,2,2097152,-84339,24425529
16,false,120000,lz4,2,20,256,32,10,6,64,16,8388608,-87269,25384436
4096,false,240000,lz4,1,2,4,4,11,6,4,8,4,-5313,26357847
16384,false,120000,lz4,8,128,32,32,8,8,2,4,4194304,-59522,27315594
512,false,0,lz4,8,32,8,2,4,1,1,32,8,-45958,28282812
64,false,160000,lz4,32,2,16,1,5,0,16,32,32768,-41015,29253458
