block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,20,36,-1,-1,10,2,1,67108864,-138703,954865
524288,false,0,snappy,8,20,36,16,9,10,2,1,1,-5392,1937513
1024,false,0,snappy,8,20,36,4,3,10,2,1,32768,-14115,2937425
16,true,0,snappy,2,20,36,32,2,10,2,1,8388608,-1636,3952260
32,true,0,snappy,32,20,36,-1,-1,10,2,1,512,-747,5015605
524288,false,0,snappy,4,20,36,2,-1,10,2,1,256,-5818,6001710
8192,true,0,snappy,16,20,36,32,6,10,2,1,268435456,-19746,6964209
4096,false,0,snappy,128,20,36,-1,-1,10,2,1,1073741824,-167747,7920224
16,false,0,snappy,16,20,36,-1,-1,10,2,1,134217728,-137036,8879044
4,true,0,snappy,128,20,36,-1,-1,10,2,1,33554432,-1304,9872840
16,false,0,snappy,32,20,36,-1,-1,10,2,1,268435456,-152261,10833476
1,false,0,snappy,64,20,36,-1,3,10,2,1,1073741824,-173997,11791053
128,false,0,snappy,64,20,36,2,3,10,2,1,1073741824,-174285,12749051
8192,false,0,snappy,256,20,36,4,-1,10,2,1,1073741824,-167246,13706191
32768,false,0,snappy,64,20,36,4,3,10,2,1,536870912,-133265,14662081
4,false,0,snappy,1,20,36,2,-1,10,2,1,1073741824,-186645,15620672
1,false,0,snappy,1,20,36,8,1,10,2,1,1073741824,-183589,16579545
4,false,0,snappy,1,20,36,8,8,10,2,1,1073741824,-184763,17537979
1,false,0,snappy,1,20,36,128,-1,10,2,1,1073741824,-186883,18495896
1,false,0,snappy,1,20,36,64,1,10,2,1,1073741824,-185250,19454937
524288,false,0,snappy,1,20,36,128,-1,10,2,1,1073741824,-55971,20414224
4,false,0,snappy,1,20,36,128,-1,10,2,1,1073741824,-187403,21379937
4,false,0,snappy,1,20,36,8,9,10,2,1,1073741824,-188360,22339592
4,false,0,snappy,2,20,36,16,9,10,2,1,1073741824,-186218,23298633
8,false,0,snappy,2,20,36,128,9,10,2,1,1073741824,-184445,24255877
8192,false,0,snappy,2,20,36,16,-1,10,2,1,1073741824,-184929,25213858
4,false,0,snappy,1,20,36,256,-1,10,2,1,1073741824,-187146,26172434
2048,false,0,snappy,1,20,36,8,9,10,2,1,1073741824,-190408,27133344
32768,false,0,snappy,1,20,36,256,6,10,2,1,1073741824,-160157,28090615
1024,false,0,snappy,1,20,36,128,-1,10,2,1,1073741824,-192449,29047838
524288,false,0,snappy,256,20,36,16,4,10,2,1,512,-4026,30033157
1024,false,0,snappy,4,20,36,128,0,10,2,1,1073741824,-175385,30990854
1024,false,0,snappy,1,20,36,128,-2,10,2,1,1073741824,-192181,31949658
1024,false,0,snappy,8,20,36,64,3,10,2,1,16777216,-104073,32907051
8192,false,0,snappy,1,20,36,128,-2,10,2,1,1073741824,-182587,33863197
128,false,0,snappy,16,20,36,16,7,10,2,1,1073741824,-169553,34826392
8,false,0,snappy,1,20,36,128,-1,10,2,1,33554432,-102120,35791317
131072,false,0,snappy,1,20,36,16,-2,10,2,1,1073741824,-116674,36748239
