block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,20,36,-1,-1,10,2,1,67108864,-134309,957872
4,true,200000,snappy,256,32,256,32,3,11,64,4,8192,-4104,1945843
512,false,0,snappy,16,256,16,256,9,5,1,1,2097152,-88080,2903251
128,true,200000,zstd,128,4,256,2,5,5,32,2,134217728,-4085,3882037
8192,true,360000,snappy,16,20,32,2,10,6,8,2,256,-5049,4859921
32,true,360000,zstd,64,4,2,1,1,6,128,8,1024,-1763,5879431
128,false,160000,zstd,256,64,8,128,7,15,32,8,67108864,-141412,6885788
128,true,400000,snappy,16,512,2,8,-1,7,128,32,33554432,-9433,7848260
65536,true,40000,snappy,128,256,1024,16,0,7,8,4,16384,-11312,8823936
524288,true,160000,zstd,4,512,1024,4,-1,9,32,8,512,-7557,9798143
1024,true,160000,snappy,256,8,256,32,10,9,4,4,512,-14578,10773227
256,true,80000,zstd,32,8,128,1,4,7,8,16,262144,-3103,11760643
32768,true,280000,lz4,2,4,1,64,2,12,64,1,1048576,-9208,12725147
8,true,160000,lz4,32,64,1,4,-1,9,1,2,8,-4459,13702267
8192,false,80000,lz4,16,4,1,1,0,11,128,8,16384,-24148,14676209
8,false,0,snappy,64,1024,2,-1,7,6,64,2,512,-11020,15658839
32,false,240000,zstd,2,64,8,-1,8,13,1,32,4194304,-21575,16641579
524288,true,280000,lz4,8,8,64,64,-1,9,8,8,131072,-12549,17611961
8,false,120000,lz4,256,32,1,8,3,14,8,8,8192,-24636,18585798
32768,false,0,zstd,4,32,8,-1,4,15,16,8,536870912,-132432,19548086
32,false,40000,lz4,1,512,1,128,6,15,64,2,268435456,-146174,20517830
64,false,360000,zstd,256,1024,1,2,9,15,128,2,67108864,-133686,21510926
8,true,360000,zstd,64,256,2,4,10,15,1,32,1,-1730,22589164
8,false,320000,snappy,128,0,2,256,7,7,1,32,134217728,-145086,23551933
1024,false,280000,lz4,1,8,128,128,6,5,1,2,268435456,-133719,24512684
4,false,40000,lz4,128,32,256,128,0,15,16,2,67108864,-119629,25475747
32,false,200000,lz4,256,64,1,64,7,12,2,8,268435456,-141475,26435760
32,false,160000,lz4,1,4,4,128,7,6,1,2,536870912,-126935,27401262
16,false,360000,lz4,128,0,1,64,-1,12,8,32,67108864,-124090,28360864
8,false,0,lz4,16,128,1,16,5,7,8,32,1073741824,-134845,29322391
32,false,280000,snappy,32,8,1,256,5,12,128,8,134217728,-111446,30285595
32,false,120000,zstd,4,64,2,128,7,15,1,2,134217728,-110911,31272811
64,false,40000,snappy,64,512,2,4,6,5,4,2,268435456,-142638,32237413
8192,false,160000,snappy,64,64,2,1,9,5,2,16,268435456,-141596,33196714
32,false,320000,snappy,256,1,512,16,10,10,2,32,67108864,-135062,34161451
131072,false,40000,lz4,64,1024,2,-1,7,5,32,1,268435456,-115751,35119875
256,false,160000,zstd,64,16,256,16,8,7,64,4,134217728,-128546,36091497
16,false,80000,snappy,1,64,2,8,8,5,32,8,268435456,-147419,37050234
8,false,0,snappy,128,256,256,256,6,13,16,16,134217728,-136127,38009401
32768,false,0,lz4,2,128,256,2,8,5,2,8,134217728,-137914,38968005
1024,true,200000,zstd,8,16,1,16,6,6,4,16,2097152,-10582,39933063
16,false,0,snappy,1,1024,1,64,8,8,64,8,268435456,-111872,40908311
1024,false,40000,snappy,2,64,4,1,5,6,32,16,268435456,-142594,41867632
512,true,280000,snappy,1,16,1,16,1,12,32,32,32768,-12225,42837420
16,false,40000,snappy,1,64,2,-1,8,7,32,8,268435456,-141678,43800971
16,false,280000,snappy,1,128,4,8,7,15,16,8,536870912,-143513,44764188
4,false,120000,snappy,256,0,2,16,8,5,1,8,134217728,-136618,45726348
1024,false,80000,zstd,256,0,4,256,6,11,2,16,1073741824,-135099,46687728
64,false,200000,lz4,4,8,1,32,3,8,2,8,1,-541,47753448
512,false,240000,snappy,1,64,1,8,2,6,32,4,134217728,-149129,48711871
16,false,80000,snappy,1,64,1,-1,6,6,64,2,67108864,-145326,49671048
512,false,240000,snappy,1,64,1,8,2,6,32,8,134217728,-151463,50629597
2048,false,200000,snappy,1,256,8,1,0,5,16,8,67108864,-152634,51587539
128,false,160000,lz4,1,64,2,8,2,15,16,4,134217728,-149016,52551389
1,false,240000,snappy,1,32,64,-1,2,6,1,2,33554432,-114664,53509423
2048,false,240000,lz4,1,20,32,1,-1,10,16,4,134217728,-154622,54466196
512,false,280000,snappy,1,1,1,1,0,9,16,16,268435456,-140275,55428652
2048,false,240000,lz4,1,20,32,1,-1,10,64,4,134217728,-154498,56387720
2048,false,200000,snappy,2,64,8,1,1,5,16,8,67108864,-151232,57344238
2048,false,200000,snappy,1,256,8,1,0,5,16,32,67108864,-144836,58301869
16384,true,280000,zstd,16,2,1024,32,-1,7,128,4,8192,-7742,59286479
2048,false,200000,snappy,1,1024,16,1,0,5,16,8,67108864,-154681,60242824
2048,false,200000,snappy,2,64,2,1,1,5,64,8,67108864,-152337,61202946
2048,false,240000,snappy,2,512,1,1,-1,7,128,8,67108864,-153051,62159484
128,false,0,zstd,8,128,512,64,5,6,1,32,1,-9738,63145257
2048,false,240000,lz4,2,512,16,2,-1,7,128,8,33554432,-152009,64101586
262144,false,400000,snappy,4,1024,64,1,2,7,8,8,134217728,-116825,65057708
2048,false,400000,zstd,1,32,32,1,-1,11,8,4,67108864,-149137,66018789
16,false,240000,lz4,2,16,1,-1,2,8,2,2,33554432,-88943,66986948
16,false,0,snappy,1,20,256,-1,9,7,32,4,8388608,-93515,67943115
32768,false,200000,lz4,1,1,1024,2,0,6,32,8,134217728,-140043,68899813
2048,false,40000,lz4,2,16,32,1,-1,8,64,8,67108864,-151417,69857012
2048,false,200000,snappy,1,20,16,4,2,9,8,1,8388608,-125200,70814937
2048,false,80000,lz4,2,20,32,1,-1,10,128,8,67108864,-146586,71772512
32768,false,320000,lz4,2,512,1,1,1,14,4,8,134217728,-145619,72729952
2048,false,400000,zstd,1,4,8,16,1,9,16,4,16777216,-82386,73690743
128,false,120000,lz4,4,512,16,4,-1,12,128,1,33554432,-128390,74650728
2048,false,240000,snappy,4,512,16,1,-1,7,8,8,16777216,-149482,75606774
4096,false,200000,zstd,256,1024,1,8,-1,8,16,8,8388608,-110429,76564122
2048,false,240000,lz4,1,20,8,1,-1,10,64,4,33554432,-157145,77522110
8192,false,400000,zstd,1,20,4,1,0,9,32,4,33554432,-135969,78479858
64,false,240000,zstd,2,1,16,1,10,15,32,8,33554432,-66495,79455819
128,false,120000,snappy,1,512,1,2,10,5,32,8,67108864,-152072,80414566
2048,false,240000,zstd,1,1024,16,1,0,5,16,8,67108864,-150597,81372860
2048,false,240000,lz4,1,16,8,1,-1,10,64,4,33554432,-158131,82332933
2048,false,200000,snappy,1,1024,1,-1,2,10,2,8,67108864,-155891,83289414
2048,false,240000,lz4,1,16,8,1,-1,10,64,4,16777216,-155150,84245907
1024,false,360000,zstd,1,1024,64,-1,3,11,32,4,67108864,-152867,85209644
256,false,200000,snappy,1,1024,4,-1,3,10,4,8,67108864,-154958,86183309
2048,false,400000,snappy,16,2,8,1,-1,11,8,32,16777216,-146287,87177529
256,false,200000,snappy,32,2,2,-1,6,9,16,8,67108864,-150386,88134743
1024,false,320000,lz4,1,20,2,2,4,10,64,4,16777216,-150085,89091187
1024,false,200000,zstd,1,16,8,1,10,10,1,1,67108864,-118272,90050094
2048,false,200000,snappy,1,1024,1,-1,2,10,1,8,16777216,-115129,91012490
2048,false,240000,lz4,1,20,8,1,-1,12,64,4,67108864,-154703,91971679
32,false,200000,snappy,128,4,256,256,3,10,32,2,134217728,-146702,92928072
256,false,160000,snappy,1,0,4,1,8,9,64,8,33554432,-91116,93890090
256,false,400000,snappy,1,1024,1,-1,10,6,2,4,67108864,-103402,94850162
128,false,0,snappy,64,8,2,-1,3,5,4,4,67108864,-107872,95811254
128,true,40000,lz4,64,128,1024,256,6,15,16,4,16777216,-5627,96785107
2048,false,240000,lz4,1,16,4,-1,-1,5,64,32,16777216,-128672,97741077
4,true,240000,zstd,2,20,2,4,8,14,128,1,134217728,-3921,98730577
16384,false,160000,lz4,1,20,32,4,-1,12,32,8,134217728,-143826,99687036
16,false,400000,zstd,1,32,16,4,-1,7,4,4,268435456,-101209,100653103
2048,false,240000,lz4,1,8,8,1,-1,14,64,4,33554432,-156428,101609883
256,false,240000,lz4,8,256,16,8,6,8,4,4,33554432,-142264,102574420
64,false,320000,lz4,16,20,8,256,9,7,1,4,1048576,-14190,103544510
4096,false,400000,lz4,16,4,8,2,-1,14,1,1,8388608,-88187,104500770
1024,false,200000,zstd,4,2,512,1,0,9,64,4,33554432,-101451,105460885
2048,false,160000,zstd,64,128,64,128,0,12,16,8,128,-28593,106431175
131072,false,200000,snappy,16,256,16,16,-1,10,8,2,4,-21127,107409525
2048,false,200000,lz4,1,512,1024,1,-1,11,16,4,33554432,-156747,108366219
2048,false,240000,lz4,1,16,8,1,1,16,64,4,33554432,-154582,109323634
256,false,280000,snappy,64,8,16,-1,-1,15,8,4,16777216,-141858,110280126
128,false,240000,snappy,1,128,1024,8,6,7,64,1,67108864,-139844,111239154
256,false,200000,snappy,2,512,32,-1,10,12,8,4,134217728,-153228,112200349
128,false,120000,lz4,2,256,8,2,10,10,4,16,268435456,-144529,113160121
8,false,240000,lz4,1,1024,16,4,9,9,4,16,67108864,-148723,114118277
32,false,0,zstd,4,256,4,-1,3,6,2,16,16,-2177,115182103
32,false,200000,snappy,4,512,32,1,3,9,8,8,67108864,-137844,116146771
64,false,240000,snappy,2,512,4,1,10,11,8,8,67108864,-135283,117119696
2048,false,320000,snappy,128,128,8,1,-1,9,64,4,33554432,-148372,118077012
8,false,360000,zstd,1,256,16,-1,3,6,16,16,33554432,-76772,119092384
128,false,240000,zstd,1,512,2,-1,3,10,8,8,67108864,-82702,120059654
2048,false,200000,lz4,1,8,8,1,-1,10,8,4,8388608,-140777,121019929
64,true,360000,zstd,32,2,8,16,6,10,1,8,2048,-447,122118025
2048,false,200000,lz4,32,64,1024,1,0,12,16,4,33554432,-148227,123075929
2048,false,240000,snappy,8,1024,1,1,0,5,16,8,33554432,-145481,124033305
256,false,80000,snappy,8,1024,16,-1,4,9,2,4,67108864,-139128,124990039
256,false,120000,snappy,1,16,2,16,9,7,4,8,67108864,-155051,125948155
2048,false,240000,zstd,2,20,32,1,-1,11,16,4,67108864,-146232,126906463
512,false,200000,zstd,2,20,2,-1,2,7,2,8,67108864,-132224,127867121
2048,false,240000,lz4,16,128,16,2,1,5,32,4,33554432,-148189,128823602
1024,false,200000,snappy,4,16,1,16,0,6,64,4,33554432,-154069,129780087
256,false,320000,zstd,1,20,32,256,8,13,8,32,67108864,-99873,130760689
128,false,160000,snappy,16,8,36,64,7,13,32,8,134217728,-147596,131723186
4096,true,0,snappy,32,64,16,8,8,9,64,16,32768,-40658,132696841
2048,false,240000,lz4,1,128,64,1,10,15,16,4,16777216,-152715,133654338
512,true,400000,lz4,1,32,1,-1,3,13,32,2,2097152,-16564,134618967
128,false,280000,lz4,1,64,1,8,9,6,2,32,67108864,-129443,135579495
1024,false,400000,lz4,1,8,16,-1,-1,14,64,4,33554432,-155317,136536937
64,false,120000,snappy,1,1024,32,16,5,12,8,16,67108864,-137144,137500628
4096,false,400000,zstd,1,128,64,256,8,11,128,16,33554432,-135752,138458074
4,false,40000,lz4,8,8,64,64,10,6,16,4,67108864,-147739,139416510
65536,false,160000,lz4,128,2,4,16,-1,7,128,4,33554432,-115376,140372987
64,false,160000,snappy,4,16,2,32,2,6,32,2,134217728,-149465,141330767
4096,false,240000,lz4,1,20,8,1,-1,10,64,4,33554432,-153902,142288261
256,false,120000,snappy,1,16,2,32,9,7,4,8,67108864,-155626,143246727
4,false,240000,lz4,1,8,2,16,7,8,4,8,67108864,-143629,144207369
1024,false,360000,zstd,1,64,32,64,-1,15,128,2,67108864,-144741,145169593
1,true,240000,zstd,32,128,8,4,-1,14,8,16,67108864,-4163,146144447
2048,false,0,snappy,4,64,1,2,4,7,128,4,67108864,-151912,147101865
2048,true,0,snappy,32,256,512,-1,9,14,128,32,262144,-35745,148064781
512,false,280000,lz4,1,1024,8,1,2,10,2,32,33554432,-130594,149021377
4,false,280000,zstd,2,20,16,2,1,7,1,8,134217728,-103841,150013606
512,false,200000,lz4,4,1024,1,-1,2,10,2,8,67108864,-145893,150970089
2048,false,400000,lz4,1,8,8,1,-1,14,64,2,33554432,-154217,151926290
2048,false,240000,lz4,1,2,8,1,-1,16,64,4,33554432,-155264,152882549
1,false,320000,lz4,32,128,4,16,9,12,16,4,16777216,-133651,153839992
128,false,40000,lz4,1,20,1,-1,1,9,16,2,67108864,-145443,154797812
8192,false,320000,lz4,8,4,2,2,0,12,64,8,1073741824,-136533,155755369
2048,false,240000,lz4,1,4,8,1,-1,10,64,4,33554432,-155445,156713200
2048,false,240000,snappy,1,4,8,1,0,10,64,4,33554432,-158191,157668738
2048,false,240000,snappy,1,2,1,-1,1,10,2,16,33554432,-77385,158625282
128,true,360000,lz4,128,20,256,64,10,9,128,1,512,-3219,159601873
2048,false,280000,zstd,1,20,36,-1,0,5,64,1,268435456,-147629,160559353
2048,false,240000,snappy,1,4,8,-1,0,10,64,4,33554432,-158068,161515849
1024,false,200000,lz4,32,1024,2,-1,6,8,64,4,33554432,-149125,162471738
1024,false,240000,snappy,1,2,16,-1,-1,14,64,4,33554432,-157484,163428454
2048,false,0,zstd,1,128,64,2,3,6,16,1,536870912,-144950,164395238
2048,false,240000,snappy,1,4,8,-1,1,10,64,4,33554432,-159104,165351104
1024,false,240000,zstd,16,1024,32,-1,3,8,16,8,134217728,-147478,166323817
2048,false,240000,snappy,1,1,8,-1,1,10,64,4,33554432,-110043,167280718
1024,false,280000,zstd,16,4,64,1,6,10,4,1,268435456,-146468,168238921
2048,false,240000,snappy,1,2,8,1,1,10,64,4,33554432,-158862,169194915
256,false,80000,snappy,2,4,16,128,2,8,16,2,67108864,-153401,170151864
4,false,80000,lz4,1,1024,16,4,7,6,2,16,134217728,-142158,171113500
2048,false,240000,snappy,1,4,2,-1,2,10,8,4,33554432,-158153,172069230
2048,false,240000,snappy,1,2,8,-1,1,10,4,2,33554432,-122277,173025205
4096,false,160000,snappy,1,4,8,16,0,11,64,4,16777216,-152688,173980715
128,false,120000,lz4,8,4,1,2,3,14,32,4,16777216,-107459,174939056
256,false,240000,snappy,1,4,4,-1,5,11,32,8,33554432,-152915,175895942
256,false,240000,zstd,1,8,16,-1,-1,14,64,1,67108864,-73372,176861583
131072,false,160000,lz4,128,16,256,64,4,9,128,1,8,-16565,177828141
2048,false,240000,snappy,1,4,2,-1,3,10,4,4,33554432,-159554,178783829
256,false,40000,snappy,1,4,1,-1,3,10,64,4,33554432,-152820,179741641
1024,false,240000,lz4,4,8,8,-1,3,10,16,4,33554432,-151788,180697896
262144,false,200000,snappy,1,256,1,-1,4,7,2,16,268435456,-101677,181656511
1024,false,0,lz4,16,8,4,16,6,6,4,8,1,-5600,182626170
512,false,200000,snappy,32,4,256,1,3,9,64,4,16777216,-142699,183582846
2048,false,240000,snappy,1,2,1,-1,2,10,64,4,33554432,-156755,184538962
256,false,280000,snappy,1,64,256,-1,5,5,128,2,134217728,-154405,185495859
2048,false,400000,snappy,1,4,16,1,1,10,64,4,16777216,-156027,186451541
512,false,40000,snappy,16,4,2,-1,7,7,128,2,67108864,-152684,187408250
128,false,120000,snappy,2,32,1,4,-1,7,4,4,67108864,-152773,188366046
256,false,240000,lz4,1,8,16,-1,-1,14,64,4,67108864,-155019,189334785
512,false,40000,lz4,16,512,1,-1,9,8,16,8,67108864,-156456,190294686
1024,false,400000,lz4,1,2,4,32,1,10,128,4,134217728,-153044,191251381
256,false,240000,snappy,1,4,8,1,0,10,64,4,33554432,-150068,192208958
4,true,240000,snappy,32,64,8,1,0,8,2,1,67108864,-4900,193177920
