block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,20,36,-1,-1,10,2,1,67108864,-136181,958186
4,false,320000,lz4,4,1,1024,2,8,8,16,32,134217728,-127805,1914271
2048,false,120000,lz4,128,1,36,16,7,5,128,4,32,-24236,2880038
65536,false,320000,lz4,256,0,8,8,7,5,64,1,16,-5894,3856680
1024,false,120000,lz4,256,16,8,64,3,8,16,4,4,-15000,4832315
262144,false,120000,lz4,4,4,1024,16,3,8,16,8,8,-9120,5801312
16384,false,240000,lz4,32,4,2,-1,8,3,128,32,128,-41142,6766399
4096,false,320000,lz4,64,256,512,8,3,8,4,4,16384,-19925,7735822
65536,false,120000,lz4,2,1,8,32,8,10,16,2,2097152,-34619,8691493
262144,false,160000,lz4,1,32,256,256,5,1,32,2,134217728,-71869,9646191
65536,false,80000,lz4,16,32,4,-1,5,2,32,1,65536,-6278,10617893
131072,false,320000,lz4,1,16,8,8,8,9,128,2,64,-24892,11582026
4096,false,80000,lz4,128,20,8,4,10,3,4,8,536870912,-164862,12536037
4,false,200000,lz4,64,1,32,-1,0,1,2,2,33554432,-86635,13491870
2048,false,280000,lz4,2,32,64,32,0,2,64,32,4096,-79527,14454733
1024,false,400000,lz4,8,1024,32,1,2,0,1,32,32,-6396,15428102
262144,false,200000,lz4,1,256,16,8,5,1,32,2,256,-16789,16393589
128,false,80000,lz4,256,0,16,32,1,10,128,1,4096,-12957,17370524
32768,false,200000,lz4,2,8,128,256,6,3,8,8,8192,-16988,18339048
64,false,0,lz4,32,128,512,128,9,4,128,8,268435456,-152536,19295157
4096,false,400000,lz4,1,0,1,64,4,6,1,4,2048,-439,20374326
4096,false,240000,lz4,1,1,36,64,0,10,4,8,4194304,-50117,21328771
256,false,120000,snappy,32,20,64,1,11,0,8,1,8388608,-58838,22286770
1024,false,240000,snappy,128,0,1024,8,8,6,4,32,524288,-26840,23244928
1,false,320000,snappy,32,64,4,2,2,4,1,16,4,-21826,24214766
8192,false,320000,snappy,2,64,1,1,0,5,64,16,16384,-26243,25180010
64,false,360000,snappy,64,1024,64,128,1,8,64,8,1024,-16299,26161945
262144,false,400000,snappy,64,2,256,2,2,0,1,32,16,-12755,27131693
64,false,400000,snappy,4,8,16,16,6,8,64,1,16777216,-96918,28087646
262144,false,160000,snappy,64,16,4,2,7,1,4,8,65536,-4006,29061865
1,false,280000,snappy,256,128,16,256,3,7,128,1,1048576,-14401,30019833
32,false,80000,snappy,32,1024,256,128,6,1,1,2,512,-15147,30989332
4,false,200000,snappy,128,1024,2,256,2,9,32,16,32768,-12988,31959852
1,false,40000,snappy,256,512,8,16,8,0,8,4,1024,-8713,32928662
128,false,240000,snappy,2,20,1,64,2,6,1,16,1073741824,-188066,33883982
32768,false,160000,snappy,8,256,256,8,0,2,128,8,128,-36856,34847865
524288,false,360000,snappy,2,20,32,128,3,9,16,2,1048576,-10369,35807815
8192,false,240000,snappy,128,8,8,8,4,8,1,32,16777216,-54442,36766654
16,false,400000,snappy,1,128,128,4,7,2,16,32,524288,-65314,37724243
16384,false,360000,snappy,32,32,16,256,8,6,128,1,16384,-11455,38692638
524288,false,400000,snappy,4,8,256,256,2,2,8,8,8,-6256,39665314
131072,false,160000,snappy,16,32,36,16,2,6,128,8,67108864,-79125,40619767
32,false,40000,snappy,32,4,64,8,6,7,2,1,4194304,-49742,41575816
16,false,280000,zstd,16,2,4,4,8,6,1,2,1,-511,42688878
16,false,280000,zstd,2,512,1,-1,1,3,64,2,16,-7274,43677155
8192,false,280000,zstd,16,512,2,4,10,1,32,1,2097152,-21566,44634588
256,false,400000,zstd,1,1024,4,64,5,6,128,16,512,-23585,45604694
131072,false,40000,zstd,256,32,32,64,8,5,2,32,256,-1919,46602392
4096,false,120000,zstd,64,2,4,1,11,2,64,2,16,-14623,47575657
2048,false,280000,zstd,8,4,2,2,3,9,32,4,1048576,-35264,48547795
8192,false,240000,zstd,4,128,256,64,3,7,4,2,1048576,-40826,49503792
1,false,200000,zstd,8,64,1024,2,1,4,1,1,512,-10986,50489516
32,false,360000,zstd,128,1024,64,16,11,9,1,32,8,-3175,51473760
131072,false,200000,zstd,4,16,16,128,9,3,2,16,131072,-7084,52440344
256,false,320000,zstd,2,1,8,1,9,4,16,4,131072,-828,53475046
8,false,120000,zstd,16,8,4,256,2,10,2,4,4,-554,54537513
131072,false,320000,zstd,64,1024,16,1,2,2,4,4,16384,-1945,55517818
16384,false,80000,zstd,256,2,2,4,11,0,16,2,268435456,-106404,56472903
128,false,0,zstd,256,256,128,8,10,3,32,16,67108864,-107642,57521195
16384,false,120000,zstd,16,0,4,32,4,5,32,4,64,-10746,58491971
