block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,cost,time,status,seed
4096,False,0,snappy,4,20,36,-1,-1,10,2,1,67108864,-103190,0.1,SUCCESS,1
8192,False,280000,zstd,16,8,32,4,2,13,32,32,2048,-26048,0.1,SUCCESS,1
128,True,0,zstd,1,20,4,32,9,12,1,32,16,-479,0.1,SUCCESS,1
128,True,160000,lz4,32,1024,32,1,3,8,4,2,16384,-1201,0.1,SUCCESS,1
4,True,0,snappy,64,128,512,16,9,10,64,16,4096,-1034,0.1,SUCCESS,1
4,True,400000,lz4,1,4,1,1,1,6,16,1,1048576,-1040,0.1,SUCCESS,1
1024,True,120000,zstd,256,8,32,-1,3,9,2,4,1048576,-5356,0.1,SUCCESS,1
32768,False,80000,lz4,2,4,128,8,8,14,64,4,16777216,-84496,0.1,SUCCESS,1
4,True,360000,snappy,16,256,256,2,9,13,8,8,134217728,-1664,0.1,SUCCESS,1
1,False,280000,zstd,8,1024,64,4,-1,12,2,2,4194304,-30441,0.1,SUCCESS,1
1024,False,240000,lz4,1,256,16,8,7,11,16,1,536870912,-135777,0.1,SUCCESS,1
262144,True,200000,lz4,1,256,128,1,0,7,4,32,32,-5638,0.1,SUCCESS,1
4096,False,200000,zstd,8,4,32,4,5,14,32,32,16,-22882,0.1,SUCCESS,1
256,True,280000,snappy,256,64,64,128,-1,6,8,1,128,-1570,0.1,SUCCESS,1
256,False,80000,snappy,16,128,512,32,3,10,8,1,16777216,-56962,0.1,SUCCESS,1
4096,False,120000,zstd,2,0,2,4,3,13,128,2,134217728,-93994,0.1,SUCCESS,1
32,False,40000,snappy,1,256,2,256,8,12,2,1,67108864,-93460,0.1,SUCCESS,1
1,False,400000,snappy,4,256,1,64,3,5,32,8,1073741824,-116638,0.1,SUCCESS,1
1,False,280000,lz4,4,16,512,16,6,14,128,8,536870912,-113213,0.1,SUCCESS,1
