block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,cost,time,status,seed
4,True,280000,zstd,2,20,16,8,6,11,1,8,536870912,-714,0.1,SUCCESS,1
1,False,240000,zstd,4,256,16,4,5,7,8,2,536870912,-118521,0.1,SUCCESS,1
128,False,280000,lz4,4,8,64,1,2,6,1,32,536870912,-118077,0.1,SUCCESS,1
1024,False,240000,zstd,1,256,16,8,7,11,16,1,536870912,-121809,0.1,SUCCESS,1
1024,False,360000,snappy,1,512,36,256,8,8,1,1,536870912,-133878,0.1,SUCCESS,1
262144,False,320000,zstd,1,256,4,16,9,5,16,1,33554432,-15178,0.1,SUCCESS,1
1024,False,280000,snappy,1,4,8,32,9,8,8,1,1073741824,-137022,0.1,SUCCESS,1
512,False,280000,snappy,256,256,4,256,7,14,2,1,536870912,-119551,0.1,SUCCESS,1
524288,False,200000,snappy,1,0,1,16,5,6,128,2,1073741824,-40649,0.1,SUCCESS,1
65536,True,80000,zstd,256,2,512,-1,7,14,128,16,512,-3097,0.1,SUCCESS,1
1024,False,280000,snappy,32,4,512,128,3,8,16,2,536870912,-122167,0.1,SUCCESS,1
1024,False,400000,snappy,1,4,64,256,9,6,4,8,536870912,-131594,0.1,SUCCESS,1
8192,False,360000,snappy,1,16,8,2,10,5,128,2,536870912,-131209,0.1,SUCCESS,1
8192,False,280000,snappy,1,256,8,16,6,10,8,2,536870912,-126827,0.1,SUCCESS,1
2048,False,240000,snappy,1,1,4,4,8,7,8,32,1073741824,-132723,0.1,SUCCESS,1
16384,False,240000,snappy,1,128,128,32,9,8,2,1,1073741824,-128568,0.1,SUCCESS,1
128,True,40000,zstd,64,20,4,16,6,5,2,4,16777216,-698,0.1,SUCCESS,1
65536,False,240000,snappy,1,128,36,32,9,8,2,1,1073741824,-102130,0.1,SUCCESS,1
4,False,240000,snappy,1,0,4,256,8,8,4,16,536870912,-131367,0.1,SUCCESS,1
2048,False,360000,lz4,8,256,4,16,8,11,8,2,536870912,-118883,0.1,SUCCESS,1
2048,False,240000,zstd,1,4,8,2,10,5,128,1,1073741824,-124181,0.1,SUCCESS,1
512,False,400000,zstd,2,1,4,-1,8,6,4,32,536870912,-128620,0.1,SUCCESS,1
1024,False,280000,zstd,2,8,8,128,9,7,8,8,67108864,-99592,0.1,SUCCESS,1
4096,False,360000,snappy,1,0,4,-1,3,12,8,1,1073741824,-139259,0.1,SUCCESS,1
4096,False,400000,snappy,1,4,1,-1,7,13,8,8,1073741824,-138659,0.1,SUCCESS,1
16,False,40000,snappy,1,1,512,-1,0,12,4,8,1073741824,-131222,0.1,SUCCESS,1
131072,False,400000,snappy,2,2,8,16,2,12,8,2,1073741824,-95203,0.1,SUCCESS,1
1,False,200000,snappy,1,0,4,-1,0,14,8,2,1073741824,-128624,0.1,SUCCESS,1
128,True,360000,snappy,64,1,256,128,3,14,4,1,512,-843,0.1,SUCCESS,1
32,False,360000,snappy,1,2,36,-1,7,14,8,1,134217728,-111940,0.1,SUCCESS,1
4096,False,360000,snappy,1,0,1,-1,3,12,16,1,1073741824,-133694,0.1,SUCCESS,1
8192,True,400000,snappy,16,512,512,16,7,13,2,32,512,-20950,0.1,SUCCESS,1
65536,False,120000,lz4,2,8,64,128,5,5,32,4,262144,-29643,0.1,SUCCESS,1
512,False,120000,snappy,2,1,1024,8,8,7,2,2,1,-524,0.1,SUCCESS,1
4096,False,160000,lz4,1,64,1,-1,-1,12,8,32,1073741824,-131748,0.1,SUCCESS,1
4,False,360000,snappy,1,8,2,64,10,10,4,1,1073741824,-135911,0.1,SUCCESS,1
128,False,360000,snappy,1,2,1024,4,3,11,4,1,1073741824,-135632,0.1,SUCCESS,1
256,True,280000,lz4,8,256,64,4,3,8,4,4,524288,-2683,0.1,SUCCESS,1
4096,False,160000,snappy,1,2,8,64,5,9,4,1,1073741824,-130249,0.1,SUCCESS,1
32,False,400000,snappy,1,128,4,16,-1,13,32,1,1073741824,-132270,0.1,SUCCESS,1
4096,False,360000,snappy,1,0,1,-1,3,12,128,1,1073741824,-131703,0.1,SUCCESS,1
524288,True,0,lz4,4,128,64,256,0,12,128,32,16777216,-33247,0.1,SUCCESS,1
4096,False,320000,snappy,1,0,4,16,10,13,64,4,536870912,-130978,0.1,SUCCESS,1
4096,False,400000,snappy,1,4,1,-1,7,13,2,8,1073741824,-137109,0.1,SUCCESS,1
8,False,320000,snappy,1,64,2,2,8,5,8,1,536870912,-129418,0.1,SUCCESS,1
1024,False,200000,lz4,1,32,8,-1,3,5,16,4,1073741824,-131476,0.1,SUCCESS,1
8192,False,360000,zstd,1,16,2,8,8,13,2,1,1073741824,-113855,0.1,SUCCESS,1
4096,False,400000,snappy,1,4,1,-1,7,13,1,8,1073741824,-139626,0.1,SUCCESS,1
512,False,200000,lz4,1,256,8,16,9,15,128,1,536870912,-134783,0.1,SUCCESS,1
256,True,400000,lz4,32,4,1024,1,9,12,1,4,67108864,-3410,0.1,SUCCESS,1
4096,False,400000,snappy,1,4,32,-1,10,8,1,16,1073741824,-131779,0.1,SUCCESS,1
1024,False,400000,snappy,1,2,32,-1,5,15,128,1,1073741824,-141545,0.1,SUCCESS,1
2048,False,240000,snappy,2,1,64,-1,0,6,1,2,268435456,-128314,0.1,SUCCESS,1
512,False,40000,snappy,1,512,256,256,9,7,32,1,1073741824,-139735,0.1,SUCCESS,1
32768,False,120000,snappy,1,8,1,32,7,10,16,4,1073741824,-114967,0.1,SUCCESS,1
256,False,400000,lz4,2,0,1024,32,5,13,2,1,1073741824,-135620,0.1,SUCCESS,1
4096,False,400000,snappy,16,1,1,-1,7,15,1,2,1073741824,-120804,0.1,SUCCESS,1
2048,False,240000,zstd,32,0,256,1,1,15,16,32,536870912,-105588,0.1,SUCCESS,1
512,False,40000,zstd,2,20,32,16,4,10,1,16,8192,-16822,0.1,SUCCESS,1
256,False,40000,lz4,1,16,128,64,0,5,32,1,1073741824,-132088,0.1,SUCCESS,1
1024,False,360000,snappy,2,2,1024,4,5,11,4,1,1073741824,-138463,0.1,SUCCESS,1
8,False,360000,snappy,2,4,32,32,4,15,4,1,1073741824,-136628,0.1,SUCCESS,1
16,False,360000,snappy,64,2,1024,-1,3,7,16,1,268435456,-111994,0.1,SUCCESS,1
1024,False,400000,snappy,1,2,32,-1,5,15,128,2,1073741824,-138390,0.1,SUCCESS,1
64,False,400000,snappy,256,4,256,32,8,7,2,1,67108864,-89644,0.1,SUCCESS,1
1024,False,400000,zstd,2,2,1024,-1,5,11,1,1,1073741824,-132499,0.1,SUCCESS,1
1024,False,200000,lz4,2,2,32,32,10,15,4,1,1073741824,-142708,0.1,SUCCESS,1
4096,False,240000,snappy,2,512,8,32,-1,15,4,1,1073741824,-136862,0.1,SUCCESS,1
1024,False,400000,snappy,2,1024,128,1,-1,15,64,2,1073741824,-141980,0.1,SUCCESS,1
1024,False,280000,snappy,1,4,1,4,7,15,4,8,1073741824,-133086,0.1,SUCCESS,1
512,False,40000,snappy,1,512,1024,256,9,8,32,1,1073741824,-138791,0.1,SUCCESS,1
2048,False,120000,lz4,2,2,128,4,2,15,8,1,1073741824,-134980,0.1,SUCCESS,1
1024,False,400000,snappy,1,2,1024,1,5,15,16,2,1073741824,-139606,0.1,SUCCESS,1
16,False,400000,zstd,1,1024,1024,16,2,15,4,2,1073741824,-124459,0.1,SUCCESS,1
4096,False,400000,snappy,1,2,1,8,7,15,64,8,1073741824,-131930,0.1,SUCCESS,1
262144,False,400000,zstd,4,4,2,-1,2,15,16,4,1073741824,-25737,0.1,SUCCESS,1
2048,False,0,zstd,2,512,36,-1,1,15,16,4,1073741824,-125603,0.1,SUCCESS,1
512,False,280000,snappy,2,1024,1,64,3,13,128,1,1073741824,-138653,0.1,SUCCESS,1
4096,False,400000,lz4,1,512,16,-1,10,15,32,1,1073741824,-135301,0.1,SUCCESS,1
1024,False,240000,snappy,1,2,32,-1,5,15,128,1,1073741824,-141056,0.1,SUCCESS,1
128,False,0,lz4,1,0,1,2,4,6,64,1,268435456,-91853,0.1,SUCCESS,1
512,False,40000,snappy,2,1024,1024,256,9,7,32,1,1073741824,-140847,0.1,SUCCESS,1
1,False,400000,zstd,32,4,4,4,6,15,16,16,1073741824,-117007,0.1,SUCCESS,1
4,False,160000,lz4,2,0,1,2,5,6,1,4,1073741824,-135740,0.1,SUCCESS,1
1024,False,200000,snappy,2,1024,128,1,-1,15,128,2,1073741824,-132023,0.1,SUCCESS,1
4096,False,240000,snappy,1,4,1,-1,3,14,1,1,1073741824,-135356,0.1,SUCCESS,1
1024,False,80000,lz4,2,1,1024,128,10,6,2,4,1073741824,-138754,0.1,SUCCESS,1
1024,False,400000,zstd,4,512,2,64,2,13,8,2,536870912,-109719,0.1,SUCCESS,1
512,False,40000,lz4,1,512,32,16,3,7,16,1,1073741824,-135267,0.1,SUCCESS,1
131072,False,120000,lz4,128,1,256,128,7,6,16,2,1073741824,-93413,0.1,SUCCESS,1
512,False,0,snappy,2,1024,1024,16,9,7,32,1,1073741824,-138880,0.1,SUCCESS,1
2048,False,240000,snappy,4,1,256,-1,9,8,1,4,67108864,-105260,0.1,SUCCESS,1
512,False,160000,snappy,2,1024,1024,256,10,7,32,1,1073741824,-137912,0.1,SUCCESS,1
4096,False,320000,lz4,2,4,2,2,5,14,16,16,1073741824,-131903,0.1,SUCCESS,1
8,False,200000,zstd,2,0,1,1,6,5,1,32,536870912,-117521,0.1,SUCCESS,1
1024,False,240000,snappy,1,0,32,2,5,15,128,1,1073741824,-134886,0.1,SUCCESS,1
512,False,120000,lz4,2,20,64,256,10,15,2,1,1073741824,-137529,0.1,SUCCESS,1
4,False,320000,snappy,2,0,1024,256,4,6,32,4,1073741824,-135151,0.1,SUCCESS,1
1024,False,400000,lz4,2,2,32,-1,9,15,128,1,1073741824,-140338,0.1,SUCCESS,1
1024,False,240000,lz4,2,16,1,-1,8,6,128,1,1073741824,-139351,0.1,SUCCESS,1
512,False,80000,lz4,2,20,16,16,8,7,8,16,1073741824,-131512,0.1,SUCCESS,1
1024,False,400000,zstd,4,2,2,-1,5,15,8,1,1073741824,-111035,0.1,SUCCESS,1
1024,False,240000,zstd,2,4,4,-1,8,6,128,1,1073741824,-129046,0.1,SUCCESS,1
1024,False,240000,lz4,2,4,1,-1,8,6,128,1,1073741824,-138039,0.1,SUCCESS,1
1,False,240000,zstd,8,4,36,-1,2,11,1,16,536870912,-116599,0.1,SUCCESS,1
32,True,200000,zstd,2,32,36,128,-1,7,128,4,268435456,-717,0.1,SUCCESS,1
512,False,40000,snappy,1,512,1024,256,10,7,16,16,1073741824,-132716,0.1,SUCCESS,1
512,False,400000,snappy,1,512,16,256,5,7,128,32,1073741824,-141292,0.1,SUCCESS,1
16384,False,400000,zstd,2,16,256,-1,3,5,1,8,1073741824,-96702,0.1,SUCCESS,1
512,False,240000,snappy,8,1024,16,4,2,6,32,32,1073741824,-115768,0.1,SUCCESS,1
1024,False,160000,snappy,1,2,32,-1,5,15,128,1,1073741824,-134829,0.1,SUCCESS,1
1024,False,280000,snappy,2,256,1,256,5,6,64,1,1073741824,-137690,0.1,SUCCESS,1
1024,False,80000,snappy,2,0,1024,2,8,15,2,1,1073741824,-134949,0.1,SUCCESS,1
256,False,80000,lz4,2,1,32,64,10,9,2,4,1073741824,-133372,0.1,SUCCESS,1
1024,False,200000,snappy,2,2,1024,32,10,6,4,1,1073741824,-141392,0.1,SUCCESS,1
512,False,120000,zstd,2,20,32,-1,-1,10,8,2,1073741824,-132101,0.1,SUCCESS,1
128,False,40000,snappy,1,512,1024,256,9,7,64,1,1073741824,-131517,0.1,SUCCESS,1
512,False,40000,snappy,2,1,32,8,-1,7,128,1,1073741824,-141043,0.1,SUCCESS,1
128,False,360000,snappy,4,4,2,4,0,15,8,1,536870912,-119982,0.1,SUCCESS,1
8192,False,400000,snappy,16,64,1024,-1,0,13,128,1,536870912,-117449,0.1,SUCCESS,1
512,False,400000,snappy,2,512,16,256,5,7,128,2,1073741824,-136189,0.1,SUCCESS,1
512,False,0,snappy,2,1,256,256,1,13,1,1,1073741824,-135084,0.1,SUCCESS,1
512,False,360000,snappy,2,0,36,-1,10,15,16,8,67108864,-103742,0.1,SUCCESS,1
262144,False,0,zstd,4,4,256,-1,-1,5,1,2,268435456,-23757,0.1,SUCCESS,1
1024,False,200000,snappy,2,2,1024,32,10,7,2,1,1073741824,-133200,0.1,SUCCESS,1
8192,False,360000,lz4,2,256,128,-1,0,8,1,2,268435456,-119104,0.1,SUCCESS,1
1024,False,120000,snappy,2,2,1024,32,10,6,4,1,1073741824,-140537,0.1,SUCCESS,1
512,False,120000,lz4,2,2,36,2,5,9,1,2,1073741824,-141649,0.1,SUCCESS,1
1024,False,160000,snappy,1,512,16,-1,8,5,1,2,268435456,-135456,0.1,SUCCESS,1
256,False,40000,snappy,1,32,64,1,-1,12,1,2,268435456,-128310,0.1,SUCCESS,1
1024,False,40000,zstd,2,20,128,-1,2,13,128,1,1073741824,-126709,0.1,SUCCESS,1
32,False,40000,zstd,1,32,8,2,7,8,2,1,536870912,-125960,0.1,SUCCESS,1
128,False,160000,zstd,2,20,64,-1,8,8,8,16,536870912,-122435,0.1,SUCCESS,1
128,False,80000,zstd,1,16,36,4,0,5,2,4,32768,-5395,0.1,SUCCESS,1
512,False,40000,zstd,2,1,32,-1,-1,7,128,1,1073741824,-136503,0.1,SUCCESS,1
512,False,0,snappy,2,1,32,8,-1,7,128,1,1073741824,-136773,0.1,SUCCESS,1
1024,False,240000,zstd,2,64,16,-1,-1,15,8,2,268435456,-125660,0.1,SUCCESS,1
65536,False,160000,zstd,32,16,16,16,0,8,4,16,268435456,-55132,0.1,SUCCESS,1
512,False,40000,zstd,1,2,32,8,-1,7,128,1,1073741824,-133390,0.1,SUCCESS,1
1024,False,120000,lz4,2,1,1024,32,10,6,1,2,536870912,-134398,0.1,SUCCESS,1
512,False,40000,snappy,2,1,8,8,-1,7,64,1,1073741824,-136241,0.1,SUCCESS,1
16384,False,320000,lz4,32,512,2,128,8,7,16,8,2048,-21340,0.1,SUCCESS,1
16384,False,240000,snappy,1,512,64,128,8,5,1,1,268435456,-116196,0.1,SUCCESS,1
8,False,120000,lz4,2,512,1024,1,10,13,1,2,268435456,-119995,0.1,SUCCESS,1
65536,True,0,lz4,32,0,36,64,2,5,128,4,4096,-18484,0.1,SUCCESS,1
1,True,120000,lz4,2,256,32,128,0,8,8,4,262144,-1830,0.1,SUCCESS,1
1024,False,0,zstd,1,512,64,16,3,5,16,2,268435456,-119706,0.1,SUCCESS,1
1024,False,40000,zstd,1,1,128,64,-1,8,64,32,1073741824,-130166,0.1,SUCCESS,1
512,False,160000,snappy,1,256,16,-1,7,13,128,32,268435456,-123154,0.1,SUCCESS,1
1024,False,400000,snappy,2,1024,128,8,-1,15,64,2,1073741824,-140213,0.1,SUCCESS,1
16384,False,160000,snappy,2,1,256,16,-1,12,128,1,1073741824,-120310,0.1,SUCCESS,1
512,False,40000,snappy,2,0,4,8,-1,7,128,1,1073741824,-134164,0.1,SUCCESS,1
256,False,400000,lz4,2,2,32,1,6,15,128,32,536870912,-133736,0.1,SUCCESS,1
1024,False,40000,zstd,1,1,4,64,7,15,32,1,1073741824,-130016,0.1,SUCCESS,1
256,False,0,snappy,1,512,4,2,8,8,1,16,268435456,-127981,0.1,SUCCESS,1
65536,True,0,zstd,8,16,1024,32,6,10,32,4,4194304,-16973,0.1,SUCCESS,1
8,False,240000,zstd,2,2,16,-1,0,10,1,1,1073741824,-126300,0.1,SUCCESS,1
16384,False,200000,snappy,256,2,4,128,10,5,8,16,536870912,-104326,0.1,SUCCESS,1
256,False,80000,lz4,4,4,64,-1,10,13,8,1,1073741824,-122582,0.1,SUCCESS,1
1024,False,120000,snappy,2,20,1024,32,0,5,4,1,1073741824,-135495,0.1,SUCCESS,1
32768,False,40000,snappy,2,1024,32,1,1,6,8,4,268435456,-107069,0.1,SUCCESS,1
16,False,280000,snappy,1,512,1024,16,-1,5,4,2,268435456,-124537,0.1,SUCCESS,1
1024,False,400000,lz4,2,2,32,1,-1,5,4,1,1073741824,-141373,0.1,SUCCESS,1
1024,False,400000,lz4,1,0,32,-1,5,15,128,1,1073741824,-138461,0.1,SUCCESS,1
512,False,120000,lz4,2,2,36,4,5,9,1,2,1073741824,-136553,0.1,SUCCESS,1
512,False,120000,snappy,2,20,1,8,9,8,4,1,1073741824,-143933,0.1,SUCCESS,1
262144,True,40000,snappy,16,128,256,1,2,7,16,2,1048576,-7908,0.1,SUCCESS,1
512,False,40000,snappy,2,20,1,8,9,8,4,1,1073741824,-136708,0.1,SUCCESS,1
1024,False,400000,snappy,2,0,32,1,-1,5,4,2,1073741824,-136124,0.1,SUCCESS,1
64,False,400000,zstd,1,0,2,-1,7,11,64,2,1073741824,-120861,0.1,SUCCESS,1
1024,False,280000,lz4,4,2,32,1,-1,5,4,1,1073741824,-122838,0.1,SUCCESS,1
4096,False,200000,lz4,4,1,32,128,5,8,8,4,1073741824,-115542,0.1,SUCCESS,1
1,False,200000,lz4,1,0,2,256,8,6,4,4,536870912,-127885,0.1,SUCCESS,1
4096,False,200000,zstd,8,1024,32,256,0,14,2,8,67108864,-62131,0.1,SUCCESS,1
8192,True,120000,lz4,2,2,512,4,6,9,32,32,8388608,-35140,0.1,SUCCESS,1
32768,False,80000,lz4,32,4,8,16,9,8,2,1,1073741824,-101179,0.1,SUCCESS,1
1024,False,400000,snappy,2,2,32,-1,-1,5,1,2,268435456,-128137,0.1,SUCCESS,1
8,False,280000,lz4,256,8,8,256,-1,15,4,4,1073741824,-114346,0.1,SUCCESS,1
2048,False,280000,zstd,2,0,256,128,-1,6,2,1,1073741824,-121821,0.1,SUCCESS,1
256,False,80000,lz4,16,1024,1,16,6,15,1,8,268435456,-117866,0.1,SUCCESS,1
1024,False,280000,snappy,4,20,128,1,-1,15,2,2,1073741824,-119313,0.1,SUCCESS,1
512,False,120000,lz4,2,20,1,8,9,8,4,1,536870912,-133351,0.1,SUCCESS,1
32768,False,160000,snappy,2,64,128,2,1,5,2,1,536870912,-109534,0.1,SUCCESS,1
512,False,240000,snappy,4,512,8,16,7,5,4,2,268435456,-122750,0.1,SUCCESS,1
512,False,40000,zstd,4,2,32,8,-1,7,8,1,1073741824,-120927,0.1,SUCCESS,1
1024,False,200000,snappy,1,0,1024,32,10,6,4,1,1073741824,-139660,0.1,SUCCESS,1
2048,False,160000,zstd,1,2,32,-1,6,15,2,16,268435456,-113823,0.1,SUCCESS,1
1,False,0,zstd,1,4,16,16,-1,9,2,1,1073741824,-127558,0.1,SUCCESS,1
8192,False,0,lz4,1,0,16,32,7,8,32,2,536870912,-125743,0.1,SUCCESS,1
4,False,400000,snappy,4,4,36,8,10,15,1,1,536870912,-119369,0.1,SUCCESS,1
4096,False,80000,zstd,16,16,256,2,8,12,4,2,268435456,-98302,0.1,SUCCESS,1
256,False,160000,lz4,16,1024,36,1,10,13,8,1,268435456,-117702,0.1,SUCCESS,1
32,False,120000,zstd,1,1,16,4,0,9,128,16,1073741824,-132120,0.1,SUCCESS,1
8,False,0,zstd,4,4,64,8,1,5,8,32,536870912,-115528,0.1,SUCCESS,1
512,False,0,snappy,1,4,8,2,-1,7,128,1,1073741824,-137228,0.1,SUCCESS,1
4096,False,0,zstd,2,256,32,4,-1,14,128,4,536870912,-120352,0.1,SUCCESS,1
1,False,200000,snappy,2,0,1,128,1,11,128,2,1073741824,-128342,0.1,SUCCESS,1
262144,False,200000,snappy,2,32,1024,8,10,8,4,1,1073741824,-60880,0.1,SUCCESS,1
512,False,280000,snappy,16,20,64,256,9,9,32,2,1073741824,-115622,0.1,SUCCESS,1
512,False,120000,snappy,2,32,1,8,9,8,4,1,1073741824,-138405,0.1,SUCCESS,1
2048,False,200000,lz4,1,8,32,-1,5,15,8,1,536870912,-136513,0.1,SUCCESS,1
1024,False,80000,zstd,2,1,1024,64,8,6,1,4,1073741824,-127216,0.1,SUCCESS,1
512,False,240000,snappy,32,4,2,32,-1,10,1,2,268435456,-113384,0.1,SUCCESS,1
32,False,280000,zstd,1,4,128,128,0,14,1,4,1073741824,-128263,0.1,SUCCESS,1
32768,True,80000,lz4,8,0,8,8,10,8,8,1,131072,-5880,0.1,SUCCESS,1
1024,True,400000,snappy,1,512,64,64,9,7,32,2,32768,-6401,0.1,SUCCESS,1
4096,False,160000,lz4,4,8,2,2,0,5,2,2,536870912,-118956,0.1,SUCCESS,1
512,False,80000,lz4,2,2,32,2,8,7,2,2,1073741824,-132180,0.1,SUCCESS,1
512,False,200000,snappy,2,64,4,-1,10,12,8,1,1073741824,-131186,0.1,SUCCESS,1
4,True,160000,zstd,2,4,256,2,3,6,1,8,268435456,-2356,0.1,SUCCESS,1
512,False,120000,zstd,1,2,16,2,5,9,1,2,1073741824,-127648,0.1,SUCCESS,1
1024,False,280000,snappy,4,512,128,-1,1,8,64,2,536870912,-117002,0.1,SUCCESS,1
512,False,320000,zstd,4,0,64,-1,3,14,16,4,536870912,-109806,0.1,SUCCESS,1
64,False,400000,lz4,2,0,512,64,6,5,64,2,536870912,-127875,0.1,SUCCESS,1
32,False,120000,zstd,1,64,32,256,9,9,32,1,536870912,-121203,0.1,SUCCESS,1
1024,False,200000,snappy,2,2,1024,16,10,6,4,1,1073741824,-132015,0.1,SUCCESS,1
4,True,40000,lz4,16,128,2,2,9,9,2,8,16777216,-1797,0.1,SUCCESS,1
1024,False,400000,zstd,2,2,32,1,-1,5,16,1,1073741824,-123968,0.1,SUCCESS,1
256,False,80000,zstd,1,20,1024,2,-1,8,128,2,268435456,-121414,0.1,SUCCESS,1
1024,False,280000,zstd,8,512,1024,16,4,7,128,16,16,-32794,0.1,SUCCESS,1
1024,False,120000,lz4,1,0,32,32,10,6,128,1,1073741824,-131780,0.1,SUCCESS,1
65536,False,400000,snappy,2,2,4,1,5,15,1,2,268435456,-80997,0.1,SUCCESS,1
8,False,160000,zstd,8,1,2,4,0,12,16,1,536870912,-113835,0.1,SUCCESS,1
512,False,120000,zstd,2,2,16,4,5,9,1,2,268435456,-113871,0.1,SUCCESS,1
256,False,240000,zstd,8,2,4,32,5,8,128,2,268435456,-109349,0.1,SUCCESS,1
4096,False,80000,zstd,2,1,32,32,10,15,128,8,1073741824,-123605,0.1,SUCCESS,1
16384,False,120000,zstd,4,128,2,8,8,15,32,4,1073741824,-99233,0.1,SUCCESS,1
8192,False,280000,snappy,256,0,16,8,8,5,128,4,268435456,-111771,0.1,SUCCESS,1
1024,False,120000,lz4,1,1024,64,4,9,15,32,2,536870912,-139514,0.1,SUCCESS,1
1024,False,400000,lz4,2,2,32,8,-1,5,4,1,1073741824,-129956,0.1,SUCCESS,1
1,False,280000,zstd,4,32,64,-1,1,5,32,1,1073741824,-110892,0.1,SUCCESS,1
1024,False,400000,snappy,1,32,32,4,2,5,2,8,1073741824,-134092,0.1,SUCCESS,1
512,False,40000,snappy,8,64,32,8,0,5,4,1,1073741824,-122919,0.1,SUCCESS,1
512,False,40000,zstd,1,1,128,8,8,5,64,4,1073741824,-132106,0.1,SUCCESS,1
1,False,360000,zstd,256,512,64,16,-1,13,2,32,536870912,-114775,0.1,SUCCESS,1
1,False,120000,snappy,1,128,128,4,10,15,1,4,268435456,-122264,0.1,SUCCESS,1
1024,False,400000,snappy,2,4,36,-1,5,15,128,1,1073741824,-133087,0.1,SUCCESS,1
1024,False,280000,snappy,2,1024,128,8,-1,15,64,1,1073741824,-131435,0.1,SUCCESS,1
16384,False,400000,lz4,2,1024,36,8,3,15,1,2,1073741824,-121692,0.1,SUCCESS,1
1024,False,400000,lz4,2,2,64,1,-1,5,8,1,536870912,-128598,0.1,SUCCESS,1
512,False,120000,lz4,1,8,64,8,5,11,1,2,536870912,-133014,0.1,SUCCESS,1
1024,False,400000,snappy,2,1024,128,1,-1,15,8,1,1073741824,-131332,0.1,SUCCESS,1
512,False,240000,snappy,1,0,36,64,9,14,128,2,1073741824,-131118,0.1,SUCCESS,1
1024,False,120000,snappy,2,20,1,8,9,8,4,2,1073741824,-135836,0.1,SUCCESS,1
131072,True,240000,lz4,16,64,1024,-1,6,12,64,1,1048576,-13047,0.1,SUCCESS,1
8192,False,200000,zstd,2,128,1024,-1,2,9,32,16,268435456,-105687,0.1,SUCCESS,1
8,False,200000,lz4,1,20,16,32,7,5,16,4,268435456,-121567,0.1,SUCCESS,1
32,False,120000,zstd,1,8,32,1,2,9,1,4,1073741824,-128025,0.1,SUCCESS,1
32768,False,400000,zstd,2,8,36,256,4,12,8,4,1073741824,-97761,0.1,SUCCESS,1
512,False,120000,snappy,2,20,1,2,9,8,1,1,1073741824,-135709,0.1,SUCCESS,1
8192,False,40000,snappy,8,64,8,128,7,5,8,2,268435456,-110829,0.1,SUCCESS,1
128,False,200000,lz4,2,20,1,2,9,8,4,1,1073741824,-131545,0.1,SUCCESS,1
1024,False,40000,zstd,4,1024,256,-1,5,15,16,16,268435456,-101572,0.1,SUCCESS,1
32,False,360000,zstd,1,128,1024,256,3,7,1,1,1073741824,-128091,0.1,SUCCESS,1
16,True,400000,zstd,1,16,64,1,7,13,64,32,1048576,-1638,0.1,SUCCESS,1
512,False,400000,lz4,1,0,36,-1,7,15,128,1,1073741824,-130728,0.1,SUCCESS,1
4,False,0,zstd,1,4,512,16,5,12,128,32,1073741824,-122582,0.1,SUCCESS,1
512,False,400000,snappy,1,1024,4,256,5,7,128,32,1073741824,-128729,0.1,SUCCESS,1
