block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,20,36,-1,-1,10,2,1,67108864,-14346,961301
1024,false,0,zstd,2,256,16,-1,6,8,8,16,32768,-1409,1942025
512,false,320000,zstd,256,64,2,2,3,0,1,1,32,-1435,2923307
32768,false,200000,lz4,8,0,4,8,4,5,1,16,1073741824,-1031,3886490
4,false,320000,lz4,64,1,512,4,11,4,32,32,8192,-1138,4864916
524288,false,360000,snappy,32,4,1024,8,7,3,64,2,32,-2234,5837505
64,false,40000,snappy,4,512,8,64,9,6,128,8,8388608,-1686,6799645
4096,true,280000,zstd,4,1024,32,256,8,0,128,2,33554432,-11320,7761920
32768,true,400000,zstd,16,128,32,32,10,7,16,8,262144,-5142,8727853
4,true,240000,lz4,128,32,64,-1,0,2,8,1,524288,-72,9699078
128,true,160000,lz4,4,2,256,64,1,9,16,4,2048,-93,10687927
16,true,120000,snappy,32,8,128,4,6,10,4,32,4,-64,11679920
131072,true,40000,snappy,1,16,64,128,2,3,2,4,256,-1344,12655218
8192,false,120000,zstd,128,20,1,32,2,7,8,8,67108864,-1307,13617744
4096,false,200000,snappy,2,1024,16,-1,-1,11,1,2,134217728,-12697,14579983
1,true,0,snappy,1,512,512,128,-1,14,2,1,8388608,-61,15568269
4,false,120000,zstd,1,8,128,16,-1,5,32,4,536870912,-703,16535116
4096,false,0,snappy,4,20,36,-1,-1,10,2,4,67108864,-10952,17497739
32768,true,0,snappy,128,8,1,256,10,7,32,2,1,-4845,18471728
2048,true,280000,snappy,32,1,256,-1,-1,6,1,2,134217728,-930,19434877
4096,false,0,snappy,4,20,64,-1,-1,10,2,1,16777216,-8400,20396670
8192,false,0,lz4,2,1,512,-1,4,3,32,8,16384,-2362,21371589
4096,false,80000,snappy,2,4,4,8,-1,15,16,4,268435456,-12417,22334025
4096,true,240000,snappy,2,8,36,256,1,15,4,1,67108864,-12221,23297090
512,true,240000,lz4,16,0,32,2,6,5,8,2,65536,-241,24278790
4096,false,120000,zstd,8,0,36,-1,4,10,4,1,134217728,-1082,25243105
8192,false,200000,snappy,2,1024,16,-1,-1,11,1,1,134217728,-10985,26205396
