block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,cost,time,status,seed
262144,False,120000,lz4,4,2,1,4,3,9,128,2,268435456,-115900,0.1,SUCCESS,1
65536,False,280000,snappy,32,128,36,256,5,7,1,2,1073741824,-132803,0.1,SUCCESS,1
65536,False,200000,snappy,8,2,128,64,10,10,128,32,1024,-30637,0.1,SUCCESS,1
8,False,360000,lz4,32,256,4,8,8,8,64,16,64,-54182,0.1,SUCCESS,1
524288,True,0,zstd,32,8,8,64,1,7,2,16,1048576,-5121,0.1,SUCCESS,1
524288,False,80000,lz4,64,64,128,-1,8,4,8,8,2048,-9971,0.1,SUCCESS,1
524288,False,200000,snappy,128,16,2,-1,4,4,4,8,67108864,-59325,0.1,SUCCESS,1
32768,True,400000,lz4,8,20,64,16,5,5,128,16,512,-65589,0.1,SUCCESS,1
2048,False,360000,zstd,128,4,1,16,5,6,32,1,268435456,-98295,0.1,SUCCESS,1
256,False,0,snappy,2,2,8,4,0,7,128,8,512,-1622,0.1,SUCCESS,1
32,True,160000,zstd,4,32,36,-1,10,7,1,4,67108864,-2988,0.1,SUCCESS,1
32,True,360000,lz4,1,1,36,32,7,10,32,8,524288,-2547,0.1,SUCCESS,1
2048,False,400000,snappy,2,2,128,-1,11,3,16,16,128,-5109,0.1,SUCCESS,1
8192,False,400000,zstd,128,20,2,256,10,7,4,8,8192,-15767,0.1,SUCCESS,1
128,True,40000,zstd,4,128,512,2,4,7,16,2,512,-1713,0.1,SUCCESS,1
64,True,240000,lz4,128,128,1,2,7,7,8,8,65536,-4618,0.1,SUCCESS,1
16,False,400000,snappy,2,2,16,2,10,6,16,8,2097152,-27863,0.1,SUCCESS,1
16,False,400000,lz4,8,64,36,16,4,10,64,4,128,-31157,0.1,SUCCESS,1
4096,False,400000,lz4,32,0,64,256,6,1,128,8,16384,-28310,0.1,SUCCESS,1
2048,True,240000,snappy,64,1,32,2,6,5,64,16,64,-24044,0.1,SUCCESS,1
16,False,200000,snappy,128,20,8,128,5,3,32,8,536870912,-97143,0.1,SUCCESS,1
1,False,240000,zstd,32,20,128,-1,8,3,64,4,2048,-2423,0.1,SUCCESS,1
32768,False,120000,lz4,8,8,2,128,1,5,8,16,16777216,-95609,0.1,SUCCESS,1
8,True,200000,zstd,64,2,16,4,9,4,4,8,1024,-1295,0.1,SUCCESS,1
8192,False,280000,lz4,128,256,8,2,2,7,64,1,128,-18885,0.1,SUCCESS,1
16,True,320000,lz4,16,32,2,4,4,0,64,32,128,-4375,0.1,SUCCESS,1
32768,True,360000,lz4,4,4,128,1,11,2,1,1,32768,-912,0.1,SUCCESS,1
16,False,200000,lz4,128,512,1,-1,8,2,2,4,4194304,-40864,0.1,SUCCESS,1
16,True,360000,zstd,64,1024,1024,2,0,6,8,2,8,-2526,0.1,SUCCESS,1
2048,True,280000,zstd,32,128,256,-1,11,3,32,4,32768,-8855,0.1,SUCCESS,1
1024,False,280000,snappy,128,32,32,2,3,0,16,2,512,-22471,0.1,SUCCESS,1
8192,True,280000,lz4,32,128,16,-1,9,5,8,32,1024,-28245,0.1,SUCCESS,1
16384,True,200000,lz4,128,4,4,4,3,4,64,32,1,-33054,0.1,SUCCESS,1
65536,True,160000,snappy,128,128,8,64,4,7,4,32,4,-16442,0.1,SUCCESS,1
2048,True,160000,lz4,256,128,512,-1,4,5,4,32,1048576,-27697,0.1,SUCCESS,1
262144,False,40000,lz4,32,20,256,16,11,3,2,16,512,-5659,0.1,SUCCESS,1
16,True,200000,zstd,64,1024,2,8,3,0,1,32,16777216,-2263,0.1,SUCCESS,1
4,False,200000,lz4,256,2,512,8,11,8,1,1,8388608,-55684,0.1,SUCCESS,1
1,False,320000,zstd,8,64,8,128,8,9,64,4,1048576,-42905,0.1,SUCCESS,1
64,True,0,snappy,256,512,1024,8,8,8,1,32,8192,-3267,0.1,SUCCESS,1
1,False,400000,snappy,128,256,36,16,3,1,16,1,67108864,-100675,0.1,SUCCESS,1
131072,False,400000,lz4,4,128,256,16,6,2,1,1,33554432,-78133,0.1,SUCCESS,1
524288,False,360000,zstd,128,16,4,4,8,2,8,8,32768,-2291,0.1,SUCCESS,1
4,True,200000,snappy,4,128,1,64,7,4,1,1,524288,-4422,0.1,SUCCESS,1
8,False,40000,zstd,64,8,512,-1,9,1,1,4,2048,-1206,0.1,SUCCESS,1
4096,False,360000,lz4,2,8,36,256,2,10,2,4,128,-2932,0.1,SUCCESS,1
4096,True,0,lz4,2,2,1024,64,3,9,32,2,134217728,-54203,0.1,SUCCESS,1
1,False,80000,snappy,8,512,2,32,1,8,8,2,1048576,-62078,0.1,SUCCESS,1
262144,False,320000,lz4,8,128,64,-1,11,3,64,16,16777216,-72666,0.1,SUCCESS,1
512,False,320000,lz4,32,0,4,8,2,7,16,8,8,-21241,0.1,SUCCESS,1
524288,True,0,lz4,256,1024,64,32,6,8,8,2,65536,-7165,0.1,SUCCESS,1
128,True,400000,lz4,2,2,128,-1,4,6,128,4,8388608,-5421,0.1,SUCCESS,1
131072,True,0,zstd,64,16,512,1,7,8,32,1,64,-5742,0.1,SUCCESS,1
1,True,40000,zstd,1,0,36,4,5,1,1,2,64,-164,0.1,SUCCESS,1
128,True,40000,snappy,16,8,1024,1,9,10,128,32,8388608,-7342,0.1,SUCCESS,1
8192,False,400000,lz4,32,512,2,128,1,10,32,32,33554432,-92802,0.1,SUCCESS,1
512,False,240000,zstd,1,512,2,4,2,10,8,2,4194304,-78604,0.1,SUCCESS,1
1024,True,240000,lz4,1,64,1,32,6,4,128,8,512,-25273,0.1,SUCCESS,1
4,True,160000,snappy,1,256,1024,4,1,6,8,4,4194304,-4479,0.1,SUCCESS,1
1024,True,240000,snappy,8,512,8,128,7,2,1,16,16,-17576,0.1,SUCCESS,1
64,True,80000,zstd,32,8,2,16,1,7,1,4,4096,-436,0.1,SUCCESS,1
1024,False,120000,zstd,8,1,2,64,8,3,2,4,32768,-424,0.1,SUCCESS,1
2048,True,200000,snappy,8,512,32,32,11,7,2,16,4096,-18206,0.1,SUCCESS,1
65536,False,320000,zstd,256,2,1,32,1,8,8,4,16777216,-44429,0.1,SUCCESS,1
512,True,320000,zstd,32,128,8,8,6,8,64,16,1024,-5215,0.1,SUCCESS,1
128,True,80000,snappy,128,64,2,4,11,10,8,4,33554432,-5320,0.1,SUCCESS,1
131072,True,200000,snappy,16,1024,36,64,6,4,8,16,8,-22043,0.1,SUCCESS,1
256,False,240000,lz4,2,8,1024,16,9,3,128,2,16,-2826,0.1,SUCCESS,1
262144,True,280000,zstd,32,64,64,4,0,10,2,2,8388608,-8293,0.1,SUCCESS,1
8192,True,0,snappy,4,256,4,256,1,8,8,32,4,-39000,0.1,SUCCESS,1
256,False,160000,snappy,64,1024,256,32,1,1,2,1,32768,-23260,0.1,SUCCESS,1
16,False,200000,snappy,4,64,256,64,1,10,32,32,134217728,-95183,0.1,SUCCESS,1
512,True,80000,lz4,32,16,256,4,3,9,2,16,2097152,-14728,0.1,SUCCESS,1
131072,False,80000,zstd,256,256,64,16,10,8,1,4,8388608,-9713,0.1,SUCCESS,1
131072,True,400000,snappy,32,32,4,32,6,7,2,32,1048576,-23962,0.1,SUCCESS,1
64,False,0,lz4,16,8,128,16,3,8,8,2,262144,-6296,0.1,SUCCESS,1
32,False,80000,lz4,1,1024,1,8,7,3,4,8,64,-24372,0.1,SUCCESS,1
64,False,0,snappy,32,32,64,4,6,4,2,16,536870912,-98678,0.1,SUCCESS,1
262144,False,240000,lz4,1,20,1024,128,9,2,8,16,1024,-27308,0.1,SUCCESS,1
524288,False,80000,zstd,1,0,512,8,3,10,1,8,16384,-165,0.1,SUCCESS,1
64,False,0,lz4,1,512,16,8,0,8,2,32,16777216,-82642,0.1,SUCCESS,1
