block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,cost,time,status,seed
4096,False,0,snappy,4,20,36,-1,-1,10,2,1,67108864,-103973,0.1,SUCCESS,1
16,True,0,lz4,64,128,36,2,0,6,128,8,4096,-4602,0.1,SUCCESS,1
1,False,200000,zstd,4,0,8,64,1,10,1,32,64,-131,0.1,SUCCESS,1
4096,False,400000,zstd,8,0,2,-1,4,4,32,4,8,-2911,0.1,SUCCESS,1
65536,True,80000,lz4,1,1024,1024,-1,9,7,4,32,512,-11936,0.1,SUCCESS,1
32768,False,280000,snappy,128,1024,1,-1,2,4,2,8,67108864,-81006,0.1,SUCCESS,1
512,False,320000,zstd,16,1,16,128,10,10,4,4,524288,-11861,0.1,SUCCESS,1
4,False,40000,lz4,64,20,256,4,8,3,1,1,32,-3953,0.1,SUCCESS,1
256,False,320000,zstd,16,1,36,128,9,1,32,16,512,-6112,0.1,SUCCESS,1
1,False,0,lz4,16,1024,32,2,10,2,1,16,4194304,-58579,0.1,SUCCESS,1
65536,True,240000,zstd,32,512,36,16,8,0,32,16,16777216,-48054,0.1,SUCCESS,1
64,False,40000,lz4,128,64,4,32,5,6,16,8,2097152,-66905,0.1,SUCCESS,1
16384,True,40000,lz4,32,256,8,64,5,0,2,16,64,-31795,0.1,SUCCESS,1
65536,False,200000,lz4,128,128,8,32,0,6,4,1,2048,-16009,0.1,SUCCESS,1
256,False,120000,lz4,32,256,64,-1,-1,10,4,32,67108864,-104572,0.1,SUCCESS,1
1,True,240000,snappy,64,128,64,8,-1,9,2,8,8388608,-3561,0.1,SUCCESS,1
1,False,400000,lz4,16,0,32,-1,-1,6,1,4,1073741824,-94342,0.1,SUCCESS,1
1,True,40000,lz4,128,8,16,-1,-1,11,1,16,1073741824,-12642,0.1,SUCCESS,1
1,False,0,snappy,32,2,512,64,-1,15,2,1,134217728,-101655,0.1,SUCCESS,1
64,False,320000,snappy,128,64,64,8,-1,15,1,8,67108864,-98903,0.1,SUCCESS,1
2048,False,120000,snappy,16,16,4,32,-1,11,2,2,1073741824,-93082,0.1,SUCCESS,1
8,False,0,zstd,1,256,36,1,-1,6,32,16,268435456,-98525,0.1,SUCCESS,1
524288,False,120000,lz4,128,32,36,256,-1,14,1,32,268435456,-59012,0.1,SUCCESS,1
1,False,400000,snappy,1,128,1024,-1,-1,7,1,8,134217728,-101932,0.1,SUCCESS,1
256,False,120000,snappy,64,8,512,-1,-1,10,4,32,67108864,-106229,0.1,SUCCESS,1
16384,False,200000,lz4,1,2,2,8,-1,14,4,32,67108864,-104494,0.1,SUCCESS,1
256,False,120000,snappy,64,8,512,-1,0,10,4,2,67108864,-104400,0.1,SUCCESS,1
256,False,240000,snappy,64,1,128,8,-1,9,4,32,67108864,-106142,0.1,SUCCESS,1
524288,False,40000,lz4,256,128,1024,32,11,9,64,32,536870912,-83842,0.1,SUCCESS,1
4096,False,0,snappy,64,1,256,-1,0,8,32,16,33554432,-96669,0.1,SUCCESS,1
16,False,320000,snappy,128,64,128,8,-1,10,4,32,67108864,-106768,0.1,SUCCESS,1
256,False,240000,zstd,64,1,128,8,-1,9,4,32,16777216,-72309,0.1,SUCCESS,1
64,False,160000,zstd,2,16,4,128,-1,0,4,4,268435456,-82317,0.1,SUCCESS,1
1,False,320000,snappy,128,64,128,8,-1,10,4,32,67108864,-105867,0.1,SUCCESS,1
1,True,360000,zstd,32,1024,16,64,10,6,128,16,1048576,-3309,0.1,SUCCESS,1
16,False,320000,snappy,128,128,128,8,0,10,4,32,67108864,-105309,0.1,SUCCESS,1
4096,False,120000,snappy,4,20,36,-1,-1,6,4,1,67108864,-103230,0.1,SUCCESS,1
256,False,240000,snappy,64,1,128,8,1,9,4,32,67108864,-104989,0.1,SUCCESS,1
65536,True,0,snappy,256,1024,4,8,5,0,2,4,4194304,-20556,0.1,SUCCESS,1
256,False,120000,lz4,64,64,128,2,-1,10,4,32,67108864,-105729,0.1,SUCCESS,1
8,False,120000,lz4,128,4,1024,16,0,12,8,32,67108864,-99609,0.1,SUCCESS,1
16,False,320000,snappy,128,128,128,32,0,6,4,32,67108864,-105340,0.1,SUCCESS,1
4,False,240000,snappy,64,1,36,2,1,9,4,32,67108864,-105261,0.1,SUCCESS,1
16,False,120000,lz4,64,2,36,4,1,8,4,1,67108864,-96062,0.1,SUCCESS,1
16,False,320000,snappy,128,64,128,8,-1,1,4,32,67108864,-104498,0.1,SUCCESS,1
256,False,160000,snappy,64,1,256,32,-1,9,4,32,67108864,-106134,0.1,SUCCESS,1
256,False,160000,lz4,64,1,64,32,-1,9,1,32,67108864,-98676,0.1,SUCCESS,1
128,False,360000,snappy,256,128,256,8,9,6,4,32,33554432,-103675,0.1,SUCCESS,1
256,False,240000,snappy,64,1,256,8,4,9,4,32,67108864,-106391,0.1,SUCCESS,1
256,False,320000,snappy,64,0,256,8,-1,9,4,32,67108864,-106271,0.1,SUCCESS,1
256,False,200000,snappy,16,20,1024,-1,4,11,4,4,134217728,-104230,0.1,SUCCESS,1
2048,False,240000,snappy,16,4,512,4,3,9,64,32,67108864,-92549,0.1,SUCCESS,1
256,False,320000,snappy,64,0,256,8,0,4,4,32,67108864,-107030,0.1,SUCCESS,1
4,False,160000,snappy,8,0,256,128,2,5,4,32,16777216,-76904,0.1,SUCCESS,1
256,False,240000,snappy,32,4,512,32,10,3,4,32,67108864,-105781,0.1,SUCCESS,1
256,False,240000,zstd,64,0,36,8,0,9,4,32,67108864,-83071,0.1,SUCCESS,1
8,False,160000,lz4,16,1,256,8,4,10,4,32,67108864,-104063,0.1,SUCCESS,1
256,False,280000,snappy,4,256,16,32,-1,12,16,16,67108864,-95101,0.1,SUCCESS,1
32,False,160000,zstd,256,0,256,32,3,5,4,32,67108864,-68916,0.1,SUCCESS,1
256,False,240000,snappy,32,0,256,8,4,0,4,32,67108864,-106498,0.1,SUCCESS,1
128,False,160000,snappy,32,0,256,8,9,0,4,32,67108864,-106316,0.1,SUCCESS,1
32,False,360000,lz4,128,1,16,4,4,14,4,32,67108864,-104508,0.1,SUCCESS,1
256,False,280000,snappy,32,32,256,8,-1,10,4,1,33554432,-90495,0.1,SUCCESS,1
2048,False,200000,lz4,4,1,36,-1,6,14,1,1,67108864,-95760,0.1,SUCCESS,1
256,False,320000,snappy,32,0,256,64,0,0,4,32,67108864,-105476,0.1,SUCCESS,1
256,False,240000,snappy,256,0,256,8,-1,4,4,32,67108864,-105191,0.1,SUCCESS,1
4,False,200000,snappy,64,1024,512,1,6,5,4,32,268435456,-101206,0.1,SUCCESS,1
128,False,80000,snappy,64,2,256,1,0,2,4,16,67108864,-104973,0.1,SUCCESS,1
4,False,200000,snappy,8,1,256,1,10,0,64,16,16,-8675,0.1,SUCCESS,1
256,False,240000,lz4,64,64,256,64,4,14,4,32,67108864,-104633,0.1,SUCCESS,1
128,False,280000,snappy,64,0,256,1,10,5,4,32,67108864,-105047,0.1,SUCCESS,1
1,False,320000,lz4,128,64,128,2,-1,10,4,32,67108864,-104365,0.1,SUCCESS,1
128,False,120000,snappy,256,16,512,1,5,6,64,8,134217728,-99760,0.1,SUCCESS,1
16,False,0,lz4,128,128,128,32,7,11,4,32,67108864,-104826,0.1,SUCCESS,1
4096,False,80000,zstd,2,64,256,32,1,2,8,16,4,-43358,0.1,SUCCESS,1
256,False,280000,snappy,8,0,256,8,9,0,4,32,67108864,-106386,0.1,SUCCESS,1
1,False,160000,snappy,128,2,256,16,0,1,64,32,67108864,-93475,0.1,SUCCESS,1
256,False,280000,snappy,2,0,256,8,11,0,4,32,67108864,-89652,0.1,SUCCESS,1
256,False,80000,snappy,4,16,256,1,9,2,4,16,67108864,-105687,0.1,SUCCESS,1
16,False,160000,lz4,64,64,8,64,1,15,4,32,134217728,-103424,0.1,SUCCESS,1
256,False,0,snappy,8,1,128,1,8,2,128,8,67108864,-102543,0.1,SUCCESS,1
1,False,320000,snappy,32,0,256,8,7,2,4,32,67108864,-102427,0.1,SUCCESS,1
8,False,200000,zstd,4,1024,8,16,3,0,16,32,67108864,-75720,0.1,SUCCESS,1
4,False,40000,lz4,64,32,512,1,5,10,4,32,67108864,-104353,0.1,SUCCESS,1
512,False,0,snappy,64,16,256,4,0,0,2,32,67108864,-98567,0.1,SUCCESS,1
128,False,0,lz4,16,2,64,2,0,8,4,16,67108864,-102454,0.1,SUCCESS,1
256,False,120000,snappy,16,2,256,2,9,0,4,16,67108864,-106036,0.1,SUCCESS,1
256,False,160000,snappy,64,0,256,4,10,5,4,32,536870912,-96996,0.1,SUCCESS,1
1024,False,320000,zstd,256,16,64,256,1,5,64,1,8192,-14231,0.1,SUCCESS,1
256,False,120000,lz4,64,16,512,1,7,1,4,16,67108864,-105900,0.1,SUCCESS,1
8,False,360000,lz4,256,8,1024,4,-1,5,4,1,67108864,-97710,0.1,SUCCESS,1
8192,False,280000,snappy,1,16,128,2,10,2,64,8,536870912,-96146,0.1,SUCCESS,1
256,False,40000,snappy,64,1,512,2,5,7,1,2,134217728,-102389,0.1,SUCCESS,1
4,False,40000,snappy,64,20,256,8,9,9,4,32,67108864,-105040,0.1,SUCCESS,1
32,False,320000,zstd,1,8,8,-1,2,12,32,1,268435456,-98062,0.1,SUCCESS,1
8192,False,320000,zstd,1,1,4,-1,4,2,32,16,536870912,-96000,0.1,SUCCESS,1
4,False,240000,snappy,64,20,128,-1,10,12,4,16,67108864,-104502,0.1,SUCCESS,1
128,False,40000,snappy,4,32,2,8,7,0,4,32,67108864,-105286,0.1,SUCCESS,1
256,False,360000,lz4,32,20,256,4,8,5,4,16,67108864,-104359,0.1,SUCCESS,1
256,False,320000,snappy,16,0,64,8,-1,9,4,32,33554432,-103186,0.1,SUCCESS,1
131072,False,240000,snappy,64,1,512,2,4,3,4,32,67108864,-79665,0.1,SUCCESS,1
64,False,280000,snappy,8,0,256,8,9,0,4,32,67108864,-103693,0.1,SUCCESS,1
16,False,160000,snappy,128,1024,4,32,1,5,4,32,67108864,-105540,0.1,SUCCESS,1
128,False,80000,lz4,32,16,1024,8,9,0,16,32,67108864,-92896,0.1,SUCCESS,1
1,False,120000,lz4,128,512,256,32,7,0,4,16,67108864,-105217,0.1,SUCCESS,1
2048,False,320000,snappy,8,256,2,2,11,3,128,1,67108864,-98764,0.1,SUCCESS,1
1,False,200000,zstd,1,8,2,1,-1,6,128,2,268435456,-104810,0.1,SUCCESS,1
1,False,160000,snappy,64,64,1024,4,9,9,4,2,67108864,-104451,0.1,SUCCESS,1
1,True,400000,lz4,16,1,512,16,11,7,1,1,4,-856,0.1,SUCCESS,1
256,False,360000,lz4,128,16,256,128,0,4,4,16,67108864,-105866,0.1,SUCCESS,1
256,False,320000,snappy,8,0,256,8,9,0,4,16,67108864,-106259,0.1,SUCCESS,1
128,False,40000,snappy,64,64,8,-1,8,5,1,2,67108864,-98553,0.1,SUCCESS,1
2048,False,280000,lz4,64,1,1024,8,6,2,4,32,1073741824,-93062,0.1,SUCCESS,1
256,False,400000,snappy,64,8,256,4,10,4,4,32,33554432,-103535,0.1,SUCCESS,1
32,False,320000,zstd,64,0,8,16,3,4,8,1,65536,-1584,0.1,SUCCESS,1
2048,False,80000,snappy,64,0,512,256,7,5,4,16,67108864,-104323,0.1,SUCCESS,1
512,False,240000,lz4,128,8,256,256,5,1,4,32,67108864,-105676,0.1,SUCCESS,1
256,False,120000,snappy,128,0,2,1,7,0,4,16,67108864,-105326,0.1,SUCCESS,1
64,False,400000,zstd,4,4,4,1,0,1,32,4,33554432,-51285,0.1,SUCCESS,1
1,False,360000,snappy,256,16,2,32,-1,10,4,32,33554432,-103349,0.1,SUCCESS,1
128,False,160000,snappy,32,64,1024,256,7,9,8,8,67108864,-101006,0.1,SUCCESS,1
1024,False,320000,snappy,64,0,256,8,0,4,8,32,67108864,-103696,0.1,SUCCESS,1
32,False,400000,snappy,128,64,16,32,-1,11,4,32,67108864,-104515,0.1,SUCCESS,1
256,False,40000,lz4,4,32,32,1,3,1,4,32,33554432,-103554,0.1,SUCCESS,1
512,True,0,lz4,32,1,1,4,4,3,4,32,4,-5762,0.1,SUCCESS,1
4096,False,200000,snappy,32,64,36,64,9,1,1,1,67108864,-97531,0.1,SUCCESS,1
4,False,160000,snappy,128,64,32,16,10,10,4,16,67108864,-105338,0.1,SUCCESS,1
256,False,160000,snappy,4,0,256,8,10,0,4,32,67108864,-105178,0.1,SUCCESS,1
256,False,160000,snappy,16,1,256,2,4,9,2,2,16777216,-72902,0.1,SUCCESS,1
512,False,400000,lz4,2,8,512,2,3,8,1,32,67108864,-104587,0.1,SUCCESS,1
4,False,160000,snappy,128,64,32,2,5,3,4,16,67108864,-105160,0.1,SUCCESS,1
8192,False,360000,lz4,32,16,512,256,0,4,4,16,67108864,-102434,0.1,SUCCESS,1
256,False,280000,snappy,16,8,16,256,10,1,4,4,134217728,-105324,0.1,SUCCESS,1
8,True,40000,snappy,64,20,256,16,6,9,16,8,4,-3786,0.1,SUCCESS,1
1024,False,0,lz4,4,32,512,8,5,2,2,16,67108864,-104130,0.1,SUCCESS,1
1,False,240000,snappy,128,16,256,16,0,0,8,32,67108864,-101755,0.1,SUCCESS,1
2048,False,40000,snappy,4,256,512,8,10,11,2,16,1073741824,-93190,0.1,SUCCESS,1
1,False,200000,snappy,16,0,32,-1,3,9,8,2,67108864,-104275,0.1,SUCCESS,1
256,False,320000,snappy,128,1024,64,256,-1,15,4,16,268435456,-100021,0.1,SUCCESS,1
32,False,240000,zstd,1,64,64,2,1,14,1,2,268435456,-99690,0.1,SUCCESS,1
256,False,280000,snappy,64,0,16,8,0,5,4,32,67108864,-106325,0.1,SUCCESS,1
256,False,160000,lz4,128,4,512,1,10,0,4,16,67108864,-105571,0.1,SUCCESS,1
