block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,cost,time,status,seed
1024,False,40000,lz4,2,2,512,8,9,2,1,32,67108864,-85708,0.1,SUCCESS,1
4,False,80000,snappy,2,256,512,128,1,9,2,1,67108864,-97708,0.1,SUCCESS,1
1,False,40000,zstd,1,20,32,2,1,0,128,1,536870912,-102279,0.1,SUCCESS,1
2048,False,320000,zstd,1,0,1,16,-1,13,128,32,268435456,-96012,0.1,SUCCESS,1
64,False,40000,lz4,8,512,256,2,10,1,8,16,33554432,-94981,0.1,SUCCESS,1
256,False,400000,lz4,128,256,8,2,3,3,4,16,134217728,-104564,0.1,SUCCESS,1
1,False,80000,snappy,8,8,32,1,2,12,128,2,67108864,-103359,0.1,SUCCESS,1
16384,False,0,snappy,1,32,1024,16,5,8,2,1,67108864,-103016,0.1,SUCCESS,1
4,False,0,snappy,16,0,32,128,9,0,128,4,134217728,-103019,0.1,SUCCESS,1
1,False,400000,snappy,128,0,1024,16,10,9,128,4,268435456,-99843,0.1,SUCCESS,1
4,False,200000,lz4,4,0,128,2,2,15,128,2,33554432,-72130,0.1,SUCCESS,1
1,False,80000,zstd,1,64,128,64,8,15,1,2,1073741824,-95782,0.1,SUCCESS,1
512,False,120000,zstd,1,256,1,2,6,1,2,2,536870912,-100049,0.1,SUCCESS,1
512,False,120000,lz4,64,16,512,16,1,10,4,8,67108864,-103524,0.1,SUCCESS,1
4096,True,40000,zstd,1,20,8,8,10,10,128,2,8388608,-31168,0.1,SUCCESS,1
1,False,400000,zstd,1,4,64,-1,6,0,16,32,134217728,-86157,0.1,SUCCESS,1
1,False,240000,zstd,1,64,512,64,9,0,4,8,1073741824,-93388,0.1,SUCCESS,1
256,False,280000,lz4,64,0,1,8,4,2,4,32,67108864,-104660,0.1,SUCCESS,1
8192,False,120000,snappy,16,4,64,-1,0,0,128,2,134217728,-101511,0.1,SUCCESS,1
8,False,40000,snappy,16,0,36,1,8,2,16,2,67108864,-104022,0.1,SUCCESS,1
4,False,320000,zstd,2,8,36,16,6,3,128,2,134217728,-105932,0.1,SUCCESS,1
4096,False,200000,zstd,128,20,2,32,8,1,128,1,1073741824,-91488,0.1,SUCCESS,1
8,False,360000,lz4,4,32,256,8,2,7,2,16,32,-16836,0.1,SUCCESS,1
8,False,280000,zstd,1,4,32,256,1,10,16,2,134217728,-80465,0.1,SUCCESS,1
1,False,320000,zstd,2,8,4,2,3,13,128,2,134217728,-105612,0.1,SUCCESS,1
16,False,40000,snappy,256,64,36,128,5,15,4,16,67108864,-104598,0.1,SUCCESS,1
2048,False,200000,lz4,2,32,128,2,1,9,2,1,134217728,-105348,0.1,SUCCESS,1
128,False,40000,snappy,2,2,8,16,10,9,128,4,33554432,-74944,0.1,SUCCESS,1
256,False,320000,lz4,64,1,256,8,7,5,4,2,33554432,-99073,0.1,SUCCESS,1
128,False,240000,lz4,64,512,512,32,1,0,4,16,33554432,-100498,0.1,SUCCESS,1
256,False,320000,lz4,256,16,512,32,9,0,4,16,67108864,-104508,0.1,SUCCESS,1
128,False,160000,snappy,4,2,36,1,0,0,4,32,134217728,-100242,0.1,SUCCESS,1
8,False,160000,zstd,256,16,64,64,5,13,128,1,134217728,-103082,0.1,SUCCESS,1
4,False,160000,lz4,2,20,512,1,3,8,1,2,67108864,-95799,0.1,SUCCESS,1
4,False,160000,zstd,2,2,256,64,5,4,128,2,134217728,-57617,0.1,SUCCESS,1
1,False,120000,zstd,1,32,1024,1,2,11,128,16,134217728,-98358,0.1,SUCCESS,1
2048,False,0,zstd,32,4,512,8,4,8,32,2,128,-4168,0.1,SUCCESS,1
256,False,360000,snappy,16,1,4,-1,10,9,4,32,67108864,-106961,0.1,SUCCESS,1
2048,False,240000,lz4,4,8,64,256,2,6,2,2,134217728,-102308,0.1,SUCCESS,1
1024,False,240000,zstd,2,8,16,1,1,2,2,2,134217728,-102919,0.1,SUCCESS,1
16384,False,160000,snappy,2,16,4,1,6,6,64,16,268435456,-97118,0.1,SUCCESS,1
256,False,320000,snappy,4,0,64,64,5,13,4,8,67108864,-105910,0.1,SUCCESS,1
1,False,240000,zstd,64,8,2,4,0,9,64,2,536870912,-98730,0.1,SUCCESS,1
8,False,280000,zstd,32,8,32,2,10,3,128,2,134217728,-104766,0.1,SUCCESS,1
32,False,40000,lz4,64,0,8,1,10,9,128,4,134217728,-103344,0.1,SUCCESS,1
512,False,40000,lz4,2,64,4,2,8,15,1,2,536870912,-98403,0.1,SUCCESS,1
1,False,160000,lz4,64,128,128,256,4,1,4,16,67108864,-102466,0.1,SUCCESS,1
8,False,280000,zstd,8,256,64,-1,4,11,1,2,33554432,-75013,0.1,SUCCESS,1
4,False,360000,zstd,16,20,4,-1,7,10,128,4,134217728,-104541,0.1,SUCCESS,1
256,False,320000,lz4,64,8,128,2,-1,14,4,32,67108864,-104364,0.1,SUCCESS,1
4,False,0,lz4,16,64,64,4,0,3,2,1,134217728,-100410,0.1,SUCCESS,1
2048,False,360000,lz4,4,32,2,-1,-1,15,2,32,33554432,-103016,0.1,SUCCESS,1
512,False,400000,zstd,2,16,1024,4,3,9,128,2,536870912,-99505,0.1,SUCCESS,1
65536,False,280000,zstd,2,256,256,1,9,2,64,4,134217728,-79301,0.1,SUCCESS,1
256,False,360000,snappy,8,1,4,-1,10,4,4,32,67108864,-106458,0.1,SUCCESS,1
8192,False,360000,lz4,4,4,512,16,4,6,4,32,33554432,-97890,0.1,SUCCESS,1
1024,False,400000,zstd,8,16,4,1,7,13,32,2,134217728,-103264,0.1,SUCCESS,1
32,False,280000,zstd,8,8,16,2,3,7,32,2,134217728,-103676,0.1,SUCCESS,1
1,False,320000,zstd,2,8,256,8,2,9,64,2,134217728,-105477,0.1,SUCCESS,1
4,False,320000,zstd,16,8,4,64,6,8,32,2,134217728,-106298,0.1,SUCCESS,1
1,False,280000,zstd,256,32,512,-1,5,2,32,2,134217728,-105322,0.1,SUCCESS,1
1,False,280000,zstd,256,64,16,32,9,9,64,1,134217728,-102512,0.1,SUCCESS,1
1024,False,120000,zstd,128,20,2,1,8,4,32,16,2097152,-73764,0.1,SUCCESS,1
128,False,160000,zstd,16,16,4,128,5,2,128,2,134217728,-105464,0.1,SUCCESS,1
4,False,400000,zstd,16,8,36,256,6,8,128,2,134217728,-106187,0.1,SUCCESS,1
8192,False,320000,lz4,1,64,36,64,3,3,1,16,536870912,-97872,0.1,SUCCESS,1
1,False,360000,zstd,16,32,32,128,6,7,32,4,134217728,-105341,0.1,SUCCESS,1
4,False,320000,zstd,8,8,128,32,5,8,64,2,134217728,-103963,0.1,SUCCESS,1
8,False,400000,zstd,256,8,8,256,3,6,16,2,134217728,-107140,0.1,SUCCESS,1
65536,True,360000,snappy,16,1,32,4,9,4,32,32,2097152,-62850,0.1,SUCCESS,1
64,False,400000,zstd,32,16,8,2,3,6,16,4,134217728,-105246,0.1,SUCCESS,1
4,False,320000,zstd,2,32,32,2,0,4,16,2,134217728,-106675,0.1,SUCCESS,1
2048,True,400000,snappy,2,512,36,256,10,8,32,16,512,-30855,0.1,SUCCESS,1
1,False,400000,zstd,256,8,2,256,3,6,16,2,67108864,-102923,0.1,SUCCESS,1
1,False,120000,zstd,128,32,36,64,1,9,8,2,8388608,-57758,0.1,SUCCESS,1
8,False,400000,zstd,256,8,4,256,3,6,16,2,67108864,-102711,0.1,SUCCESS,1
256,False,360000,snappy,256,0,64,8,0,4,4,32,67108864,-105622,0.1,SUCCESS,1
1,True,400000,lz4,16,1024,16,32,4,4,64,32,134217728,-12889,0.1,SUCCESS,1
64,False,40000,snappy,16,64,36,2,11,10,128,16,67108864,-97710,0.1,SUCCESS,1
8,False,160000,snappy,8,64,64,32,-1,9,4,32,67108864,-103613,0.1,SUCCESS,1
1024,False,200000,zstd,2,20,64,256,7,11,4,2,134217728,-105025,0.1,SUCCESS,1
256,False,280000,zstd,256,1024,64,8,0,8,4,2,134217728,-98597,0.1,SUCCESS,1
1,False,80000,snappy,8,64,32,2,10,0,4,2,67108864,-102561,0.1,SUCCESS,1
1024,False,400000,zstd,256,8,64,128,3,7,16,4,134217728,-102459,0.1,SUCCESS,1
65536,False,320000,zstd,2,16,8,8,7,12,2,2,134217728,-69731,0.1,SUCCESS,1
16,False,200000,zstd,2,2,1024,64,3,2,4,16,1024,-175,0.1,SUCCESS,1
4,False,360000,snappy,128,1024,8,256,1,5,32,1,134217728,-103305,0.1,SUCCESS,1
1024,False,120000,zstd,2,32,256,16,6,14,1,32,67108864,-99028,0.1,SUCCESS,1
32,False,360000,lz4,256,4,8,256,7,6,2,1,67108864,-96543,0.1,SUCCESS,1
8,False,400000,lz4,256,128,16,64,10,3,4,8,67108864,-104644,0.1,SUCCESS,1
128,False,160000,zstd,2,16,8,8,4,5,8,1,134217728,-101282,0.1,SUCCESS,1
4,False,160000,lz4,32,8,32,128,7,11,4,4,67108864,-104696,0.1,SUCCESS,1
256,False,400000,snappy,4,0,4,-1,10,4,4,4,33554432,-84723,0.1,SUCCESS,1
524288,True,120000,snappy,4,512,2,16,4,3,32,1,16,-17579,0.1,SUCCESS,1
1024,False,280000,snappy,64,0,64,1,8,3,64,32,134217728,-94497,0.1,SUCCESS,1
128,False,320000,snappy,16,8,1,256,10,1,4,8,33554432,-104206,0.1,SUCCESS,1
4,False,160000,lz4,2,16,128,8,8,3,16,1,134217728,-103456,0.1,SUCCESS,1
512,False,120000,snappy,8,1024,1024,4,8,7,16,1,131072,-41091,0.1,SUCCESS,1
512,True,120000,snappy,64,20,8,64,1,0,1,32,2048,-4900,0.1,SUCCESS,1
4,False,400000,snappy,1,8,128,8,5,9,2,4,134217728,-102725,0.1,SUCCESS,1
512,False,240000,snappy,16,1024,2,8,3,7,4,32,67108864,-105704,0.1,SUCCESS,1
4,False,320000,zstd,4,32,32,8,0,4,16,2,134217728,-105620,0.1,SUCCESS,1
16,False,360000,lz4,256,8,256,64,2,7,2,2,134217728,-102725,0.1,SUCCESS,1
16,False,400000,lz4,64,0,8,64,4,9,8,8,67108864,-97523,0.1,SUCCESS,1
1,False,360000,lz4,2,32,8,2,0,1,16,2,134217728,-105128,0.1,SUCCESS,1
64,False,200000,lz4,256,64,32,64,10,4,32,4,128,-22035,0.1,SUCCESS,1
131072,True,0,snappy,256,16,16,1,3,10,16,2,8388608,-31338,0.1,SUCCESS,1
4,False,320000,lz4,1,1024,64,4,9,6,64,2,134217728,-106075,0.1,SUCCESS,1
2048,False,400000,zstd,32,4,2,256,1,5,8,32,268435456,-97578,0.1,SUCCESS,1
16384,False,40000,lz4,128,0,1,1,0,7,8,2,1073741824,-90488,0.1,SUCCESS,1
4,False,320000,zstd,2,8,256,4,0,4,2,4,134217728,-81873,0.1,SUCCESS,1
256,False,120000,lz4,2,1,8,16,-1,1,4,16,67108864,-85878,0.1,SUCCESS,1
256,False,400000,snappy,32,1024,36,-1,10,4,4,32,67108864,-102052,0.1,SUCCESS,1
256,True,200000,snappy,64,1,16,64,1,7,32,4,512,-5724,0.1,SUCCESS,1
8,False,400000,zstd,256,4,2,256,5,6,16,2,134217728,-106637,0.1,SUCCESS,1
4,False,400000,zstd,2,32,36,16,0,3,16,2,134217728,-106197,0.1,SUCCESS,1
64,False,360000,snappy,4,0,4,8,4,12,4,16,67108864,-95574,0.1,SUCCESS,1
8,False,320000,zstd,32,0,1,2,9,0,32,4,134217728,-104212,0.1,SUCCESS,1
16,False,400000,zstd,16,8,2,256,6,6,16,2,134217728,-105732,0.1,SUCCESS,1
8,False,400000,zstd,4,1,8,-1,6,2,16,4,1073741824,-91686,0.1,SUCCESS,1
4,False,360000,zstd,32,4,4,256,5,15,8,8,134217728,-73154,0.1,SUCCESS,1
1024,False,200000,snappy,32,8,16,256,8,1,4,4,33554432,-104377,0.1,SUCCESS,1
1,False,200000,zstd,16,4,64,1,7,3,64,4,134217728,-104966,0.1,SUCCESS,1
8,False,160000,snappy,4,64,1024,4,9,2,32,4,134217728,-103071,0.1,SUCCESS,1
256,False,360000,snappy,4,0,256,8,5,0,4,32,67108864,-105096,0.1,SUCCESS,1
4,False,320000,zstd,2,32,32,128,5,4,16,2,134217728,-105480,0.1,SUCCESS,1
2048,False,120000,snappy,256,128,1024,128,6,1,1,4,33554432,-88990,0.1,SUCCESS,1
64,False,240000,zstd,16,1,2,256,7,5,16,4,134217728,-105359,0.1,SUCCESS,1
64,False,320000,snappy,32,4,64,8,8,0,4,32,33554432,-100975,0.1,SUCCESS,1
16384,False,360000,zstd,8,8,2,8,5,1,1,32,134217728,-78767,0.1,SUCCESS,1
256,False,280000,snappy,8,1024,512,16,0,10,4,32,67108864,-104818,0.1,SUCCESS,1
1,False,360000,zstd,16,4,512,8,7,9,16,2,67108864,-98135,0.1,SUCCESS,1
128,False,360000,zstd,64,2,36,32,7,3,16,2,134217728,-105456,0.1,SUCCESS,1
64,False,360000,snappy,2,8,1024,256,3,7,1,32,134217728,-103081,0.1,SUCCESS,1
8,False,400000,zstd,256,2,8,256,3,3,32,2,134217728,-106620,0.1,SUCCESS,1
256,False,360000,snappy,8,1,16,-1,10,0,4,16,67108864,-105283,0.1,SUCCESS,1
16,False,0,zstd,256,4,256,256,4,2,16,2,134217728,-105427,0.1,SUCCESS,1
1024,False,400000,lz4,1,20,128,2,1,10,1,1,67108864,-105569,0.1,SUCCESS,1
512,False,0,zstd,256,4,512,256,11,2,16,1,134217728,-101250,0.1,SUCCESS,1
8,False,400000,zstd,256,4,8,256,3,3,32,2,134217728,-107132,0.1,SUCCESS,1
8192,False,120000,zstd,2,8,64,8,5,10,64,2,134217728,-96612,0.1,SUCCESS,1
